cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels,node_type,subject_type,broader_than,broader_than_label,narrower_than,narrower_than_label
,,,,,,Q80083,humanities,,Q1047113,field of study,Q33122512,social sciences and humanities,,,,,,,,,Q309,history,,,,,,,,,,,,,Q309,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q27752,Native American studies,,Q11862829,academic discipline,Q1143546,cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q33521,applied mathematics,,Q1936384,branch of mathematics,Q395,mathematics,,,,,,,,,Q11216,numerical analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q110259460,Computational physiology,,Q11862829,academic discipline,Q521,physiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q120411401,renewable energy science,,Q2465832,branch of science,Q442321,sustainability science,,,,,,,,,,,,,,,,,,,,,,,Q12705,renewable energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q69975710,interdisciplinary studies,,Q11862829,academic discipline,Q9347372,studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q136455984,martial arts studies,,Q11862829,academic discipline,Q135529961,sports studies,,,,,,,,,,,,,,,,,,,,,,,Q17112053,history of martial arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q657632,kinesiology,,Q4671286,academic major,Q336,science,,,,,,,,,,,,,,,Q913842,applied kinesiology,,,Q219067,physical exercise,,,Q3326454,movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q594322,sociology of sport,,Q105760881,branch of sociology,Q1298380,sports science,,,,,,,,,,,,,,,,,,,,,,,Q349,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q34187,religious studies,,Q4671286,academic major,Q34749,social science,Q64687996,theology and religious studies,,,,,,,,,,,,,Q1412471,religious education,,,,,,,Q9174,religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q642379,history of Islam,,Q17524420,aspect of history,Q843909,Islamic studies,,,,,,,,,,,,,,,,,Q867541,Encyclopædia Britannica 11th edition,Q432,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q42002,Jewish studies,,Q4671286,academic major,Q1066186,study of history,,,,,,,,,Q7007095,Land of Israel Studies and Archaeology,,,,,,,,,,,,,Q7325,Jewish people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q2910405,talmudical hermeneutics,,,,Q102686,hermeneutics,,,,,,,,,,,,,,,,,Q4173137,Jewish Encyclopedia of Brockhaus and Efron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q338346,microscale meteorology,,Q130304502,branch of meteorology,Q25261,meteorology,Q25261,meteorology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1665984,interdisciplinary science,,Q2465832,branch of science,Q336,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q11467,metallurgy,,Q2465832,branch of science,Q228736,materials science,,,,,Q136918332,Weld metallurgy,,,,,,,,,Q11777633,,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q97929320,"humanities, arts and social sciences",,,,Q4671286,academic major,,,,,,,,,Q34749,social science,,,,,Q5628887,HACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q8162,linguistics,,Q1047113,field of study,Q34749,social science,Q6486703,language arts,,,,,,,Q35395,phonetics,,,,,Q64810203,language studies,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,,,,,Q315,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q8134,economics,,Q2267705,field of study,Q34749,social science,Q3475802,economic and social sciences,,,,,,,Q28161,labour economics,,,,,Q159810,economy,Q867541,Encyclopædia Britannica 11th edition,,,,,Q28877,goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q12831143,human geography,,Q11862829,academic discipline,Q33122512,social sciences and humanities,,,,,,,,,,,,,,,,,,,,,,,Q1048140,global studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q112947524,urban analysis and development,,Q11862829,academic discipline,Q23578769,urban studies,,,,,,,,,,,,,,,,,,,,,,,Q13138136,urban development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q864928,life sciences,,Q268592,industry,Q7991,natural science,,,,,,,,,Q431,zoology,,,,,,,,,,,,,Q3,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q5728861,aquatic biology,,Q1047113,field of study,Q420,biology,,,,,,,,,,,,,,,,,,,,,,,Q11710365,aquatic organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q7922,pedagogy,,Q2465832,branch of science,Q944537,Geisteswissenschaften,,,,,Q8772471,educommunication,,,,,,,,,Q7921,didactic method,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,Q8434,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q3901985,piano pedagogy,,Q1047113,field of study,Q27908,music education,,,,,,,,,,,,,,,,,,,Q5994,piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q7218,toxicology,,Q930752,medical specialty,Q420,biology,,,,,,,,,Q115582861,cardiotoxicology,,,,,Q1130602,toxinology,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,Q184651,toxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q18564125,business management,,Q4671286,academic major,Q2920921,management,Q101802668,business administration and personnel management,,,,,,,,,,,,,,,,,Q2043282,business administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q5159047,Concrete Industry Management,,Q4671286,academic major,Q4489420,industrial engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q64686951,actuarial mathematics,,Q11862829,academic discipline,Q1128453,actuarial science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
