qid,qid_label,cip_id,cip_label
Q122370959,Airline Flight Attendant Simulator VR,49.0106,Airline Flight Attendant.
Q379318,flight instructor,49.0108,Flight Instructor.
Q385378,construction,49.0202,Construction/Heavy Equipment/Earthmoving Equipment Operation.
,,49.0205,Truck and Bus Driver/Commercial Vehicle Operation.
,,49.0206,Mobil Crane Operation/Operator.
,,49.0207,Flagging and Traffic Control.
,,49.0208,Railroad and Railway Transportation.
Q11202642,commercial fishing,49.0303,Commercial Fishing.
Q37102313,Diver,49.0304,"Diver, Professional and Instructor."
Q4782809,aquatic science,49.0309,Marine Science/Merchant Marine Officer.
Q126118732,Visual and Performing Arts Framework,50.0101,"Visual and Performing Arts, General."
Q107392206,digital arts,50.0102,Digital Arts.
Q2207288,craft,50.0201,"Crafts/Craft Design, Folk Art and Artisanry."
Q11639,dance,50.0301,"Dance, General."
Q41425,ballet,50.0302,Ballet.
,,50.0401,"Design and Visual Communications, General."
,,50.0402,Commercial and Advertising Art.
Q243606,industrial design,50.0404,Industrial Design.
Q12029910,commercial photography,50.0406,Commercial Photography.
Q12684,fashion,50.0407,Fashion/Apparel Design.
Q179232,interior design,50.0408,Interior Design.
Q185925,graphic design,50.0409,Graphic Design.
Q178659,illustration,50.0410,Illustration.
,,50.0411,Game and Interactive Media Design.
,,50.0501,"Drama and Dramatics/Theatre Arts, General."
Q16259082,Technical Theatre Awards,50.0502,Technical Theatre/Theatre Design and Technology.
,,50.0504,Playwriting and Screenwriting.
Q3831138,theatre literature,50.0505,"Theatre Literature, History and Criticism."
Q222749,acting,50.0506,Acting.
,,50.0507,Directing and Theatrical Production.
Q2743,musical,50.0509,Musical Theatre.
Q29642784,costume sketch,50.0510,Costume Design.
Q11424,film,50.0601,Film/Cinema Studies.
Q127544961,Cinematography and filmmaking research,50.0602,Cinematography and Film/Video Production.
Q11633,photography,50.0605,Photography.
Q5287674,documentary production,50.0607,Documentary Production.
Q8227356,Art,50.0701,"Art/Art Studies, General."
Q4480591,Fine,50.0702,"Fine/Studio Arts, General."
Q50637,art history,50.0703,"Art History, Criticism and Conservation."
Q93184,drawing,50.0705,Drawing.
Q149566,middle school,50.0706,Intermedia/Multimedia.
Q3305213,painting,50.0708,Painting.
Q860861,sculpture,50.0709,Sculpture.
Q271588,printmaking,50.0710,Printmaking.
,,50.0711,Ceramic Arts and Ceramics.
Q161,fiber,50.0712,"Fiber, Textile and Weaving Arts."
,,50.0713,Metal and Jewelry Arts.
Q14005,MusicBrainz,50.0901,"Music, General."
Q846047,history of music,50.0902,"Music History, Literature, and Theory."
Q57172268,Music Performance,50.0903,"Music Performance, General."
,,50.0904,Music Theory and Composition.
,,50.0905,Musicology and Ethnomusicology.
Q6989196,conducting,50.0906,Conducting.
,,50.0907,Piano and Organ.
,,50.0908,Voice and Opera.
Q8341,jazz,50.0910,Jazz/Jazz Studies.
Q8355,violin,50.0911,"Violin, Viola, Guitar and Other Stringed Instruments."
Q27908,music education,50.0912,Music Pedagogy.
Q2427900,music technology,50.0913,Music Technology.
Q55738940,valve horn,50.0914,Brass Instruments.
Q181247,woodwind instrument,50.0915,Woodwind Instruments.
Q133163,percussion instrument,50.0916,Percussion Instruments.
Q37538774,Arts,50.1001,"Arts, Entertainment,and Media Management, General."
Q3285163,arts administration,50.1002,Arts Management.
,,50.1003,Music Management and Merchandising.
Q11635,theatre art,50.1004,Theatre/Theatre Arts Management.
Q9353606,health service,51.0000,"Health Services/Allied Health/Health Sciences, General."
Q5690781,Health and Wellness Center,51.0001,"Health and Wellness, General."
,,51.0101,Chiropractic (DC).
Q5154095,Communication Disorders Quarterly,51.0201,"Communication Disorders, General."
Q569965,audiology,51.0202,Audiology/Audiologist and Hearing Sciences.
Q33226,speech-language pathology,51.0203,Speech-Language Pathology/Pathologist.
Q569965,audiology,51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
,,51.0401,"Dentistry (DDS, DMD)."
,,51.0501,"Dental Clinical Sciences, General (MS, PhD)."
,,51.0502,"Advanced General Dentistry (Cert., MS, PhD)"
,,51.0503,"Oral Biology and Oral Pathology (MS, PhD)."
,,51.0504,"Dental Public Health and Education (Cert., MS/MPH, PhD/DPH)"
,,51.0505,"Dental Materials (MS, PhD)."
Q852143,endodontics,51.0506,"Endodontics/Endodontology (Cert., MS, PhD)"
Q37065880,Oral,51.0507,"Oral/Maxillofacial Surgery (Cert., MS, PhD)"
Q118301,orthodontics,51.0508,"Orthodontics/Orthodontology (Cert., MS, PhD)"
Q15758193,Pediatric Dentistry,51.0509,"Pediatric Dentistry/Pedodontics (Cert., MS, PhD)"
Q938196,periodontology,51.0510,"Periodontics/Periodontology (Cert., MS, PhD)"
Q1349700,prosthodontics,51.0511,"Prosthodontics/Prosthodontology (Cert., MS, PhD)"
Q27710415,Dental assisting,51.0601,Dental Assisting/Assistant.
Q13445028,oral hygiene,51.0602,Dental Hygiene/Hygienist.
Q79862637,Dental laboratory technology,51.0603,Dental Laboratory Technology/Technician.
Q12147,health,51.0701,Health/Health Care Administration/Management.
,,51.0702,Hospital and Health Care Facilities Administration/Management.
,,51.0703,Health Unit Coordinator/Ward Clerk.
,,51.0704,Health Unit Manager/Ward Supervisor.
,,51.0705,Medical Office Management/Administration.
Q10910281,health information technology,51.0706,Health Information/Medical Records Administration/Administrator.
Q10910281,health information technology,51.0707,Health Information/Medical Records Technology/Technician.
Q3269590,medical transcription,51.0708,Medical Transcription/Transcriptionist.
,,51.0709,Medical Office Computer Specialist/Assistant.
,,51.0710,Medical Office Assistant/Specialist.
Q11190,medicine,51.0711,Medical/Health Management and Clinical Assistant/Specialist.
Q69945260,medical receptionist,51.0712,Medical Reception/Receptionist.
,,51.0713,Medical Insurance Coding Specialist/Coder.
,,51.0714,Medical Insurance Specialist/Medical Biller.
Q12147,health,51.0715,Health/Medical Claims Examiner.
Q66172492,Medical Administrative Files (NAID 6862639),51.0716,Medical Administrative/Executive Assistant and Medical Secretary.
,,51.0717,Medical Staff Services Technology/Technician.
Q41430620,"Long term care administration: past, present and future",51.0718,Long Term Care Administration/Management.
Q5133846,clinical research coordinator,51.0719,Clinical Research Coordinator.
Q11190,medicine,51.0801,Medical/Clinical Assistant.
Q42824440,phase II clinical trial,51.0802,Clinical/Medical Laboratory Assistant.
Q7309756,rehabilitation assistant,51.0803,Occupational Therapist Assistant.
Q543219,pharmacy technician,51.0805,Pharmacy Technician/Assistant.
Q7309756,rehabilitation assistant,51.0806,Physical Therapist Assistant.
Q202883,veterinarian,51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.
Q4761725,anesthesiologist assistant,51.0809,Anesthesiologist Assistant.
,,51.0810,Emergency Care Attendant (EMT Ambulance).
Q7208,pathology,51.0811,Pathology/Pathologist Assistant.
,,51.0812,Respiratory Therapy Technician/Assistant.
,,51.0813,Chiropractic Assistant/Technician.
Q95548219,Radiologist assistant,51.0814,Radiologist Assistant.
Q6048774,lactation consultant,51.0815,Lactation Consultant.
Q50518653,Speech-language pathology assistants. A discussion of the proposed guidelines.,51.0816,Speech-Language Pathology Assistant.
Q72628366,"Cardiovascular Technology Symposium. Ottawa, May 12-14, 1994. Abstracts",51.0901,Cardiovascular Technology/Technologist.
,,51.0902,Electrocardiograph Technology/Technician.
Q79318353,Electroneurodiagnostic technologist,51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.
Q130072981,"Emergency Medical Technology Students Factors influencing of COVID-19 Knowledge, Health Beliefs, and Anxiety on Preventative Health Behaviors",51.0904,Emergency Medical Technology/Technician (EMT Paramedic).
,,51.0905,Nuclear Medical Technology/Technologist.
Q72084568,Perfusion technology in the hypothyroid patient,51.0906,Perfusion Technology/Perfusionist.
,,51.0907,Medical Radiologic Technology/Science - Radiation Therapist.
,,51.0908,Respiratory Care Therapy/Therapist.
Q27719417,Surgical technology international,51.0909,Surgical Technology/Technologist.
Q5270348,Diagnostic medical sonography,51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.
Q27712906,Radiologic technology,51.0911,Radiologic Technology/Science - Radiographer.
Q27712627,Physician assistant (American Academy of Physician Assistants),51.0912,Physician Assistant.
Q4813769,athletic training,51.0913,Athletic Training/Trainer.
Q7187,gene,51.0914,Gene/Genetic Therapy.
,,51.0915,Cardiopulmonary Technology/Technologist.
Q1574099,radiation protection,51.0916,Radiation Protection/Health Physics Technician.
Q1754874,polysomnography,51.0917,Polysomnography.
,,51.0918,Hearing Instrument Specialist.
,,51.0919,Mammography Technician/Technology.
,,51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician.
,,51.1001,Blood Bank Technology Specialist.
Q15752151,Cytotechnology,51.1002,Cytotechnology/Cytotechnologist.
,,51.1003,Hematology Technology/Technician.
Q42824440,phase II clinical trial,51.1004,Clinical/Medical Laboratory Technician.
Q26839402,Clinical laboratory science : journal of the American Society for Medical Technology,51.1005,Clinical Laboratory Science/Medical Technology/Technologist.
,,51.1006,Ophthalmic Laboratory Technology/Technician.
,,51.1007,Histologic Technology/Histotechnologist.
Q44396612,Histologic Technician Training Requirement,51.1008,Histologic Technician.
Q3595842,phlebotomy,51.1009,Phlebotomy/Phlebotomist.
Q246128,cytogenetics,51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.
Q202301,renal dialysis,51.1011,Renal/Dialysis Technologist/Technician.
,,51.1012,Sterile Processing Technology/Technician.
,,51.1101,Pre-Dentistry Studies.
Q33832264,Pre-medicine and selection of medical students.,51.1102,Pre-Medicine/Pre-Medical Studies.
,,51.1103,Pre-Pharmacy Studies.
,,51.1104,Pre-Veterinary Studies.
,,51.1105,Pre-Nursing Studies.
,,51.1106,Pre-Chiropractic Studies.
,,51.1107,Pre-Occupational Therapy Studies.
,,51.1108,Pre-Optometry Studies.
,,51.1109,Pre-Physical Therapy Studies.
,,51.1201,Medicine (MD).
,,51.1401,"Medical Scientist (MS, PhD)."
Q3184856,substance abuse,51.1501,Substance Abuse/Addiction Counseling.
Q7256227,Psychiatric Services,51.1502,Psychiatric/Mental Health Services Technician.
Q42824440,phase II clinical trial,51.1503,Clinical/Medical Social Work.
Q67140949,community health service,51.1504,Community Health Services/Liaison/Counseling.
Q870449,family therapy,51.1505,Marriage and Family Therapy/Counseling.
Q77525503,Clinical pastoral counseling: an Australian model,51.1506,Clinical Pastoral Counseling/Patient Counseling.
Q96330152,Psychoanalysis and Psychotherapy,51.1507,Psychoanalysis and Psychotherapy.
Q120986019,mental health counseling,51.1508,Mental Health Counseling/Counselor.
Q15760651,Genetic Counseling,51.1509,Genetic Counseling/Counselor.
,,51.1701,Optometry (OD).
Q54347442,"Opticianry, optometry, and ophthalmology: an overview",51.1801,Opticianry/Ophthalmic Dispensing Optician.
Q68272871,Optometric technicians,51.1802,Optometric Technician/Assistant.
Q69948680,ophthalmic assistants,51.1803,Ophthalmic Technician/Technologist.
Q1241279,orthoptics,51.1804,Orthoptics/Orthoptist.
Q17146340,osteopathic medicine,51.1901,Osteopathic Medicine/Osteopathy (DO).
,,51.2001,"Pharmacy (PharmD [USA], PharmD or BS/BPharm [Canada])."
,,51.2002,"Pharmacy Administration and Pharmacy Policy and Regulatory Affairs (MS, PhD)."
,,51.2003,"Pharmaceutics and Drug Design (MS, PhD)."
,,51.2004,"Medicinal and Pharmaceutical Chemistry (MS, PhD)."
,,51.2005,"Natural Products Chemistry and Pharmacognosy (MS, PhD)."
,,51.2006,"Clinical and Industrial Drug Development (MS, PhD)."
Q7180778,PharmacoEconomics,51.2007,"Pharmacoeconomics/Pharmaceutical Economics (MS, PhD)."
Q42824440,phase II clinical trial,51.2008,"Clinical, Hospital, and Managed Care Pharmacy (MS, PhD)."
,,51.2009,"Industrial and Physical Pharmacy and Cosmetic Sciences (MS, PhD)."
Q7180763,pharmaceutical sciences,51.2010,Pharmaceutical Sciences.
Q7180733,Pharmaceutical Marketing and Management,51.2011,Pharmaceutical Marketing and Management.
Q11865729,podiatry,51.2101,Podiatric Medicine/Podiatry (DPM).
Q189603,public health,51.2201,"Public Health, General (MPH, DPH)."
Q15733766,Environmental Health,51.2202,Environmental Health.
Q12147,health,51.2205,Health/Medical Physics.
Q26158999,Occupational health and industrial hygiene considerations related to cases of histoplasmosis among workers at a corn processing facility,51.2206,Occupational Health and Industrial Hygiene.
Q70903605,Public health education and promotion for caries prevention: the role of dental schools,51.2207,Public Health Education and Promotion.
,,51.2208,Community Health and Preventive Medicine.
Q15762452,Maternal and Child Health Journal,51.2209,Maternal and Child Health.
Q15817474,International Public Health Journal,51.2210,International Public Health/International Health.
Q1137608,health administration,51.2211,Health Services Administration.
,,51.2212,Behavioral Aspects of Health.
Q928865,art therapy,51.2301,Art Therapy/Therapist.
Q1326190,dance therapy,51.2302,Dance Therapy/Therapist.
Q209642,music therapy,51.2305,Music Therapy/Therapist.
Q380141,occupational therapy,51.2306,Occupational Therapy/Therapist.
Q56315693,orthotist,51.2307,Orthotist/Prosthetist.
Q15763171,Physical Therapy,51.2308,Physical Therapy/Therapist.
Q15754111,Therapeutic Recreation Journal,51.2309,Therapeutic Recreation/Recreational Therapy.
Q72773000,Vocational rehabilitation counseling for women: recommendations for the Eighties,51.2310,Vocational Rehabilitation Counseling/Counselor.
Q2338620,kinesiotherapy,51.2311,Kinesiotherapy/Kinesiotherapist.
Q15749492,Assistive Technology,51.2312,Assistive/Augmentative Technology and Rehabiliation Engineering.
Q606591,animal-assisted therapy,51.2313,Animal-Assisted Therapy.
Q99485422,rehabilitation science,51.2314,Rehabilitation Science.
,,51.2401,Veterinary Medicine (DVM).
Q170201,veterinary medicine,51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General (Cert., MS, PhD)"
,,51.2502,"Veterinary Anatomy (Cert., MS, PhD)"
,,51.2503,"Veterinary Physiology (Cert., MS, PhD)"
,,51.2504,"Veterinary Microbiology and Immunobiology (Cert., MS, PhD)"
,,51.2505,"Veterinary Pathology and Pathobiology (Cert., MS, PhD)"
,,51.2506,"Veterinary Toxicology and Pharmacology (Cert., MS, PhD)"
Q6489034,Large Animal Games,51.2507,"Large Animal/Food Animal and Equine Surgery and Medicine (Cert., MS, PhD)"
Q2590065,John Kunkel Small,51.2508,"Small/Companion Animal Surgery and Medicine (Cert., MS, PhD)"
,,51.2509,"Comparative and Laboratory Animal Medicine (Cert., MS, PhD)"
,,51.2510,"Veterinary Preventive Medicine Epidemiology, and Public Health (Cert., MS, PhD)"
,,51.2511,"Veterinary Infectious Diseases (Cert., MS, PhD)"
,,51.2599,"Veterinary Biomedical and Clinical Sciences, Other (Cert., MS. PhD)"
Q35893202,Health aides in health departments,51.2601,Health Aide.
Q69946341,home health aides,51.2602,Home Health Aide/Home Attendant.
Q80178465,Medication aides: a regulatory update,51.2603,Medication Aide.
,,51.2604,Rehabilitation Aide.
Q6806548,medical illustration,51.2703,Medical Illustration/Medical Illustrator.
Q870895,health informatics,51.2706,Medical Informatics.
Q1231861,dietetics,51.3101,Dietetics/Dietitian (RD).
Q15764056,Clinical Nutrition,51.3102,Clinical Nutrition/Nutritionist.
,,51.3103,Dietetic Technician (DTR).
Q104797791,Dietitian assistant opportunities within the nutrition care process for patients with or at risk of malnutrition: a systematic review,51.3104,Dietitian Assistant.
Q194294,bioethics,51.3201,Bioethics/Medical Ethics.
,,51.3300,"Alternative and Complementary Medicine and Medical Systems, General."
Q121713,acupuncture,51.3301,Acupuncture.
Q37041,Classical Chinese,51.3302,Traditional Chinese/Asian Medicine and Chinese Herbology.
Q213403,naturopathy,51.3303,Naturopathic Medicine/Naturopathy (ND).
Q1626450,homeopathic preparation,51.3304,Homeopathic Medicine/Homeopathy.
Q132325,Ayurveda,51.3305,Ayurvedic Medicine/Ayurveda.
Q767405,holistic health,51.3306,Holistic Health.
,,51.3401,"Direct Entry Midwifery (LM, CPM)."
Q1399328,tui na,51.3501,Massage Therapy/Therapeutic Massage.
,,51.3502,Asian Bodywork Therapy.
,,51.3503,Somatic Bodywork.
,,51.3601,Movement Therapy and Movement Education.
Q65068279,Yoga teacher training,51.3602,Yoga Teacher Training/Yoga Therapy.
Q1121481,hypnotherapy,51.3603,Hypnotherapy/Hypnotherapist.
Q206202,aromatherapy,51.3701,Aromatherapy.
Q861699,herbalism,51.3702,Herbalism/Herbalist.
Q1935882,polarity therapy,51.3703,Polarity Therapy.
Q183057,Reiki,51.3704,Reiki.
Q174876,breastfeeding,51.3801,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)."
,,51.3802,"Nursing Administration (MSN, MS, PhD)."
,,51.3803,Adult Health Nurse/Nursing.
Q354153,nurse anesthetist,51.3804,Nurse Anesthetist.
Q68305174,Family practice nurse,51.3805,Family Practice Nurse/Nurse Practitioner.
Q6786626,maternal health,51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.
Q85790021,nurse midwife,51.3807,Nurse Midwife/Nursing Midwifery.
,,51.3808,"Nursing Science (MS, PhD)."
Q15637585,children’s nurse,51.3809,Pediatric Nurse/Nursing.
Q7256227,Psychiatric Services,51.3810,Psychiatric/Mental Health Nurse/Nursing.
Q189603,public health,51.3811,Public Health/Community Nurse/Nursing.
Q27725204,"Perioperative medicine (London, England)",51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.
Q5133779,Clinical Nurse Specialist,51.3813,Clinical Nurse Specialist.
Q23930044,Critical Care Nursing Clinics of North America,51.3814,Critical Care Nursing.
Q48465612,Occupational and environmental health nursing: ethics and professionalism,51.3815,Occupational and Environmental Health Nursing.
Q1295316,emergency department,51.3816,Emergency Room/Trauma Nursing.
Q13378080,nurse education,51.3817,Nursing Education.
Q27712255,"Nursing practice (Edinburgh, Scotland)",51.3818,Nursing Practice.
Q82782773,Palliative Care Nursing,51.3819,Palliative Care Nursing.
Q5133839,Clinical nurse leader,51.3820,Clinical Nurse Leader.
Q121856413,geriatric nurse,51.3821,Geriatric Nurse/Nursing.
Q15637670,women's health nurse practitioner,51.3822,Women's Health Nurse/Nursing.
Q11848548,licensed practical nurse,51.3901,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)"
Q186360,nurse,51.3902,Nurse/Nursing Assistant/Aide and Patient Care Assistant.
Q4830453,business,52.0101,"Business/Commerce, General."
Q8188423,business administration and management,52.0201,"Business Administration and Management, General."
Q1369832,purchasing,52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management."
,,52.0203,Logistics and Materials Management.
,,52.0204,Office Management and Supervision.
,,52.0205,Operations Management and Supervision.
Q163740,nonprofit organization,52.0206,Non-Profit/Public/Organizational Management.
,,52.0207,Customer Service Management.
Q484847,e-commerce,52.0208,E-Commerce/Electronic Commerce.
Q7590,transport,52.0209,Transportation/Transportation Management.
,,52.0210,Research and Development Management.
Q179012,project management,52.0211,Project Management.
Q57416364,retail management,52.0212,Retail Management.
Q21652209,organizational leadership,52.0213,Organizational Leadership.
Q4116214,accounting,52.0301,Accounting.
Q108276336,Accounting technology,52.0302,Accounting Technology/Technician and Bookkeeping.
Q181487,audit,52.0303,Auditing.
Q64687797,accounting and finance,52.0304,Accounting and Finance.
Q15752038,Accounting and Business Research,52.0305,Accounting and Business/Management.
,,52.0401,"Administrative Assistant and Secretarial Science, General."
Q3285166,management assistant,52.0402,Executive Assistant/Executive Secretary.
Q1722406,receptionist,52.0406,Receptionist.
Q4830453,business,52.0407,Business/Office Automation/Technology/Data Entry.
,,52.0408,General Office Occupations and Clerical Services.
Q45085932,Parts,52.0409,"Parts, Warehousing, and Inventory Management Operations."
Q1572846,Traffic,52.0410,"Traffic, Customs, and Transportation Clerk/Technician."
Q63900019,Customer Service Support Files (NAID 6014908),52.0411,Customer Service Support/Call Center/Teleservice Operation.
Q4830453,business,52.0501,Business/Corporate Communications.
Q4830453,business,52.0601,Business/Managerial Economics.
Q3908516,entrepreneurship,52.0701,Entrepreneurship/Entrepreneurial Studies.
,,52.0702,Franchising and Franchise Operations.
Q495354,Small Business Administration,52.0703,Small Business Administration/Management.
Q43015,finance,52.0801,"Finance, General."
,,52.0803,Banking and Financial Support Services.
,,52.0804,Financial Planning and Services.
Q2048185,international finance,52.0806,International Finance.
,,52.0807,Investments and Securities.
Q274490,public finance,52.0808,Public Finance.
Q3002420,credit management,52.0809,Credit Management.
Q58517590,"Hospitality Administration Periodicals: A Selected, Annotated Bibliography",52.0901,"Hospitality Administration/Management, General."
,,52.0903,Tourism and Travel Services Management.
Q27686,hotel,52.0904,Hotel/Motel Administration/Management.
Q11707,restaurant,52.0905,Restaurant/Food Services Management.
,,52.0906,Resort Management.
,,52.0907,Meeting and Event Planning.
Q135049468,Casino Management Simulator,52.0908,Casino Management.
Q27686,hotel,52.0909,"Hotel, Motel, and Restaurant Management."
Q1056396,human resource management,52.1001,"Human Resources Management/Personnel Administration, General."
Q58512560,Labor and Industrial Relations Journals and Serials:,52.1002,Labor and Industrial Relations.
Q19483216,organizational behavior studies,52.1003,Organizational Behavior Studies.
Q629350,labor studies,52.1004,Labor Studies.
Q18379647,National human resource development,52.1005,Human Resources Development.
Q37156,IBM,52.1101,International Business/Trade/Commerce.
Q61905,management information system,52.1201,"Management Information Systems, General."
Q579488,information management,52.1206,Information Resources Management/CIO Training.
Q192060,knowledge management,52.1207,Knowledge Management.
Q1888574,Management Science,52.1301,"Management Science, General."
Q5001948,business statistics,52.1302,Business Statistics.
Q1128453,actuarial science,52.1304,Actuarial Science.
Q39809,marketing,52.1401,"Marketing/Marketing Management, General."
Q1141436,marketing research,52.1402,Marketing Research.
Q2865305,trading company,52.1403,International Marketing.
Q684740,real property,52.1501,Real Estate.
Q8161,tax,52.1601,Taxation.
Q43183,insurance,52.1701,Insurance.
Q16882537,Sales,52.1801,"Sales, Distribution, and Marketing Operations, General."
,,52.1802,Merchandising and Buying Operations.
,,52.1803,Retailing and Retail Operations.
,,52.1804,Selling Skills and Sales Operations.
Q1957470,auction chant,52.1901,Auctioneering.
Q28401159,fashion merchandising,52.1902,Fashion Merchandising.
,,52.1903,Fashion Modeling.
,,52.1904,Apparel and Accessories Marketing Operations.
,,52.1905,Tourism and Travel Services Marketing Operations.
,,52.1906,Tourism Promotion Operations.
,,52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations.
Q63897261,Business and Personal Files (NAID 1726799),52.1908,Business and Personal/Financial Services Marketing Operations.
,,52.1909,Special Products Marketing Operations.
,,52.1910,Hospitality and Recreation Marketing Operations.
Q811501,construction management,52.2001,Construction Management.
Q1422324,Telecommunications Management Network,52.2101,Telecommunications Management.
Q2566598,religious,53.0101,Regular/General High School/Secondary Diploma Program.
Q189004,college,53.0102,College/University Preparatory and Advanced High School/Secondary Diploma Program.
,,53.0103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.
Q111475835,bachelor's with honors thesis,53.0104,Honors/Regents High School/Secondary Diploma Program.
Q11850059,adult high school,53.0105,Adult High School/Secondary Diploma Program.
,,53.0201,High School Equivalence Certificate Program.
,,53.0202,High School Certificate of Competence Program.
,,53.0203,Certificate of IEP Completion Program.
Q309,history,54.0101,"History, General."
,,54.0102,American History (United States).
Q7787,history of Europe,54.0103,European History.
Q23035780,history and philosophy of science and technology,54.0104,History and Philosophy of Science and Technology.
Q180686,PubMed,54.0105,Public/Applied History and Archival Administration.
Q627531,history of Asia,54.0106,Asian History.
Q2945,history of Canada,54.0107,Canadian History.
Q192781,military history,54.0108,Military History.
Q133772,dental caries,60.0101,Dental/Oral Surgery Specialty.
,,60.0102,Dental Public Health Specialty.
,,60.0103,Endodontics Specialty.
,,60.0104,Oral Pathology Specialty.
,,60.0105,Orthodontics Specialty.
,,60.0106,Pedodontics Specialty.
,,60.0107,Periodontics Specialty.
,,60.0108,Prosthodontics Specialty.
,,60.0109,Oral and Maxillofacial Radiology Residency Program.
Q113884088,veterinary anesthesiology,60.0301,Veterinary Anesthesiology.
Q7923725,veterinary dentistry,60.0302,Veterinary Dentistry.
Q15752609,Veterinary Dermatology,60.0303,Veterinary Dermatology.
,,60.0304,Veterinary Emergency and Critical Care Medicine.
Q115160300,veterinary internal medicine,60.0305,Veterinary Internal Medicine.
Q93601241,Laboratory Animal Medicine,60.0306,Laboratory Animal Medicine.
Q15761011,Veterinary Microbiology,60.0307,Veterinary Microbiology.
Q41011617,Veterinary nutritional management of amphibians and reptiles.,60.0308,Veterinary Nutrition.
Q15750330,Veterinary Ophthalmology,60.0309,Veterinary Ophthalmology.
Q7923710,Veterinary Pathology,60.0310,Veterinary Pathology.
Q12275185,veterinary clinic,60.0311,Veterinary Practice.
Q55710664,Veterinary Preventive Medicine,60.0312,Veterinary Preventive Medicine.
Q15761007,Veterinary Radiology and Ultrasound,60.0313,Veterinary Radiology.
Q15761004,Veterinary Surgery,60.0314,Veterinary Surgery.
Q15761715,Theriogenology,60.0315,Theriogenology.
Q54874927,veterinary toxicology,60.0316,Veterinary Toxicology.
Q8074124,Zoological medicine,60.0317,Zoological Medicine.
,,60.0318,Poultry Veterinarian Residency Program.
,,60.0319,Veterinary Behaviorist Residency Program.
,,60.0320,Veterinary Clinical Pharmacology Residency Program.
Q26839545,Aerospace medicine,60.0401,Aerospace Medicine.
,,60.0402,Allergies and Immunology.
Q2012635,Anesthesiology,60.0403,Anesthesiology.
Q1328949,neuropediatrics,60.0404,Child Neurology.
,,60.0405,Clinical Biochemical Genetics Residency Program.
,,60.0406,Clinical Cytogenetics Residency Program.
,,60.0407,Clinical Genetics Residency Program.
,,60.0408,Clinical Molecular Genetics Residency Program.
Q109728849,Royal Australasian College of Surgeons Colon and Rectal Surgery Section,60.0409,Colon and Rectal Surgery.
Q171171,dermatology,60.0410,Dermatology.
Q96705667,Diagnostic radiology and radiotherapy,60.0411,Diagnostic Radiology.
Q2861470,emergency medicine,60.0412,Emergency Medicine.
Q15817325,Family Medicine,60.0413,Family Medicine.
Q932510,general surgery,60.0414,General Surgery.
Q11180,internal medicine,60.0415,Internal Medicine.
Q188449,neurosurgery,60.0416,Neurological Surgery/Neurosurgery.
Q1161692,Neurology,60.0417,Neurology.
Q15757934,Nuclear Medicine,60.0418,Nuclear Medicine.
Q7075543,Obstetrics and Gynecology,60.0419,Obstetrics and Gynecology.
Q7075784,Occupational Medicine,60.0420,Occupational Medicine.
Q7098109,Ophthalmology,60.0421,Ophthalmology.
Q27712680,Orthopedics,60.0422,Orthopedics/Orthopedic Surgery.
Q189553,otolaryngology,60.0423,Otolaryngology.
Q7208,pathology,60.0424,Pathology.
Q7159238,Pediatrics,60.0425,Pediatrics.
Q2678675,physical medicine and rehabilitation,60.0426,Physical and Rehabilitation Medicine.
Q182442,plastic surgery,60.0427,Plastic Surgery.
Q7867,psychiatry,60.0428,Psychiatry.
,,60.0429,Public Health and General Preventive Medicine Residency Program.
Q729267,radiation oncology,60.0430,Radiation Oncology.
,,60.0431,Radiologic Physics Residency Program.
Q2964004,thoracic surgery,60.0432,Thoracic Surgery.
Q7900884,Urology,60.0433,Urology.
Q1498222,vascular surgery,60.0434,Vascular Surgery.
,,60.0501,Addiction Psychiatry Residency Program.
,,60.0502,Adolescent Medicine Residency Program.
Q116873190,blood banking,60.0503,Blood Banking.
Q15751978,Cardiology,60.0504,Cardiology.
Q849994,clinical chemistry,60.0505,Chemical Pathology.
,,60.0506,Child Abuse Pediatrics Residency Program.
Q15745495,Child Psychiatry and Human Development,60.0507,Child Psychiatry.
,,60.0508,Clinical Cardiac Electrophysiology Residency Program.
,,60.0509,Clinical Neurophysiology Residency Program.
,,60.0510,Congenital Cardiac Surgery Residency Program.
Q5186605,Critical Care Medicine,60.0511,Critical Care Medicine.
Q15756658,Cytopathology,60.0512,Cytopathology.
Q27726495,Dermatopathology,60.0513,Dermatopathology.
,,60.0514,Developmental-Behavioral Pediatrics Residency Program.
,,60.0515,Diagnostic Radiologic Physics Residency Program.
