item,itemLabel
http://www.wikidata.org/entity/Q80959271,radio and television
http://www.wikidata.org/entity/Q83283234,waste management industry
http://www.wikidata.org/entity/Q83370911,Comunicação Empresarial e Relações Públicas
http://www.wikidata.org/entity/Q83420266,climate mitigation
http://www.wikidata.org/entity/Q84831181,theater design
http://www.wikidata.org/entity/Q84836722,medical affairs
http://www.wikidata.org/entity/Q84861608,plant conservation
http://www.wikidata.org/entity/Q85708797,biomedical computation
http://www.wikidata.org/entity/Q85709956,cancer biology
http://www.wikidata.org/entity/Q85710429,Caribbean studies
http://www.wikidata.org/entity/Q85710967,public policy studies
http://www.wikidata.org/entity/Q85711371,stem cell biology
http://www.wikidata.org/entity/Q85744100,audience studies
http://www.wikidata.org/entity/Q85769822,invasion genetics
http://www.wikidata.org/entity/Q85787414,Māori history
http://www.wikidata.org/entity/Q85791890,paleohydrology
http://www.wikidata.org/entity/Q85796278,reconfiguration
http://www.wikidata.org/entity/Q85806111,textile management
http://www.wikidata.org/entity/Q85873793,Arabic Language Studies
http://www.wikidata.org/entity/Q86008805,postsocialism
http://www.wikidata.org/entity/Q86430648,publishing history
http://www.wikidata.org/entity/Q86436193,history of the bibliography
http://www.wikidata.org/entity/Q86619995,genre theory
http://www.wikidata.org/entity/Q87189890,voice synthesis
http://www.wikidata.org/entity/Q87660742,digital media studies
http://www.wikidata.org/entity/Q88663570,glomery
http://www.wikidata.org/entity/Q89031952,Q89031952
http://www.wikidata.org/entity/Q90921720,science of christian orient
http://www.wikidata.org/entity/Q90921731,French sociology
http://www.wikidata.org/entity/Q91138683,develpoment admistiration
http://www.wikidata.org/entity/Q93438884,directing
http://www.wikidata.org/entity/Q94310568,Spanish studies
http://www.wikidata.org/entity/Q95989990,paleohistology
http://www.wikidata.org/entity/Q96239348,social dialectology
http://www.wikidata.org/entity/Q96249413,Q96249413
http://www.wikidata.org/entity/Q96371551,agnoiology
http://www.wikidata.org/entity/Q96379173,genome informatics
http://www.wikidata.org/entity/Q96387450,Life course research
http://www.wikidata.org/entity/Q96395242,network neuroscience
http://www.wikidata.org/entity/Q96405291,sensory history
http://www.wikidata.org/entity/Q96415517,work-integrated learning
http://www.wikidata.org/entity/Q96463190,Q96463190
http://www.wikidata.org/entity/Q96583169,media culture studies
http://www.wikidata.org/entity/Q96621382,musical form study
http://www.wikidata.org/entity/Q96758157,International and European Studies
http://www.wikidata.org/entity/Q97008347,interaction science
http://www.wikidata.org/entity/Q97127105,usable privacy and security
http://www.wikidata.org/entity/Q97161513,critical museology
http://www.wikidata.org/entity/Q97164575,Q97164575
http://www.wikidata.org/entity/Q97174359,biblical manuscriptology
http://www.wikidata.org/entity/Q97175368,life engineering
http://www.wikidata.org/entity/Q97182622,plant biochemistry
http://www.wikidata.org/entity/Q97186107,applied demography
http://www.wikidata.org/entity/Q97200241,zoonotic virology
http://www.wikidata.org/entity/Q97203879,Ornitonimy
http://www.wikidata.org/entity/Q97338598,Studies of Clothings and Textiles
http://www.wikidata.org/entity/Q97360329,porn studies
http://www.wikidata.org/entity/Q97374093,anthropology of gender and sexuality
http://www.wikidata.org/entity/Q97377644,indigenous linguistics
http://www.wikidata.org/entity/Q97379428,computer and information science
http://www.wikidata.org/entity/Q97379631,journalism research
http://www.wikidata.org/entity/Q97577612,masters in management
http://www.wikidata.org/entity/Q97581982,social and political sciences
http://www.wikidata.org/entity/Q98033961,didactics of computer science
http://www.wikidata.org/entity/Q98072944,astrogeophysics
http://www.wikidata.org/entity/Q98247633,bioanalytical chemistry
http://www.wikidata.org/entity/Q98442705,learning sciences
http://www.wikidata.org/entity/Q98593295,Atlantic Canada studies
http://www.wikidata.org/entity/Q98608532,interdisciplinary arts
http://www.wikidata.org/entity/Q98641248,curatorial studies
http://www.wikidata.org/entity/Q98822785,American ethnic studies
http://www.wikidata.org/entity/Q98925312,Link prediction
http://www.wikidata.org/entity/Q98929208,queer studies
http://www.wikidata.org/entity/Q98959319,outbreak science
http://www.wikidata.org/entity/Q98970243,health metrics sciences
http://www.wikidata.org/entity/Q99196766,ontology development
http://www.wikidata.org/entity/Q99303595,wildlife ecology
http://www.wikidata.org/entity/Q99485422,rehabilitation science
http://www.wikidata.org/entity/Q99691757,jazz studies
http://www.wikidata.org/entity/Q99976367,Q99976367
http://www.wikidata.org/entity/Q100326522,applied computing
http://www.wikidata.org/entity/Q100326540,cybersecurity engineering
http://www.wikidata.org/entity/Q100709157,Asian law
http://www.wikidata.org/entity/Q100913396,plant ecophysiology
http://www.wikidata.org/entity/Q100937198,psycholinguistics of bilingualism
http://www.wikidata.org/entity/Q100985929,plant molecular biology
http://www.wikidata.org/entity/Q101054503,learning engineering
http://www.wikidata.org/entity/Q101243133,Shakespeare studies
http://www.wikidata.org/entity/Q101476843,national security strategy
http://www.wikidata.org/entity/Q101626226,national security and strategic studies
http://www.wikidata.org/entity/Q101802668,business administration and personnel management
http://www.wikidata.org/entity/Q101834434,Israel studies
http://www.wikidata.org/entity/Q101910631,naval architecture and marine engineering
http://www.wikidata.org/entity/Q101911126,industrial and operations engineering
http://www.wikidata.org/entity/Q102077247,Q102077247
http://www.wikidata.org/entity/Q102104711,rotational seismology
http://www.wikidata.org/entity/Q102123539,human disease ecology
http://www.wikidata.org/entity/Q102133023,climate change and cities
http://www.wikidata.org/entity/Q102255261,national resource management
http://www.wikidata.org/entity/Q102301676,foreign missions
http://www.wikidata.org/entity/Q102314666,aeronautical science
http://www.wikidata.org/entity/Q102314704,information resource management
http://www.wikidata.org/entity/Q102315094,airpower arts and science
http://www.wikidata.org/entity/Q102315485,national resource strategy
http://www.wikidata.org/entity/Q102345996,Welfare biology
http://www.wikidata.org/entity/Q102353949,industrial systems analysis
http://www.wikidata.org/entity/Q102357321,arts
http://www.wikidata.org/entity/Q102365760,instructional systems
http://www.wikidata.org/entity/Q102430691,military information systems technology
http://www.wikidata.org/entity/Q102508531,rural education
http://www.wikidata.org/entity/Q103450003,engineering operations
http://www.wikidata.org/entity/Q103450882,aviation systems
http://www.wikidata.org/entity/Q103459375,social sciences humanities & the arts for people & the economy
http://www.wikidata.org/entity/Q103690307,geromics
http://www.wikidata.org/entity/Q103813239,joint campaign planning and strategy
http://www.wikidata.org/entity/Q103815015,military operational arts and science
http://www.wikidata.org/entity/Q103884376,hearing science
http://www.wikidata.org/entity/Q103928988,protein chemical synthesis
http://www.wikidata.org/entity/Q103964477,tuba performance
http://www.wikidata.org/entity/Q104019027,tropical forest sciences
http://www.wikidata.org/entity/Q104093595,business finance
http://www.wikidata.org/entity/Q104161822,justice studies
http://www.wikidata.org/entity/Q104176745,ocean and coastal law
http://www.wikidata.org/entity/Q104180455,global change biology
http://www.wikidata.org/entity/Q104196941,aquatic ecology
http://www.wikidata.org/entity/Q104197468,larval ecology
http://www.wikidata.org/entity/Q104200275,mangrove ecology
http://www.wikidata.org/entity/Q104200509,coastal ecology
http://www.wikidata.org/entity/Q104200524,swamp ecology
http://www.wikidata.org/entity/Q104200566,wetland ecology
http://www.wikidata.org/entity/Q104203314,American literature and culture
http://www.wikidata.org/entity/Q104203485,landscapes in literature
http://www.wikidata.org/entity/Q104211852,physics historiography
http://www.wikidata.org/entity/Q104231397,marsh ecology
http://www.wikidata.org/entity/Q104233266,salt marsh ecology
http://www.wikidata.org/entity/Q104233395,riparian ecology
http://www.wikidata.org/entity/Q104248068,writing instruction
http://www.wikidata.org/entity/Q104258221,marine chemical ecology
http://www.wikidata.org/entity/Q104258810,marine benthic ecology
http://www.wikidata.org/entity/Q104282485,joint strategy and campaign planning
http://www.wikidata.org/entity/Q104370513,taraxacology
http://www.wikidata.org/entity/Q104373884,brackish water ecology
http://www.wikidata.org/entity/Q104373905,bog ecology
http://www.wikidata.org/entity/Q104373908,peatland ecology
http://www.wikidata.org/entity/Q104373927,permafrost ecology
http://www.wikidata.org/entity/Q104376780,coral reef ecology
http://www.wikidata.org/entity/Q104376784,reef ecology
http://www.wikidata.org/entity/Q104376880,coral reef biology
http://www.wikidata.org/entity/Q104416694,cave ecology
http://www.wikidata.org/entity/Q104450393,music performance
http://www.wikidata.org/entity/Q104467841,Christian leadership
http://www.wikidata.org/entity/Q104469512,pastoral studies
http://www.wikidata.org/entity/Q104486725,foreign area studies
http://www.wikidata.org/entity/Q113208648,communication technology and digital media studies
http://www.wikidata.org/entity/Q113208700,"organisational, interpersonal and intercultural communication"
http://www.wikidata.org/entity/Q113208775,consumption and everyday life
http://www.wikidata.org/entity/Q113208892,"calculus of variations, systems theory and control theory"
http://www.wikidata.org/entity/Q113208985,Dynamical systems applications
http://www.wikidata.org/entity/Q113209107,stochastic analysis and modelling
http://www.wikidata.org/entity/Q113209158,time series and spatial modelling
http://www.wikidata.org/entity/Q113209220,condensed matter imaging
http://www.wikidata.org/entity/Q113209255,astroparticle physics and particle cosmology
http://www.wikidata.org/entity/Q113209366,commercial services
http://www.wikidata.org/entity/Q113209460,"art history, theory and criticism"
http://www.wikidata.org/entity/Q113209507,creative and professional writing
http://www.wikidata.org/entity/Q113209603,screen and digital media arts
http://www.wikidata.org/entity/Q113210417,"education policy, sociology and philosophy"
http://www.wikidata.org/entity/Q113210442,engineering practice and education
http://www.wikidata.org/entity/Q113210443,engineering practice
http://www.wikidata.org/entity/Q113210559,fluid mechanics and thermal engineering
http://www.wikidata.org/entity/Q113211377,Aboriginal and Torres Strait Islander education
http://www.wikidata.org/entity/Q113212087,Aboriginal and Torres Strait Islander environmental knowledges and management
http://www.wikidata.org/entity/Q113212205,"Aboriginal and Torres Strait Islander peoples, society and community"
http://www.wikidata.org/entity/Q113212245,Aboriginal and Torres Strait Islander sciences
http://www.wikidata.org/entity/Q113212295,Pacific Peoples environmental knowledges
http://www.wikidata.org/entity/Q113212345,Pacific Peoples sciences
http://www.wikidata.org/entity/Q113212481,computer vision and multimedia computation
http://www.wikidata.org/entity/Q113212528,data management and data science
http://www.wikidata.org/entity/Q113212643,international and comparative law
http://www.wikidata.org/entity/Q113212772,medical and biological physics
http://www.wikidata.org/entity/Q113212893,clinical and health psychology
http://www.wikidata.org/entity/Q113212938,social and personality psychology
http://www.wikidata.org/entity/Q113213783,Māori research
http://www.wikidata.org/entity/Q113296423,Q113296423
http://www.wikidata.org/entity/Q113303619,quantum combinatorial design
http://www.wikidata.org/entity/Q113406449,phylomemetics
http://www.wikidata.org/entity/Q113408511,Bunin studies
http://www.wikidata.org/entity/Q113468875,oral rehabilitation
http://www.wikidata.org/entity/Q113468962,surgical science
http://www.wikidata.org/entity/Q113468986,community mental health
http://www.wikidata.org/entity/Q113473329,adolescent mental health
http://www.wikidata.org/entity/Q113476418,Q113476418
http://www.wikidata.org/entity/Q113533807,immunohematology
http://www.wikidata.org/entity/Q113534285,writing for children and young adults
http://www.wikidata.org/entity/Q113547265,Q113547265
http://www.wikidata.org/entity/Q113561123,transdiagnostic process
http://www.wikidata.org/entity/Q113657678,history of physiology
http://www.wikidata.org/entity/Q113732282,Eathworms study
http://www.wikidata.org/entity/Q113784867,translation into English
http://www.wikidata.org/entity/Q113787262,reactor physics
http://www.wikidata.org/entity/Q113801539,international business research
http://www.wikidata.org/entity/Q113827235,environmental health sciences
http://www.wikidata.org/entity/Q113883996,applied hydrology
http://www.wikidata.org/entity/Q113884025,human morphology
http://www.wikidata.org/entity/Q113884077,veterinary neurology
http://www.wikidata.org/entity/Q113884091,molecular neurobiology
http://www.wikidata.org/entity/Q113884103,electrorheology
http://www.wikidata.org/entity/Q113884132,cosmochronology
http://www.wikidata.org/entity/Q113884152,cytomorphology
http://www.wikidata.org/entity/Q113884220,magnetorheology
http://www.wikidata.org/entity/Q113884267,clinical bacteriology
http://www.wikidata.org/entity/Q113884277,molecular pharmacology
http://www.wikidata.org/entity/Q113951766,Iberoamerican studies
http://www.wikidata.org/entity/Q114000009,predictive microbiology
http://www.wikidata.org/entity/Q114024742,Experimental jurisprudence
http://www.wikidata.org/entity/Q114029871,Aromanian studies
http://www.wikidata.org/entity/Q114062450,practical ethics
http://www.wikidata.org/entity/Q114082626,New Zealand fiction
http://www.wikidata.org/entity/Q114082643,New Zealand poetry
http://www.wikidata.org/entity/Q114149090,ecography
http://www.wikidata.org/entity/Q114284672,Q114284672
http://www.wikidata.org/entity/Q114284676,Q114284676
http://www.wikidata.org/entity/Q114342310,croatology
http://www.wikidata.org/entity/Q114344316,Iranian Diaspora Studies
http://www.wikidata.org/entity/Q114436249,environmental design
http://www.wikidata.org/entity/Q114562193,Brussels studies
http://www.wikidata.org/entity/Q114567052,Shinto studies
http://www.wikidata.org/entity/Q114570397,lake conservation
http://www.wikidata.org/entity/Q114588918,transport management
http://www.wikidata.org/entity/Q114602980,climate modeling
http://www.wikidata.org/entity/Q114662985,knowledge assembly
http://www.wikidata.org/entity/Q114664467,anthropogenetics
http://www.wikidata.org/entity/Q114770357,diabetes education
http://www.wikidata.org/entity/Q114778863,irrigation engineering
http://www.wikidata.org/entity/Q114912685,agricultural mechanics
http://www.wikidata.org/entity/Q115035920,Markets and Financial Intermediaries
http://www.wikidata.org/entity/Q115135896,animal phylogeny
http://www.wikidata.org/entity/Q115158945,folktale study
http://www.wikidata.org/entity/Q115160211,Q115160211
http://www.wikidata.org/entity/Q115160929,keyboard instrument performance
http://www.wikidata.org/entity/Q115160941,saxophone performance
http://www.wikidata.org/entity/Q115161676,livestock nutrition
http://www.wikidata.org/entity/Q115161680,topographic cartography
http://www.wikidata.org/entity/Q115161685,economics and politics
http://www.wikidata.org/entity/Q115166304,storiology
http://www.wikidata.org/entity/Q115193792,Non-European Cultures
http://www.wikidata.org/entity/Q115250190,physical-chemical mechanics
http://www.wikidata.org/entity/Q115254236,cytobacteriology
http://www.wikidata.org/entity/Q115254691,liturgical theology
http://www.wikidata.org/entity/Q115254931,ritual studies
http://www.wikidata.org/entity/Q115255855,exotic animal medicine
http://www.wikidata.org/entity/Q115669282,Algerian studies
http://www.wikidata.org/entity/Q115669295,Angolan studies
http://www.wikidata.org/entity/Q104521998,international security policy
http://www.wikidata.org/entity/Q104628254,Hong Kong studies
http://www.wikidata.org/entity/Q104628368,history of racism
http://www.wikidata.org/entity/Q104642147,cartographic design
http://www.wikidata.org/entity/Q104648323,social science teaching
http://www.wikidata.org/entity/Q104659521,data engineering
http://www.wikidata.org/entity/Q104666928,soil physical chemistry
http://www.wikidata.org/entity/Q104673525,Q104673525
http://www.wikidata.org/entity/Q104707032,public policy studies
http://www.wikidata.org/entity/Q104712717,membranology
http://www.wikidata.org/entity/Q104731094,history of the Weimar Republic
http://www.wikidata.org/entity/Q104733130,violence prevention
http://www.wikidata.org/entity/Q104761613,national security policy studies
http://www.wikidata.org/entity/Q104774297,cypress swamp ecology
http://www.wikidata.org/entity/Q104774372,deep-sea ecology
http://www.wikidata.org/entity/Q104775885,estuarine ecology
http://www.wikidata.org/entity/Q104777292,international public policy
http://www.wikidata.org/entity/Q104777741,community services
http://www.wikidata.org/entity/Q104777744,urban affairs
http://www.wikidata.org/entity/Q104780304,fen ecology
http://www.wikidata.org/entity/Q104780425,fjord ecology
http://www.wikidata.org/entity/Q104780569,floodplain ecology
http://www.wikidata.org/entity/Q104780631,valley ecology
http://www.wikidata.org/entity/Q104780697,stream ecology
http://www.wikidata.org/entity/Q104783369,fynbos ecology
http://www.wikidata.org/entity/Q104783371,shrubland ecology
http://www.wikidata.org/entity/Q104800105,grassland ecology
http://www.wikidata.org/entity/Q104800843,groundwater ecology
http://www.wikidata.org/entity/Q104800917,underground ecology
http://www.wikidata.org/entity/Q104804153,savanna ecology
http://www.wikidata.org/entity/Q104816272,meadow ecology
http://www.wikidata.org/entity/Q104825199,prairie ecology
http://www.wikidata.org/entity/Q104825374,fungal ecology
http://www.wikidata.org/entity/Q104825414,plant-fungus relationships
http://www.wikidata.org/entity/Q104825451,bacterial ecology
http://www.wikidata.org/entity/Q104825629,avian ecology
http://www.wikidata.org/entity/Q104839637,ocean bottom ecology
http://www.wikidata.org/entity/Q104853682,oboe performance
http://www.wikidata.org/entity/Q104856238,mammalian ecology
http://www.wikidata.org/entity/Q104862661,reptilian ecology
http://www.wikidata.org/entity/Q104869363,Disability anthropology
http://www.wikidata.org/entity/Q104870168,Automation in construction
http://www.wikidata.org/entity/Q104876110,miombo ecology
http://www.wikidata.org/entity/Q104903875,education leadership and management
http://www.wikidata.org/entity/Q104913705,matorral ecology
http://www.wikidata.org/entity/Q104923005,pond ecology
http://www.wikidata.org/entity/Q104923349,reservoir ecology
http://www.wikidata.org/entity/Q104923359,lake ecology
http://www.wikidata.org/entity/Q104985225,percussion performance
http://www.wikidata.org/entity/Q104996128,steelpan performance
http://www.wikidata.org/entity/Q104998020,piano performance
http://www.wikidata.org/entity/Q104998197,violin performance
http://www.wikidata.org/entity/Q105071763,city and regional planning
http://www.wikidata.org/entity/Q105080727,mudflat ecology
http://www.wikidata.org/entity/Q105081275,tidal flat ecology
http://www.wikidata.org/entity/Q105081301,seashore ecology
http://www.wikidata.org/entity/Q105081450,tide pool ecology
http://www.wikidata.org/entity/Q105082676,consumer psychology
http://www.wikidata.org/entity/Q105083369,military airpower arts and science
http://www.wikidata.org/entity/Q105094378,invasion ecology
http://www.wikidata.org/entity/Q105098252,peat bog ecology
http://www.wikidata.org/entity/Q105107008,music composition
http://www.wikidata.org/entity/Q105107179,guitar performance
http://www.wikidata.org/entity/Q105120394,clinical science
http://www.wikidata.org/entity/Q105160122,federated SPARQL query
http://www.wikidata.org/entity/Q105208008,algal ecology
http://www.wikidata.org/entity/Q105233699,French horn performance
http://www.wikidata.org/entity/Q105236738,barrier island ecology
http://www.wikidata.org/entity/Q105237946,double bass performance
http://www.wikidata.org/entity/Q105245071,vocal performance
http://www.wikidata.org/entity/Q105252429,protein chemistry
http://www.wikidata.org/entity/Q105277236,watershed science
http://www.wikidata.org/entity/Q105279242,viola performance
http://www.wikidata.org/entity/Q105279359,cello music performance
http://www.wikidata.org/entity/Q105279810,trombone performance
http://www.wikidata.org/entity/Q105280408,trumpet performance
http://www.wikidata.org/entity/Q105300453,teaching science
http://www.wikidata.org/entity/Q105310982,interdisciplinary humanities
http://www.wikidata.org/entity/Q105339166,organ performance
http://www.wikidata.org/entity/Q105363160,national security affairs
http://www.wikidata.org/entity/Q105375581,coulee ecology
http://www.wikidata.org/entity/Q105375725,arid regions ecology
http://www.wikidata.org/entity/Q105396037,Asian and African studies
http://www.wikidata.org/entity/Q105397778,South Asia studies
http://www.wikidata.org/entity/Q105427882,forest canopy ecology
http://www.wikidata.org/entity/Q105441472,space systems engineering
http://www.wikidata.org/entity/Q105441712,rainforest ecology
http://www.wikidata.org/entity/Q105441814,temperate rainforest ecology
http://www.wikidata.org/entity/Q105442202,lichen ecology
http://www.wikidata.org/entity/Q105459634,forensic proteomics
http://www.wikidata.org/entity/Q105497417,conservation education
http://www.wikidata.org/entity/Q105497504,marine education
http://www.wikidata.org/entity/Q105535151,contemporary performance
http://www.wikidata.org/entity/Q105541384,paramo ecology
http://www.wikidata.org/entity/Q105546529,digital epidemiology
http://www.wikidata.org/entity/Q105549868,speech physiology
http://www.wikidata.org/entity/Q105550293,xeric ecology
http://www.wikidata.org/entity/Q105552831,forest hydrology
http://www.wikidata.org/entity/Q105575840,natural resources
http://www.wikidata.org/entity/Q105575936,wildlife resources
http://www.wikidata.org/entity/Q120407434,Ainu literature
http://www.wikidata.org/entity/Q120411401,renewable energy science
http://www.wikidata.org/entity/Q120462065,French language and civilization
http://www.wikidata.org/entity/Q120727705,Island studies
http://www.wikidata.org/entity/Q120910053,link discovery
http://www.wikidata.org/entity/Q120910065,conceptual modeling
http://www.wikidata.org/entity/Q120910066,query answering
http://www.wikidata.org/entity/Q120910067,cyber-physical systems
http://www.wikidata.org/entity/Q120910068,distributed reasoning
http://www.wikidata.org/entity/Q120910069,Semantic Web of Things
http://www.wikidata.org/entity/Q120910070,stream reasoning
http://www.wikidata.org/entity/Q120910071,ontology design patterns
http://www.wikidata.org/entity/Q120910072,disjointness learning
http://www.wikidata.org/entity/Q120910073,link integrity
http://www.wikidata.org/entity/Q120910074,data interlinking
http://www.wikidata.org/entity/Q120910075,constraints
http://www.wikidata.org/entity/Q120910076,semantic profiles
http://www.wikidata.org/entity/Q120910077,multi-query optimization
http://www.wikidata.org/entity/Q120910078,Terminology generation
http://www.wikidata.org/entity/Q120910080,Discourse relations
http://www.wikidata.org/entity/Q120910081,services
http://www.wikidata.org/entity/Q120910082,Cultural heritage access
http://www.wikidata.org/entity/Q120910083,Ontology reasoning systems
http://www.wikidata.org/entity/Q120910084,Semantic browsing
http://www.wikidata.org/entity/Q120910086,Geospatial semantics
http://www.wikidata.org/entity/Q120910087,understandability
http://www.wikidata.org/entity/Q120910088,Link prediction and discovery
http://www.wikidata.org/entity/Q120910089,Ontobroker
http://www.wikidata.org/entity/Q120910090,Semantic publishing models
http://www.wikidata.org/entity/Q120910091,Description logic programs
http://www.wikidata.org/entity/Q120910093,provenance
http://www.wikidata.org/entity/Q120910094,Scalable reasoning
http://www.wikidata.org/entity/Q120910095,DEO
http://www.wikidata.org/entity/Q120910096,Temporal reference system
http://www.wikidata.org/entity/Q120910097,Legal Semantic Web
http://www.wikidata.org/entity/Q120910098,Ontology search
http://www.wikidata.org/entity/Q120910099,statistical analysis
http://www.wikidata.org/entity/Q120910100,PWO
http://www.wikidata.org/entity/Q120910101,Linked Data assessment
http://www.wikidata.org/entity/Q120910102,Smart environments
http://www.wikidata.org/entity/Q120969700,Knowledge base generation
http://www.wikidata.org/entity/Q120969774,Ontology mining
http://www.wikidata.org/entity/Q120969775,foundational ontology
http://www.wikidata.org/entity/Q120969776,Knowledge patterns
http://www.wikidata.org/entity/Q120969777,Ontology use
http://www.wikidata.org/entity/Q120969778,semantic bus
http://www.wikidata.org/entity/Q120969779,entity matching
http://www.wikidata.org/entity/Q120969780,structured machine learning
http://www.wikidata.org/entity/Q120969781,Factoid question answering
http://www.wikidata.org/entity/Q120969783,quality metrics
http://www.wikidata.org/entity/Q120969784,RDF Data Cube
http://www.wikidata.org/entity/Q120969785,OWL2 RL
http://www.wikidata.org/entity/Q120969786,Full-Network embedding
http://www.wikidata.org/entity/Q120969787,Neural-symbolic integration
http://www.wikidata.org/entity/Q120969788,Document similarity
http://www.wikidata.org/entity/Q120969789,rule-based reasoning
http://www.wikidata.org/entity/Q120969790,historical research data interoperability
http://www.wikidata.org/entity/Q120969791,Computational folkloristics
http://www.wikidata.org/entity/Q120969792,conceptual clustering trees
http://www.wikidata.org/entity/Q120969793,link maintenance
http://www.wikidata.org/entity/Q120969795,rule mining
http://www.wikidata.org/entity/Q120969796,recursive queries
http://www.wikidata.org/entity/Q120969797,graph topology
http://www.wikidata.org/entity/Q120969798,semantic portal
http://www.wikidata.org/entity/Q120969799,Topic evolution
http://www.wikidata.org/entity/Q120969800,Taxonomy enrichment
http://www.wikidata.org/entity/Q120969801,Claims
http://www.wikidata.org/entity/Q120969802,terminology enrichment
http://www.wikidata.org/entity/Q120969804,metadata enrichment
http://www.wikidata.org/entity/Q120969807,SHACL shape learning
http://www.wikidata.org/entity/Q120969808,DL reasoners
http://www.wikidata.org/entity/Q120969809,description logic reasoning systems
http://www.wikidata.org/entity/Q120969811,topographic data science
http://www.wikidata.org/entity/Q120969812,user experiment
http://www.wikidata.org/entity/Q120969813,Massive data
http://www.wikidata.org/entity/Q120969814,Linguistic data
http://www.wikidata.org/entity/Q120969815,tourism ontology
http://www.wikidata.org/entity/Q120969816,Financial Transparency System
http://www.wikidata.org/entity/Q120969817,semantic middleware
http://www.wikidata.org/entity/Q120969818,user interaction
http://www.wikidata.org/entity/Q120969819,sentence context ontology
http://www.wikidata.org/entity/Q120969820,egocentric reference system
http://www.wikidata.org/entity/Q120969822,tools
http://www.wikidata.org/entity/Q120969823,linked data for Africa
http://www.wikidata.org/entity/Q120969824,multilingual web
http://www.wikidata.org/entity/Q120969825,lexical information
http://www.wikidata.org/entity/Q120969826,Legal knowledge modeling
http://www.wikidata.org/entity/Q120969827,Open Knowledge Extraction
http://www.wikidata.org/entity/Q120969828,knowledge exploration
http://www.wikidata.org/entity/Q120969829,Question Answering over Linked Data
http://www.wikidata.org/entity/Q120969830,Property paths
http://www.wikidata.org/entity/Q120969831,MCQ generation
http://www.wikidata.org/entity/Q120969832,Semantic entity annotation system
http://www.wikidata.org/entity/Q120969834,RDF dataset profiling
http://www.wikidata.org/entity/Q120969835,objects social networks
http://www.wikidata.org/entity/Q121029188,human factors
http://www.wikidata.org/entity/Q121046284,Assyriology
http://www.wikidata.org/entity/Q121084857,global security
http://www.wikidata.org/entity/Q121141798,software ethics
http://www.wikidata.org/entity/Q121201610,Sámi Journalism from an Indigenous Perspective
http://www.wikidata.org/entity/Q115669332,Cameroon studies
http://www.wikidata.org/entity/Q115669342,Cape Verde studies
http://www.wikidata.org/entity/Q115669378,Congolese studies (Democratic Republic of Congo)
http://www.wikidata.org/entity/Q115669401,Djiboutian studies
http://www.wikidata.org/entity/Q115669424,Eritrean studies
http://www.wikidata.org/entity/Q115669443,Gambian studies
http://www.wikidata.org/entity/Q115669458,Ghana studies
http://www.wikidata.org/entity/Q115669479,Zimbabwean studies
http://www.wikidata.org/entity/Q115669494,South African studies
http://www.wikidata.org/entity/Q115669513,Sudan studies
http://www.wikidata.org/entity/Q115669553,Togolese studies
http://www.wikidata.org/entity/Q115669585,Rwandan studies
http://www.wikidata.org/entity/Q115669616,Sahel studies
http://www.wikidata.org/entity/Q115669647,Nigerian studies
http://www.wikidata.org/entity/Q115669680,Namibian studies
http://www.wikidata.org/entity/Q115669699,Liberian studies
http://www.wikidata.org/entity/Q115669714,Libyan studies
http://www.wikidata.org/entity/Q115669800,Maghreb studies
http://www.wikidata.org/entity/Q115669827,Burkina Faso studies
http://www.wikidata.org/entity/Q115672782,Sierra Leone studies
http://www.wikidata.org/entity/Q115675891,Yoruba studies
http://www.wikidata.org/entity/Q115690351,geography of anarchism
http://www.wikidata.org/entity/Q115800114,Q115800114
http://www.wikidata.org/entity/Q115803746,Post-Soviet studies
http://www.wikidata.org/entity/Q115827802,Coastal hydrogeology
http://www.wikidata.org/entity/Q115957183,skeletology
http://www.wikidata.org/entity/Q115982628,administrative management
http://www.wikidata.org/entity/Q115999414,interoperability
http://www.wikidata.org/entity/Q116146313,palaeoclimate reconstruction
http://www.wikidata.org/entity/Q116173051,Portuguese language teaching
http://www.wikidata.org/entity/Q116192812,archaeology of childhood
http://www.wikidata.org/entity/Q116196774,Scottish studies
http://www.wikidata.org/entity/Q116201778,Q116201778
http://www.wikidata.org/entity/Q116250315,rural social sciences
http://www.wikidata.org/entity/Q116250780,Skolt Saami
http://www.wikidata.org/entity/Q116250825,Skolt Saami language and culture
http://www.wikidata.org/entity/Q116251723,plant microbiology
http://www.wikidata.org/entity/Q116255688,youth counseling
http://www.wikidata.org/entity/Q116457479,Claudel studies
http://www.wikidata.org/entity/Q116547270,Forestry product quality assessment
http://www.wikidata.org/entity/Q116547272,Forestry biomass and bioproducts
http://www.wikidata.org/entity/Q116698620,history of pedagogy
http://www.wikidata.org/entity/Q116699116,information science education
http://www.wikidata.org/entity/Q116845132,early performance
http://www.wikidata.org/entity/Q116845672,film composition
http://www.wikidata.org/entity/Q116874529,forensic microbiology
http://www.wikidata.org/entity/Q116921934,Aboriginal and Torres Strait Islander research methods
http://www.wikidata.org/entity/Q116954296,election science
http://www.wikidata.org/entity/Q117037923,open hardware standardization
http://www.wikidata.org/entity/Q117286492,Veterans studies
http://www.wikidata.org/entity/Q117289639,applied artificial intelligence
http://www.wikidata.org/entity/Q117304714,urban biophysics
http://www.wikidata.org/entity/Q117485353,marine biogeochemistry
http://www.wikidata.org/entity/Q117485357,marine biochemistry
