
item,itemLabel,itemDescription,enwiki,period,periodLabel,start,end,instance,instanceLabel
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q419594,Akkad period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q716742,Early Dynastic period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q109384761,Ur III period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q419594,Akkad period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q716742,Early Dynastic period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q109384761,Ur III period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1292119,style
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q419594,Akkad period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q716742,Early Dynastic period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q109384761,Ur III period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1620908,historical region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q419594,Akkad period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3502482,cultural region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3502482,cultural region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q716742,Early Dynastic period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3502482,cultural region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3502482,cultural region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q109384761,Ur III period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3502482,cultural region
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q419594,Akkad period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q716742,Early Dynastic period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q35355,Sumer,ancient Mesopotamian civilization from 5500 to 1800 BC,Sumer,http://www.wikidata.org/entity/Q109384761,Ur III period,-5500-01-01T00:00:00Z,-1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28171280,ancient civilization
http://www.wikidata.org/entity/Q1297733,Xinle culture,archaeological culture,Xinle culture,http://www.wikidata.org/entity/Q36422,Neolithic,-5500-01-01T00:00:00Z,-4800-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q596364,Beixin culture,archaeological culture,Beixin culture,http://www.wikidata.org/entity/Q36422,Neolithic,-5300-01-01T00:00:00Z,-4100-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q1907404,Talheim Death Pit,"one of the oldest mass grave found, it dates back to about 5000 BC.",Talheim Death Pit,http://www.wikidata.org/entity/Q36422,Neolithic,-5100-01-01T00:00:00Z,-5100-01-01T00:00:00Z,http://www.wikidata.org/entity/Q734271,mass grave
http://www.wikidata.org/entity/Q1907404,Talheim Death Pit,"one of the oldest mass grave found, it dates back to about 5000 BC.",Talheim Death Pit,http://www.wikidata.org/entity/Q36422,Neolithic,-5100-01-01T00:00:00Z,-5100-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q5475950,Abkan,,,http://www.wikidata.org/entity/Q36422,Neolithic,-5000-01-01T00:00:00Z,-3499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q2647314,Amsa-dong,"neighborhood in Gangdong-gu, Seoul, South Korea",Amsa-dong,http://www.wikidata.org/entity/Q36422,Neolithic,-5000-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q490329,dong of South Korea
http://www.wikidata.org/entity/Q2647314,Amsa-dong,"neighborhood in Gangdong-gu, Seoul, South Korea",Amsa-dong,http://www.wikidata.org/entity/Q36422,Neolithic,-5000-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1178981,Daxi culture,neolithic culture centered in the Three Gorges region in China,Daxi culture,http://www.wikidata.org/entity/Q36422,Neolithic,-5000-01-01T00:00:00Z,-3299-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q85781897,Lodian culture,Late Neolithic archaeological culture of the Southern Levant,Lodian culture,http://www.wikidata.org/entity/Q1937946,Pottery Neolithic,-5000-01-01T00:00:00Z,-4500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q110695461,Els Vilars de Tous,"archaeological site in Igualada, Spain",,http://www.wikidata.org/entity/Q1471923,Early Bronze Age,-4900-01-01T00:00:00Z,-3899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q110695461,Els Vilars de Tous,"archaeological site in Igualada, Spain",,http://www.wikidata.org/entity/Q17175310,Middle Bronze Age,-4900-01-01T00:00:00Z,-3899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1932196,Stroke-ornamented ware culture,Archeological horizon of Central Europe (4900–4400 BC),Stroke-ornamented ware culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4900-01-01T00:00:00Z,-4500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q1262502,Merimde culture,archaeological culture,Merimde culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4800-01-01T00:00:00Z,-4300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q532,village
http://www.wikidata.org/entity/Q1262502,Merimde culture,archaeological culture,Merimde culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4800-01-01T00:00:00Z,-4300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q1262502,Merimde culture,archaeological culture,Merimde culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4800-01-01T00:00:00Z,-4300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1153575,Majiabang culture,archaeological culture,Majiabang culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4750-01-01T00:00:00Z,-3699-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q42871728,Burial ground of Rössen,"archaeological site in Leuna, Germany",,http://www.wikidata.org/entity/Q36422,Neolithic,-4600-01-01T00:00:00Z,-3999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q42871728,Burial ground of Rössen,"archaeological site in Leuna, Germany",,http://www.wikidata.org/entity/Q36422,Neolithic,-4600-01-01T00:00:00Z,-3999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2593777,grave field
http://www.wikidata.org/entity/Q3049225,Wauwilermoos pile dwelling settlement,"archaeological site in Egolzwil, Switzerland",Wauwilermoos pile dwelling settlement (Egolzwil 3),http://www.wikidata.org/entity/Q36422,Neolithic,-4500-01-01T00:00:00Z,-4250-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q29583982,Zürich–Grosse Stadt Kleiner Hafner,"archaeological site in Zürich, Switzerland",,http://www.wikidata.org/entity/Q11761,Bronze Age,-4500-01-01T00:00:00Z,-0849-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q29583982,Zürich–Grosse Stadt Kleiner Hafner,"archaeological site in Zürich, Switzerland",,http://www.wikidata.org/entity/Q36422,Neolithic,-4500-01-01T00:00:00Z,-0849-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1156336,Đa Bút culture,archaeological culture,Đa Bút culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4500-01-01T00:00:00Z,-1699-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q56010362,Archaeological Site Boitsfort Lakes,"archaeological site in the Sonian Forest near Brussels, Belgium",,http://www.wikidata.org/entity/Q36422,Neolithic,-4300-01-01T00:00:00Z,-3499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q685970,Pfyn culture,archaeological culture,Pfyn culture,http://www.wikidata.org/entity/Q36422,Neolithic,-4300-01-01T00:00:00Z,-3499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q177819,Old Kingdom of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q180568,New Kingdom of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q187979,Early Dynastic Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q191324,Middle Kingdom of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q206715,Second Intermediate Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q212728,Third Intermediate Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q232211,First Intermediate Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q621917,Late Period of ancient Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q105747718,Greco-Roman Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q45762,dead language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q177819,Old Kingdom of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q180568,New Kingdom of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q187979,Early Dynastic Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q191324,Middle Kingdom of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q206715,Second Intermediate Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q212728,Third Intermediate Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q232211,First Intermediate Period of Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q621917,Late Period of ancient Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q50868,Egyptian,extinct language spoken in ancient Egypt,Egyptian language,http://www.wikidata.org/entity/Q105747718,Greco-Roman Egypt,-4000-01-01T00:00:00Z,1700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q4431055,Sperring culture,archaeological culture,,http://www.wikidata.org/entity/Q4445036,Subneolithic,-4000-01-01T00:00:00Z,-3000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q7679481,Talianki,Archaeological site in Ukraine,Talianki (archaeological site),http://www.wikidata.org/entity/Q36422,Neolithic,-3849-01-01T00:00:00Z,-3699-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q3542515,Twann Station,"archaeological site in Twann-Tüscherz, Switzerland",,http://www.wikidata.org/entity/Q36422,Neolithic,-3839-01-01T00:00:00Z,-3069-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q5699,Ur,ancient Mesopotamian city-state,Ur,http://www.wikidata.org/entity/Q269678,ancient Near East,-3799-01-01T00:00:00Z,-0499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q5699,Ur,ancient Mesopotamian city-state,Ur,http://www.wikidata.org/entity/Q269678,ancient Near East,-3799-01-01T00:00:00Z,-0499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15661340,ancient city
http://www.wikidata.org/entity/Q30257,culture of Songze,neolithic culture in China,Songze culture,http://www.wikidata.org/entity/Q36422,Neolithic,-3799-01-01T00:00:00Z,-3299-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q1776885,Knap of Howar,Oldest stone house in northwest Europe,Knap of Howar,http://www.wikidata.org/entity/Q36422,Neolithic,-3699-01-01T00:00:00Z,-2799-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q753383,Megalithic Temples of Malta,several prehistoric temples on the Maltese Islands,Megalithic Temples of Malta,http://www.wikidata.org/entity/Q36422,Neolithic,-3599-01-01T00:00:00Z,-2499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q753383,Megalithic Temples of Malta,several prehistoric temples on the Maltese Islands,Megalithic Temples of Malta,http://www.wikidata.org/entity/Q36422,Neolithic,-3599-01-01T00:00:00Z,-2499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1497375,architectural ensemble
http://www.wikidata.org/entity/Q797529,Bab edh-Dhra,human settlement,Bab edh-Dhra,http://www.wikidata.org/entity/Q11761,Bronze Age,-3499-01-01T00:00:00Z,-2349-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q797529,Bab edh-Dhra,human settlement,Bab edh-Dhra,http://www.wikidata.org/entity/Q130253,Chalcolithic,-3499-01-01T00:00:00Z,-2349-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q339489,Brú na Bóinne,archaeological site,Brú na Bóinne,http://www.wikidata.org/entity/Q36422,Neolithic,-3499-01-01T00:00:00Z,-2499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q339489,Brú na Bóinne,archaeological site,Brú na Bóinne,http://www.wikidata.org/entity/Q36422,Neolithic,-3499-01-01T00:00:00Z,-2499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q132732244,Archaeological complex
http://www.wikidata.org/entity/Q3007227,Véraza culture,,Véraza culture,http://www.wikidata.org/entity/Q36422,Neolithic,-3499-01-01T00:00:00Z,-1999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q3007227,Véraza culture,,Véraza culture,http://www.wikidata.org/entity/Q2748997,Q2748997,-3499-01-01T00:00:00Z,-1999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q3007227,Véraza culture,,Véraza culture,http://www.wikidata.org/entity/Q36422,Neolithic,-3499-01-01T00:00:00Z,-2199-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q3007227,Véraza culture,,Véraza culture,http://www.wikidata.org/entity/Q2748997,Q2748997,-3499-01-01T00:00:00Z,-2199-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q3888353,palstave,bronze axe dating back 3500 BC.,Palstave,http://www.wikidata.org/entity/Q11761,Bronze Age,-3499-01-01T00:00:00Z,1200-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q308139,Ølshøj,dolmen,,http://www.wikidata.org/entity/Q36422,Neolithic,-3499-01-01T00:00:00Z,-2799-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1426772,passage grave
http://www.wikidata.org/entity/Q1153210,Qujialing culture,archaeological culture,Qujialing culture,http://www.wikidata.org/entity/Q36422,Neolithic,-3399-01-01T00:00:00Z,-2599-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q4974228,Bronze Age India,historical and archeological period of civilization in the Indian subcontinent during the Bronze Age,Bronze Age India,http://www.wikidata.org/entity/Q11761,Bronze Age,-3300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q8432,civilization
http://www.wikidata.org/entity/Q4974228,Bronze Age India,historical and archeological period of civilization in the Indian subcontinent during the Bronze Age,Bronze Age India,http://www.wikidata.org/entity/Q11761,Bronze Age,-3300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11514315,historical period
http://www.wikidata.org/entity/Q4974228,Bronze Age India,historical and archeological period of civilization in the Indian subcontinent during the Bronze Age,Bronze Age India,http://www.wikidata.org/entity/Q11761,Bronze Age,-3300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15401633,archaeological period
http://www.wikidata.org/entity/Q630734,Qatna,archaeological site in Syria,Qatna,http://www.wikidata.org/entity/Q11761,Bronze Age,-3299-01-01T00:00:00Z,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q755017,tell
http://www.wikidata.org/entity/Q630734,Qatna,archaeological site in Syria,Qatna,http://www.wikidata.org/entity/Q11764,Iron Age,-3299-01-01T00:00:00Z,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q755017,tell
http://www.wikidata.org/entity/Q630734,Qatna,archaeological site in Syria,Qatna,http://www.wikidata.org/entity/Q11761,Bronze Age,-3299-01-01T00:00:00Z,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q630734,Qatna,archaeological site in Syria,Qatna,http://www.wikidata.org/entity/Q11764,Iron Age,-3299-01-01T00:00:00Z,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q3569283,Windmill Hill culture,archaeological culture in England,Windmill Hill culture,http://www.wikidata.org/entity/Q36422,Neolithic,-3299-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q318144,Cycladic civilization,ancient Greek civilisation,Cycladic culture,http://www.wikidata.org/entity/Q11761,Bronze Age,-3199-01-01T00:00:00Z,-1049-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q816437,Skara Brae,Neolithic archaeological site in Scotland,Skara Brae,http://www.wikidata.org/entity/Q36422,Neolithic,-3179-01-01T00:00:00Z,-2499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q816437,Skara Brae,Neolithic archaeological site in Scotland,Skara Brae,http://www.wikidata.org/entity/Q36422,Neolithic,-3179-01-01T00:00:00Z,-2499-01-01T00:00:00Z,http://www.wikidata.org/entity/Q106491339,Neolithic settlement
http://www.wikidata.org/entity/Q39671,Stonehenge,"Neolithic henge monument in Amesbury, Wiltshire, England, UK",Stonehenge,http://www.wikidata.org/entity/Q11761,Bronze Age,-3000-01-01T00:00:00Z,-1399-01-01T00:00:00Z,http://www.wikidata.org/entity/Q570116,tourist attraction
http://www.wikidata.org/entity/Q39671,Stonehenge,"Neolithic henge monument in Amesbury, Wiltshire, England, UK",Stonehenge,http://www.wikidata.org/entity/Q36422,Neolithic,-3000-01-01T00:00:00Z,-1399-01-01T00:00:00Z,http://www.wikidata.org/entity/Q570116,tourist attraction
http://www.wikidata.org/entity/Q39671,Stonehenge,"Neolithic henge monument in Amesbury, Wiltshire, England, UK",Stonehenge,http://www.wikidata.org/entity/Q11761,Bronze Age,-3000-01-01T00:00:00Z,-1399-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q39671,Stonehenge,"Neolithic henge monument in Amesbury, Wiltshire, England, UK",Stonehenge,http://www.wikidata.org/entity/Q36422,Neolithic,-3000-01-01T00:00:00Z,-1399-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q39671,Stonehenge,"Neolithic henge monument in Amesbury, Wiltshire, England, UK",Stonehenge,http://www.wikidata.org/entity/Q11761,Bronze Age,-3000-01-01T00:00:00Z,-1399-01-01T00:00:00Z,http://www.wikidata.org/entity/Q935773,cromlech
