qid,label,list,backlinks
Q6027873,'industrial engineering and operations research',academic_only,2
Q60740481,'industrial internet of things',academic_only,0
Q64812378,'industrial laboratory technology',academic_only,0
Q1662013,'industrial management',academic_only,1
Q130304836,'industrial meteorology',academic_only,0
Q135896401,'industrial mycology',academic_only,0
Q1411783,'industrial organization',academic_only,0
Q102353949,'industrial systems analysis',academic_only,0
Q1523077,'infection biology',academic_only,0
Q18123741,'infectious disease',academic_only,642
Q17056302,'infodemiology',academic_only,0
Q16937537,'informatics engineering',academic_only,0
Q64348012,'information and communication engineering',academic_only,0
Q5268834,'information and communications technology',academic_only,22
Q64854319,'information and service management',academic_only,0
Q18418842,'information behavior',academic_only,0
Q1365082,'information design',academic_only,0
Q1394203,'information economics',academic_only,0
Q6031108,'information history',academic_only,0
Q679789,'information literacy',academic_only,5
Q579488,'information management',academic_only,15
Q55713999,'information management',academic_only,1
Q456632,'information privacy',academic_only,4
Q102314704,'information resource management',academic_only,0
Q16387,'information science',academic_only,47
Q116699116,'information science education',academic_only,0
Q11492760,'information services',academic_only,23
Q64812807,'information systems studies',academic_only,6
Q107113602,'information systems technology',academic_only,0
Q11661,'information technology',academic_only,74
Q6030887,'information technology architecture',academic_only,3
Q131222,'information theory',academic_only,9
Q11712459,'informatology',academic_only,0
Q174165,'innovation',academic_only,36
Q55714001,'innovation and entrepreneurship',academic_only,0
Q794803,'innovation management',academic_only,1
Q64854405,'innovative sustainable energy engineering',academic_only,0
Q11165,'inorganic chemistry',academic_only,6
Q113077482,'inorganic geochemistry',academic_only,0
Q2684571,'insect anatomy',academic_only,57
Q1118654,'institutional economics',academic_only,0
Q102365760,'instructional systems',academic_only,0
Q11419516,'instrumental music course',academic_only,0
Q1922526,'instrumentation and control engineering',academic_only,0
Q1269649,'insulation technology',academic_only,0
Q12181995,'insurance management',academic_only,0
Q58037997,'insurance theory',academic_only,0
Q275242,'integral theory',academic_only,0
Q105898109,'integrative biology',academic_only,0
Q64897558,'integrative life science',academic_only,0
Q64814355,'intellectual disability health care practice',academic_only,0
Q64814358,'intellectual disability nursing practice',academic_only,0
Q1195695,'intellectual history',academic_only,4
Q131257,'intellectual property',academic_only,35
Q13125650,'intelligence studies',academic_only,0
Q1061656,'interaction design',academic_only,0
Q11977439,'interaction designer',academic_only,0
Q97008347,'interaction science',academic_only,2
Q124377645,'interactive cartography',academic_only,1
Q1186952,'interactive media',academic_only,1
Q1205196,'intercultural communication',academic_only,3
Q64810324,'intercultural encounters',academic_only,0
Q14860443,'intercultural relations',academic_only,1
Q98608532,'interdisciplinary arts',academic_only,0
Q105310982,'interdisciplinary humanities',academic_only,0
Q69975710,'interdisciplinary studies',academic_only,2
Q122820072,'interfacial engineering',academic_only,0
Q1329946,'interior architecture',academic_only,0
Q856574,'interlinguistics',academic_only,2
Q11180,'internal medicine',academic_only,23
Q64800521,'international accounting and business',academic_only,0
Q113212643,'international and comparative law',academic_only,2
Q3681519,'international business',academic_only,0
Q113801539,'international business research',academic_only,0
Q6054533,'international communication',academic_only,0
Q2477868,'international development',academic_only,1
Q108366966,'international development management',academic_only,0
Q827797,'international economic law',academic_only,0
Q47417,'international economics',academic_only,1
Q2048185,'international finance',academic_only,0
Q130427619,'international health',academic_only,0
Q3247219,'international health',academic_only,0
Q1147615,'international human rights law',academic_only,26
Q4394526,'international law',academic_only,75
Q2414885,'international marketing',academic_only,1
Q130240754,'international military law',academic_only,0
Q1667430,'international political economy',academic_only,0
Q1762091,'international politics',academic_only,5
Q104777292,'international public policy',academic_only,0
Q166542,'international relations',academic_only,80
Q64689296,'international relations and diplomacy',academic_only,0
Q1785609,'international relations theory',academic_only,42
Q108252425,'international security affairs',academic_only,0
Q64945784,'international security and conflict studies',academic_only,0
Q104521998,'international security policy',academic_only,0
Q107020707,'international security studies',academic_only,0
Q107337955,'international strategic studies',academic_only,0
Q5654877,'international studies',academic_only,3
Q55584926,'international studies in education',academic_only,0
Q749647,'interoperability',academic_only,14
Q115999414,'interoperability',academic_only,0
Q131409194,'interpreting studies',academic_only,0
Q6056663,'interruption science',academic_only,0
Q1516555,'intersectionality',academic_only,4
Q667404,'intertextuality',academic_only,1
Q6057206,'intertidal ecology',academic_only,2
Q42985020,'invasion biology',academic_only,2
Q105094378,'invasion ecology',academic_only,0
Q85769822,'invasion genetics',academic_only,0
Q111535603,'invasion microbiology',academic_only,0
Q107556940,'invertebrate ecology',academic_only,0
Q6060491,'invertebrate paleontology',academic_only,0
Q122934780,'invertebrate pathology',academic_only,0
Q136290941,'invertebrate physiology',academic_only,0
Q12744095,'invertebrate zoology',academic_only,9
Q1127717,'investigative journalism',academic_only,65
Q64814344,'investment, treasury & banking',academic_only,0
Q15141361,'irenology',academic_only,0
Q114778863,'irrigation engineering',academic_only,1
Q137392960,'isopodology',academic_only,0
Q125988923,'isopterology',academic_only,0
Q64688493,'jazz and contemporary music performance',academic_only,0
Q106406187,'jazz performance',academic_only,0
Q18822510,'jazz singing',academic_only,2
Q99691757,'jazz studies',academic_only,1
Q17060300,'job safety analysis',academic_only,2
Q103813239,'joint campaign planning and strategy',academic_only,0
Q104282485,'joint strategy and campaign planning',academic_only,0
Q107361725,'journalism and mass communication',academic_only,0
Q97379631,'journalism research',academic_only,0
Q1709909,'journalism studies',academic_only,0
Q65067163,'journalology',academic_only,0
Q6768472,'judicial studies',academic_only,0
Q4932206,'jurisprudence',academic_only,89
Q104161822,'justice studies',academic_only,1
Q11545105,'kagaku',academic_only,0
Q5646725,'kangaku',academic_only,0
Q1734506,'karstology',academic_only,0
Q109871250,'kelp ecology',academic_only,0
Q109984173,'kelp forest ecology',academic_only,0
Q115160929,'keyboard instrument performance',academic_only,1
Q12029211,'kinanthropology',academic_only,0
Q657632,'kinesiology',academic_only,3
Q849798,'knot theory',academic_only,18
Q114662985,'knowledge assembly',academic_only,0
Q120969828,'knowledge exploration',academic_only,0
Q1582085,'knowledge extraction',academic_only,0
Q122200482,'knowledge mining',academic_only,0
Q1929761,'knowledge organization',academic_only,2
Q855159,'kokugaku',academic_only,1
Q287983,'koniology',academic_only,0
Q1263075,'kremlinology',academic_only,0
Q131626666,'kronology',academic_only,0
Q10359055,'labor relationship',academic_only,8
Q28161,'labour economics',academic_only,1
Q113115876,'labour, migration and development',academic_only,0
Q114570397,'lake conservation',academic_only,0
Q104923359,'lake ecology',academic_only,1
Q6484062,'land economy',academic_only,0
Q112914424,'land use and environmental planning',academic_only,0
Q11639732,'landscape architectural studies',academic_only,0
Q47844,'landscape architecture',academic_only,9
Q6485091,'landscape engineering',academic_only,0
Q246107,'landscape planning',academic_only,2
Q104203485,'landscapes in literature',academic_only,0
Q265239,'language and gender',academic_only,0
Q64687382,'language and literature',academic_only,0
Q64898092,'language candidate program',academic_only,0
Q2313213,'language education',academic_only,22
Q520855,'language pedagogy',academic_only,1
Q64810203,'language studies',academic_only,3
Q1976109,'language technology',academic_only,1
Q113128675,'language, communication, and cultural studies',academic_only,3
Q207930,'languages of Africa',academic_only,4
Q104197468,'larval ecology',academic_only,1
Q7748,'law',academic_only,2776
Q295354,'law and economics',academic_only,2
Q110469055,'law and legal studies',academic_only,3
Q16653334,'law and management',academic_only,0
Q110620200,'law in context',academic_only,0
Q695742,'law of Germany',academic_only,11
Q64689271,'leadership and management',academic_only,0
Q2697537,'leadership studies',academic_only,1
Q64809719,'leadership, governance and human rights',academic_only,0
Q1409192,'lean management',academic_only,0
Q2845208,'learning analytics',academic_only,0
Q101054503,'learning engineering',academic_only,0
Q98442705,'learning sciences',academic_only,0
Q4330127,'learning to rank',academic_only,0
Q1195662,'legal anthropology',academic_only,1
Q19787009,'legal archaeology',academic_only,0
Q680004,'legal history',academic_only,34
Q11508453,'legal history of Japan',academic_only,0
Q6517540,'legal management (academic discipline)',academic_only,0
Q55070421,'legal metrology',academic_only,0
Q4180175,'legal practice',academic_only,3
Q382995,'legal science',academic_only,9
Q1331392,'legal theory',academic_only,12
Q125874240,'legislative affairs',academic_only,0
Q135728646,'legislative studies',academic_only,0
Q18915555,'leisure pedagogy',academic_only,1
Q2397724,'leisure studies',academic_only,0
Q113147222,'lens-based visual arts',academic_only,2
Q2442870,'lepidopterology',academic_only,0
Q120969825,'lexical information',academic_only,0
Q184524,'lexicography',academic_only,9
Q178433,'lexicology',academic_only,24
Q284290,'lexicostatistics',academic_only,1
Q124366260,'liberal arts and sciences',academic_only,0
Q189329,'liberal arts education',academic_only,2
Q13420675,'library and information science',academic_only,6
Q118227618,'library economics',academic_only,0
Q856600,'library history',academic_only,3
Q199655,'library science',academic_only,45
Q105442202,'lichen ecology',academic_only,1
Q3475780,'life and Earth sciences',academic_only,0
Q97175368,'life engineering',academic_only,0
Q64809316,'life science informatics',academic_only,0
Q64854358,'life science technologies',academic_only,0
Q864928,'life sciences',academic_only,18
Q11756836,'limacology',academic_only,0
Q165838,'limnology',academic_only,11
Q840436,'limnology',academic_only,0
Q1459219,'linearized elastic fracture mechanics',academic_only,0
Q772835,'linguistic anthropology',academic_only,0
Q64809286,'linguistic diversity in the digital age',academic_only,0
Q11697471,'linguistic palaeontology',academic_only,0
Q1790516,'linguistic standards',academic_only,2
Q1972954,'linguistic taxonomy',academic_only,0
Q192625,'linguistic typology',academic_only,2
Q8162,'linguistics',academic_only,185
Q120910053,'link discovery',academic_only,0
Q120910073,'link integrity',academic_only,0
Q120969793,'link maintenance',academic_only,0
Q515701,'linked data',academic_only,6
Q120969823,'linked data for Africa',academic_only,0
Q6556376,'lipidomics',academic_only,0
Q22349364,'liquid biopsy',academic_only,0
Q8236,'literacy',academic_only,34
Q64801226,'literacy professional practice',academic_only,0
Q64869185,'literacy studies',academic_only,0
Q65325222,'literary anthropology',academic_only,0
Q124626015,'literary cartography',academic_only,0
Q1333743,'literary composing',academic_only,9
Q208217,'literary studies',academic_only,75
Q459381,'literary theory',academic_only,18
Q11828784,'literary translation',academic_only,4
Q118281138,'literature',academic_only,0
Q113128824,'literature in Spanish and Portuguese',academic_only,1
Q55586009,'literature, culture and media',academic_only,0
Q6538759,'lithology',academic_only,2
Q107364261,'litigation',academic_only,2
Q110155603,'liturgical studies',academic_only,0
Q115254691,'liturgical theology',academic_only,0
Q115161676,'livestock nutrition',academic_only,0
Q105858118,'logic, computation and methodology',academic_only,0
Q6684817,'lottery mathematics',academic_only,0
Q126366522,'lumbricology',academic_only,0
Q386638,'lunar geologic timescale',academic_only,7
Q5976737,'lymphology',academic_only,0
Q12586619,'machine design',academic_only,0
Q2539,'machine learning',academic_only,66
Q118970497,'machine unlearning',academic_only,0
Q113135490,'macromolecular and materials chemistry',academic_only,7
Q110245428,'macromolecular materials research',academic_only,0
Q55621653,'mad studies',academic_only,0
Q113098118,'magnetism and palaeomagnetism',academic_only,2
Q3277333,'magneto-aerodynamics',academic_only,0
Q121353464,'magnetoacoustics',academic_only,0
Q2549249,'magnetohydrodynamics',academic_only,2
Q113884220,'magnetorheology',academic_only,0
Q119103977,'make-up arts',academic_only,2
Q110402827,'male status',academic_only,0
Q12167,'malnutrition',academic_only,16
Q3615129,'mammal anatomy',academic_only,3
Q104856238,'mammalian ecology',academic_only,0
Q111680424,'mammalian genetics',academic_only,0
Q2920921,'management',academic_only,202
Q2990807,'management accounting',academic_only,4
Q899279,'management control system',academic_only,2
Q61905,'management information system',academic_only,5
Q2414942,'management science',academic_only,7
Q22811962,'management studies',academic_only,2
Q629173,'management system',academic_only,53
Q3297447,'managerial economics',academic_only,0
Q104200275,'mangrove ecology',academic_only,0
Q107340542,'manpower systems analysis',academic_only,0
Q113161601,'manufacturing processes and technologies',academic_only,1
Q113161614,'manufacturing safety and quality',academic_only,1
Q124617861,'map design',academic_only,2
Q1734563,'map layout',academic_only,1
Q1734569,'map technique',academic_only,0
Q2823820,'maple sugaring',academic_only,1
Q106573138,'marine affairs',academic_only,0
Q112939592,'marine and estuarine ecology',academic_only,2
Q126364871,'marine bacteriology',academic_only,0
Q104258810,'marine benthic ecology',academic_only,1
Q117485357,'marine biochemistry',academic_only,1
Q117485353,'marine biogeochemistry',academic_only,0
Q129748379,'marine biogeography',academic_only,0
Q7173,'marine biology',academic_only,15
Q882463,'marine biotechnology',academic_only,1
Q104258221,'marine chemical ecology',academic_only,0
Q1916831,'marine conservation',academic_only,0
Q4530312,'marine ecology',academic_only,10
Q105497504,'marine education',academic_only,0
Q126366439,'marine entomology',academic_only,0
Q106321083,'marine genomics',academic_only,0
Q109534974,'marine geophysics',academic_only,0
Q107267429,'marine mammalogy',academic_only,0
Q64811378,'marine management',academic_only,0
Q109363650,'marine meteorology',academic_only,0
Q111680382,'marine ornithology',academic_only,0
Q107020229,'marine systems engineering',academic_only,0
Q107228380,'marine transportation',academic_only,0
Q126364785,'marine virology',academic_only,0
Q50840417,'marital compatibility',academic_only,0
Q74128869,'maritime anthropology',academic_only,0
Q64854409,'maritime engineering',academic_only,0
Q6765895,'maritime studies',academic_only,1
Q39809,'marketing',academic_only,213
Q1143466,'marketing management',academic_only,1
Q20611050,'marketing theory',academic_only,0
Q64689205,'marketing, innovation and technology',academic_only,0
Q104231397,'marsh ecology',academic_only,1
Q136455984,'martial arts studies',academic_only,1
Q853710,'mass communication',academic_only,4
Q6005485,'mass communication research',academic_only,0
Q11033,'mass media',academic_only,258
Q63455759,'master program on cultural heritage',academic_only,0
Q97577612,'masters in management',academic_only,0
Q11944354,'material chemistry',academic_only,0
Q2143054,'material culture',academic_only,4
Q11098568,'material process engineering',academic_only,0
Q1710723,'materials engineering',academic_only,11
Q1908242,'materials physics',academic_only,1
Q64809030,'materials research',academic_only,0
Q64869241,'materials research and nanoscience',academic_only,0
Q228736,'materials science',academic_only,50
Q55659897,'materials science and nanoengineering',academic_only,0
Q582071,'maternal-fetal medicine',academic_only,1
Q7754,'mathematical analysis',academic_only,54
Q3578772,'mathematical and quantitative methods in economics',academic_only,0
Q74130636,'mathematical anthropology',academic_only,0
Q751611,'mathematical biology',academic_only,2
Q747534,'mathematical economics',academic_only,0
Q135427453,'mathematical engineering',academic_only,0
Q112955904,'mathematical logic, set theory, lattices and universal algebra',academic_only,3
Q141495,'mathematical optimization',academic_only,34
Q745328,'mathematical statistics',academic_only,4
Q18420401,'mathematical, physical and natural sciences',academic_only,0
Q395,'mathematics',academic_only,125
Q113043835,'mathematics and numeracy curriculum and pedagogy',academic_only,0
Q64808949,'mathematics and statistics',academic_only,0
Q2537157,'mathematics of general relativity',academic_only,0
Q104913705,'matorral ecology',academic_only,0
Q104816272,'meadow ecology',academic_only,0
Q64814345,'mechanical and manufacturing',academic_only,0
Q64689327,'mechanical and manufacturing engineering',academic_only,0
Q2358766,'mechanical engineering studies',academic_only,0
Q110660336,'mechanics and constructive mechanical engineering',academic_only,0
Q135187791,'mechanosemantics',academic_only,0
Q113104621,'mechatronics hardware design and architecture',academic_only,0
Q96583169,'media culture studies',academic_only,0
Q1916458,'media economy',academic_only,0
Q50636,'media history',academic_only,13
Q113128088,'media industry studies',academic_only,0
Q1212747,'media informatics',academic_only,0
Q1916399,'media management',academic_only,0
Q11881925,'media science',academic_only,0
Q165650,'media studies',academic_only,32
Q1916441,'media technology',academic_only,2
Q727650,'media theory',academic_only,5
Q84836722,'medical affairs',academic_only,1
Q113212772,'medical and biological physics',academic_only,2
Q110470900,'medical and health law',academic_only,0
Q1779521,'medical anthropology',academic_only,1
Q112234648,'medical bacteriology',academic_only,0
Q113129142,'medical biochemistry and metabolomics',academic_only,4
Q25419089,'medical biotechnology',academic_only,0
Q11404588,'medical chemistry',academic_only,0
Q126945,'medical education',academic_only,22
Q1933330,'medical geology',academic_only,0
Q769420,'medical humanities',academic_only,1
Q931309,'medical imaging',academic_only,89
Q2296168,'medical laboratory',academic_only,46
Q55584925,'medical life sciences',academic_only,0
Q1120908,'medical physics',academic_only,4
Q11790210,'medical sciences',academic_only,2
Q2522100,'medical specialist for people with intellectual disability',academic_only,0
Q1252929,'medical statistics',academic_only,0
Q9189409,'medicinal and biomolecular chemistry',academic_only,3
Q11190,'medicine',academic_only,253
Q113156829,'medicine, nursing and health curriculum and pedagogy',academic_only,3
Q11925891,'medieval Catalan historiography',academic_only,0
Q134301694,'medieval Spanish literature',academic_only,0
Q27992545,'medieval history',academic_only,9
Q963619,'medieval literature',academic_only,31
Q192292,'medieval philosophy',academic_only,6
Q119190,'medieval studies',academic_only,4
Q444345,'melodics',academic_only,0
Q16863771,'membrane biology',academic_only,1
Q1919954,'membrane biophysics',academic_only,0
Q104712717,'membranology',academic_only,0
Q23399,'memetics',academic_only,2
Q110620109,'memory and attention',academic_only,1
Q128035327,"men's history",academic_only,0
Q64814354,'mental health care practice',academic_only,0
Q64814353,'mental health nursing practice',academic_only,0
Q6817770,'meontology',academic_only,0
Q1496410,'merceologia',academic_only,0
Q740777,'merchandising',academic_only,3
Q2399824,'mesoscale meteorology',academic_only,0
Q124428132,'meta-invasion science',academic_only,0
Q12149006,'metabolomics',academic_only,6
Q120969804,'metadata enrichment',academic_only,0
Q59163916,'metadata mapping',academic_only,0
Q903778,'metagenomics',academic_only,0
Q120328747,'metalexicography',academic_only,0
Q2918137,'metalinguistics',academic_only,1
Q5916079,'metallurgical engineering',academic_only,1
Q365198,'metals theory',academic_only,1
Q111968621,'metamorphic petrology',academic_only,0
Q6822257,'metaontology',academic_only,0
Q35277,'metaphysics',academic_only,24
Q6823168,'metaproteomics',academic_only,0
Q25261,'meteorology',academic_only,86
Q185698,'methodology',academic_only,139
Q12796440,'metrics',academic_only,2
Q394,'metrology',academic_only,27
Q7193,'microbiology',academic_only,34
Q64816579,'microbiology and biotechnology',academic_only,0
Q1933849,'microdata',academic_only,0
Q39072,'microeconomics',academic_only,9
Q175403,'microelectronics',academic_only,2
Q110745417,'microfluidics and nanofluidics',academic_only,0
Q135471402,'microgeology',academic_only,0
Q6839648,'micromagnetics',academic_only,0
Q135471428,'micropathology',academic_only,0
Q134810742,'micropedology',academic_only,0
Q338346,'microscale meteorology',academic_only,0
Q1074953,'microscopy',academic_only,58
Q127467486,'microseismology',academic_only,0
Q134891362,'microtribology',academic_only,0
Q113128373,'migrant cultural studies',academic_only,0
Q110930534,'migration research',academic_only,0
Q1932514,'migration studies',academic_only,1
Q137524220,'military aeronautics',academic_only,0
Q105083369,'military airpower arts and science',academic_only,0
Q2560087,'military art',academic_only,8
Q112342630,'military cartography',academic_only,0
Q192781,'military history',academic_only,56
Q9299550,'military history of Portugal',academic_only,1
Q1483473,'military history of the United States',academic_only,1
Q102430691,'military information systems technology',academic_only,0
Q106613150,'military logistics management',academic_only,1
Q103815015,'military operational arts and science',academic_only,1
Q108287063,'military planning',academic_only,0
Q192386,'military science',academic_only,23
Q3491429,'military terminology',academic_only,6
Q106095662,'military theater operations',academic_only,0
Q21541550,'military topography',academic_only,0
Q6864354,'mineral economics',academic_only,0
Q83353,'mineralogy',academic_only,22
Q44497,'mining',academic_only,149
Q1370637,'mining engineering',academic_only,10
Q130798464,'mining geophysics',academic_only,0
Q130384071,'mining history',academic_only,0
Q17103945,'mining software repositories',academic_only,0
Q104876110,'miombo ecology',academic_only,0
Q133898263,'mobile GIS technology',academic_only,1
Q1941909,'model-driven engineering',academic_only,2
Q6888384,'modeling and simulation',academic_only,17
Q21572183,'modeling, virtual environments and simulation',academic_only,0
Q113066767,'models and simulations of design',academic_only,0
Q15720761,'modern Europe',academic_only,1
Q6081624,'modern Turkic languages and literatures',academic_only,0
Q124612189,'modern cartography',academic_only,0
Q118541692,'modern litterature and language',academic_only,0
Q3281534,'modern period',academic_only,11
Q11790583,'modern philology',academic_only,9
Q860746,'modern philosophy',academic_only,2
Q3848331,'molecular anthropology',academic_only,0
Q55659409,'molecular biology, genetics, and bioengineering',academic_only,0
Q112805970,'molecular chemistry',academic_only,0
Q55213915,'molecular design',academic_only,3
Q3523861,'molecular engineering',academic_only,2
Q856529,'molecular evolution',academic_only,1
Q3523816,'molecular medicine',academic_only,1
Q135896422,'molecular mycology',academic_only,0
Q113884091,'molecular neurobiology',academic_only,0
Q10881532,'molecular oncology',academic_only,0
Q133806416,'molecular parasitology',academic_only,0
Q17069638,'molecular pathological epidemiology',academic_only,0
Q1056943,'molecular pathology',academic_only,1
Q113884277,'molecular pharmacology',academic_only,2
Q2007033,'molecular phylogenetics',academic_only,0
Q75135416,'molecular physiology',academic_only,0
Q113066494,'molecular targets',academic_only,0
Q1943500,'molinology',academic_only,0
Q129265953,'momiology',academic_only,0
Q122933041,'monsoon meteorology',academic_only,0
Q30970595,'monument study',academic_only,0
Q55862003,'moral science',academic_only,0
Q15195740,'moral theology',academic_only,2
Q3324383,'morphotectonics',academic_only,0
Q6915002,'mortuary science',academic_only,0
Q64897988,'mother tongue and literature',academic_only,0
Q108751080,'mother tongue teaching',academic_only,0
Q56702245,'motherhood studies',academic_only,0
Q1497032,'mountain science',academic_only,0
Q64805516,'movie and tv production',academic_only,0
Q105080727,'mudflat ecology',academic_only,0
Q120910077,'multi-query optimization',academic_only,0
Q3719890,'multicultural education',academic_only,0
Q120969824,'multilingual web',academic_only,0
Q6934788,'multimedia cartography',academic_only,0
Q31836481,'multimedia computing',academic_only,0
Q6934797,'multimedia translation',academic_only,0
Q1054701,'museography',academic_only,1
Q460162,'museology',academic_only,13
Q638,'music',academic_only,155
Q65007448,'music',academic_only,1
Q12472341,'music appreciation',academic_only,0
Q105107008,'music composition',academic_only,10
Q11748889,'music criticism',academic_only,0
Q27908,'music education',academic_only,21
Q10590700,'music history',academic_only,10
Q1591288,'music journalism',academic_only,5
Q104450393,'music performance',academic_only,1
Q193544,'music theory',academic_only,50
Q107331442,'music therapy',academic_only,0
Q510293,'musical acoustics',academic_only,2
Q135437722,'musical archival science',academic_only,0
Q65096458,'musical arts',academic_only,0
Q6942545,'musical expression',academic_only,11
Q96621382,'musical form study',academic_only,0
Q1049625,'musical improvisation',academic_only,14
Q6942562,'musical performance',academic_only,141
Q164204,'musicology',academic_only,57
Q26425130,'mycenology',academic_only,0
Q7175,'mycology',academic_only,17
Q127478574,'mycoplasmology',academic_only,0
Q674407,'myology',academic_only,2
Q580854,'mythography',academic_only,4
Q912169,'nanoscience',academic_only,5
Q136966172,'nanospectroscopy',academic_only,1
Q921406,'nanotribology',academic_only,0
Q124625941,'narrative cartography',academic_only,0
Q382451,'narratology',academic_only,7
Q105782689,'national affairs',academic_only,0
Q2599565,'national character studies',academic_only,0
Q102255261,'national resource management',academic_only,1
Q102315485,'national resource strategy',academic_only,0
Q105363160,'national security affairs',academic_only,0
Q101626226,'national security and strategic studies',academic_only,1
Q104761613,'national security policy studies',academic_only,0
Q101476843,'national security strategy',academic_only,3
Q107155520,'national security studies',academic_only,1
Q4314780,'nationalism studies',academic_only,0
Q484591,'natural history',academic_only,10
Q1513879,'natural language generation',academic_only,5
Q30642,'natural language processing',academic_only,32
Q683834,'natural product chemistry',academic_only,0
Q3743137,'natural resource management',academic_only,9
Q43400663,'natural resource science',academic_only,0
Q105575840,'natural resources',academic_only,2
Q55648438,'natural resources engineering',academic_only,2
Q11879847,'natural resources law',academic_only,0
Q55714778,'natural resources law and international environmental law',academic_only,1
Q7991,'natural science',academic_only,34
Q20113959,'nature conservation',academic_only,34
Q213403,'naturopathy',academic_only,3
Q123654087,'nautical cartography',academic_only,0
Q1136352,'naval architecture',academic_only,3
Q101910631,'naval architecture and marine engineering',academic_only,3
Q133503125,'naval construction',academic_only,0
Q110987467,'naval science',academic_only,0
Q102066,'navigation',academic_only,31
Q12040626,'necrology',academic_only,0
Q6987443,'negotiation theory',academic_only,1
Q2355208,'nematology',academic_only,0
Q1674119,'neogeography',academic_only,0
Q134467910,'neology',academic_only,0
Q898674,'neonatology',academic_only,1
Q129090673,'neossology',academic_only,0
Q177635,'nephrology',academic_only,6
Q9195957,'network dynamics',academic_only,0
Q96395242,'network neuroscience',academic_only,0
Q2434424,'network science',academic_only,1
Q1192971,'network theory',academic_only,2
Q948647,'neuroanatomy',academic_only,4
Q107658548,'neuroarchitecture',academic_only,0
Q29957723,'neurobehavioral genetics',academic_only,0
Q2728012,'neurobiology',academic_only,11
Q21662378,'neurocommunications',academic_only,1
Q129092748,'neurocytology',academic_only,0
Q1045712,'neuroeconomics',academic_only,0
Q6041275,'neuroembryology',academic_only,0
Q1335366,'neuroendocrinology',academic_only,2
Q1195659,'neuroesthetics',academic_only,1
Q1336265,'neuroethology',academic_only,0
Q3338668,'neurogastroenterology',academic_only,0
Q25303637,'neurogenomics',academic_only,0
Q129093219,'neurohistology',academic_only,0
Q107859286,'neuroimaging research',academic_only,0
Q83042,'neurology',academic_only,35
Q1981283,'neuromathematics',academic_only,0
Q3621694,'neurophysics',academic_only,0
Q7002570,'neuropolitics',academic_only,0
Q7002580,'neuroproteomics',academic_only,0
Q2699874,'neuropsychiatry',academic_only,2
Q3872,'neuropsychology',academic_only,13
Q126364610,'neuropterology',academic_only,0
Q207011,'neuroscience',academic_only,53
Q16254353,'neurosociology',academic_only,0
Q188449,'neurosurgery',academic_only,14
Q137808024,'neurourbanism',academic_only,0
Q683794,'new media',academic_only,7
Q7016459,'new media studies',academic_only,0
Q12041274,'new museology',academic_only,0
Q117727634,'new philology',academic_only,0
Q1395034,'new product development',academic_only,17
Q118744842,'new technology',academic_only,0
Q111146040,'newest history',academic_only,0
Q187084,'newspaper studies',academic_only,0
Q130238993,'nidology',academic_only,0
Q3125341,'noetics',academic_only,0
Q25048059,'nomology',academic_only,0
Q1097688,'non-parametric statistics',academic_only,4
Q975065,'nonprofit management',academic_only,0
Q7049562,'nonprofit studies',academic_only,1
Q12134363,'noospherology',academic_only,0
Q64869191,'nordic languages and literature',academic_only,0
Q26086,'normative economics',academic_only,0
Q61951540,'normativistics',academic_only,1
Q2875693,'nose cone design',academic_only,0
Q111326874,'nuclear and plasma physics',academic_only,0
Q214963,'nuclear medicine',academic_only,4
Q111398927,'nuclear montage',academic_only,0
Q25615885,'nucleonics',academic_only,0
Q106859820,'numerical ecology',academic_only,0
Q631286,'numismatics',academic_only,22
Q121176,'nursing',academic_only,109
Q3475757,'nursing science',academic_only,10
Q105749607,'nursing service administration',academic_only,0
Q113114993,'nursing workforce research',academic_only,0
Q17142554,'nutrient management',academic_only,0
Q113129166,'nutrition and dietetics',academic_only,8
Q7070522,'nutritional epidemiology',academic_only,0
Q17652193,'nutritional science',academic_only,8
Q12174,'obesity',academic_only,16
Q110027976,'obesity research',academic_only,0
Q120969835,'objects social networks',academic_only,0
Q104853682,'oboe performance',academic_only,0
Q135937938,'observational epidemiology',academic_only,0
Q134811457,'obstetrical pathology',academic_only,0
Q111569557,'occupational education',academic_only,0
Q629029,'occupational health and safety',academic_only,26
Q110930265,'occupational health research',academic_only,0
Q3143849,'occupational hygiene',academic_only,0
Q104176745,'ocean and coastal law',academic_only,0
Q104839637,'ocean bottom ecology',academic_only,0
Q108703418,'ocean circulation',academic_only,0
Q26229359,'ocean engineering',academic_only,0
Q17162759,'ocean governance',academic_only,0
Q130798486,'ocean physics',academic_only,0
Q3349060,'oceanology',academic_only,8
Q20820380,'odontology',academic_only,0
Q297672,'oenology',academic_only,9
Q110735073,'oenology and viticulture',academic_only,2
Q2751907,'office administration',academic_only,3
Q126366484,'oligochaetology',academic_only,1
Q127220291,'ombrology',academic_only,0
Q131742670,'oncodiabetology',academic_only,0
Q162555,'oncology',academic_only,36
Q113066539,'oncology and carcinogenesis',academic_only,6
Q44325,'ontology',academic_only,16
Q108535712,'ontology comparison',academic_only,0
Q120910071,'ontology design patterns',academic_only,0
Q99196766,'ontology development',academic_only,0
Q124413593,'ontology evaluation',academic_only,2
Q3620938,'ontology learning',academic_only,0
Q117037923,'open hardware standardization',academic_only,0
Q107183471,'opera production',academic_only,0
Q107558246,'operational law',academic_only,0
