qid,label,description,instance_of,instance_of_label,part_of,part_of_label,subclass_of,subclass_of_label
Q856741,random walk,mathematical formalization of a path that consists of a succession of random steps,Q11862829,academic discipline,,,Q176737,stochastic process
Q24965354,rangeland management,form of ecosystem and natural resources management,Q11862829,academic discipline,,,Q5333882,ecosystem management
Q109569975,reading experience,area of research,Q11862829,academic discipline,,,Q164359,experience
Q1660119,real estate economics,branch of economics,Q11862829,academic discipline,Q150737,architectural engineering,Q8134,economics
Q7301272,reality mining,area of research,Q11862829,academic discipline,,,,
Q120969796,recursive queries,area of research,Q11862829,academic discipline,,,,
Q7310755,relationship extraction,type of text mining,Q11862829,academic discipline,,,Q676880,text mining
Q1425625,reproducibility,agreement with previous measurements using the same methodology in the same context,Q11862829,academic discipline,Q46857,scientific method,Q133798571,epistemological values
Q3640158,reproductive biology,branch of biology studying reproduction,Q28598684,branch of biology,,,Q420,biology
Q11608188,reproductive ecology,,Q104193250,branch of ecology,,,Q3640158,reproductive biology
Q130304869,reproductive physiology,the study of the physiology of the reproductive system,Q28598684,branch of biology,,,Q521,physiology
Q106099201,reptile anatomy,anatomy of reptiles,Q11862829,academic discipline,,,Q10818163,vertebrate anatomy
Q111680414,reptile genetics,study of the genetics of reptiles,Q11862829,academic discipline,,,Q110310405,animal genetics
Q9307400,reptiliology,the branch of zoology dealing with reptiles,Q99397804,branch of zoology,,,Q174416,herpetology
Q1051925,resolution,"in logic, rule of inference",Q11862829,academic discipline,,,,
Q130326133,retrovirology,the branch of virology concerned with the study of retroviruses,Q28598684,branch of biology,,,Q7215,virology
Q170978,robotics,"design, construction, operation, and application of robots",Q11862829,academic discipline,Q8148,industrial sector,Q113104535,"control engineering, mechatronics and robotics"
Q120969795,rule mining,area of research,Q11862829,academic discipline,,,,
Q120969789,rule-based reasoning,area of research,Q11862829,academic discipline,,,,
Q135581741,santur performance,performance of music on the santur,Q11862829,academic discipline,,,Q104985225,percussion performance
Q111389636,saurology,the branch of herpetology that deals with lizards,Q99397804,branch of zoology,,,Q9307400,reptiliology
Q115160941,saxophone performance,performance of music on saxophone,Q11862829,academic discipline,,,Q6942562,musical performance
Q3475787,science and technology of physical and sporting activities,French university course,Q11862829,academic discipline,,,,
Q2485457,science education,teaching and learning of science to non-scientists within the general public,Q108161738,branch of education,,,Q1782301,study
Q26710929,security science,discipline that studies the behavior of man in society with the purpose of social peace through risk management,Q11862829,academic discipline,,,Q5769133,Factual science
Q9261228,segmental phonology,"the study of the way speech can be analyzed into discrete units, or segments, that constitute the basis of the sound system",Q11862829,academic discipline,,,Q40998,phonology
Q126181255,selenology,branch of astronomy that deals with the Moon,Q131565179,branch of astronomy,,,Q104499,planetary science
Q120969778,semantic bus,area of research,Q11862829,academic discipline,,,,
Q120969817,semantic middleware,area of research,Q11862829,academic discipline,,,,
Q120969798,semantic portal,area of research,Q11862829,academic discipline,,,,
Q120910076,semantic profiles,area of research,Q11862829,academic discipline,,,,
Q60195,semiotics,"the study of signs and symbols and sign processes, where the signs and symbols may include non-linguistic ones",Q11862829,academic discipline,,,Q84771819,interdisciplinary program
Q136298391,sensory physiology,branch of physiology dealing with sensory systems,Q2267705,field of study,,,Q521,physiology
Q120969819,sentence context ontology,area of research,Q11862829,academic discipline,,,,
Q130270551,seroepidemiology,epidemiological investigation involving the identification of antibodies to specific antigens in populations of individuals,Q11862829,academic discipline,,,Q502159,serology
Q120910081,services,area of research,Q11862829,academic discipline,,,,
Q9158025,sexual anthropology,subdiscipline of anthropology,Q106720965,branch of anthropology,,,Q98929208,queer studies
Q125517135,skin biochemistry,specialty within biochemistry,Q28598684,branch of biology,,,Q7094,biochemistry
Q29051,social anthropology,"branch of anthropology that studies ethnographic societies, art, folklore, religions, nationalism, ethnicities and pattern of behaviour in human societies.",Q106720965,branch of anthropology,Q21505779,social and cultural anthropology,Q23404,anthropology
Q96239348,social dialectology,the study of social dialects; the study of linguistic variation between social groups or classes,Q11862829,academic discipline,,,Q146893,dialectology
Q34749,social science,academic disciplines concerned with society and the relationships between individuals in society,Q15831325,class used in Universal Decimal Classification,,,Q97929320,"humanities, arts and social sciences"
Q7551361,social science education,branch of education,Q108161738,branch of education,,,Q8434,education
Q2724244,social web,set relations linking people through the WWW,Q11862829,academic discipline,,,,
Q7552777,sociocultural anthropology,branch of anthropology,Q106720965,branch of anthropology,,,Q29051,social anthropology
Q160845,sociolinguistics,study of language use and its effects on society,Q135892289,branch of linguistics,,,Q8162,linguistics
Q638608,software development,creation and maintaining of programs and applications,Q2267705,field of study,,,Q1395034,new product development
Q80993,software engineering,academic discipline that studies systematic approaches to developing software,Q123370638,branch of computer science,Q682496,systems engineering,Q682496,systems engineering
Q2299570,somatology,study or science of the human body as a branch of anthropology,Q106720965,branch of anthropology,,,Q219488,primatology
Q25054415,space psychology,the application of psychological procedures to the problems of humans functioning in outer space,Q60680430,branch of psychology,,,Q538904,applied psychology
Q1195766,space sciences,sciences of outer space,Q11862829,academic discipline,,,Q338,cosmology
Q1595434,special education,pedagogy discipline,Q108161738,branch of education,,,Q7922,pedagogy
Q65306641,spectrometry,"measurement of the interactions between light and matter, and the reactions and measurements of radiation intensity and wavelength",Q11862829,academic discipline,,,Q4751159,analytical chemical technique
Q52946,speech,human vocal communication using spoken language,Q11862829,academic discipline,Q11024,communication,Q4127956,second signal system
Q105549868,speech physiology,field within speech science,Q11862829,academic discipline,,,Q2892439,human physiology
Q7577047,spider anatomy,anatomy of spiders,Q11862829,academic discipline,,,Q8198634,animal anatomy
Q1799172,sports anthropology,branch of anthropology for the cultural practice of sports,Q106720965,branch of anthropology,,,Q28598,cultural anthropology
Q1298380,sports science,interdisciplinary study of physical activity,Q11862829,academic discipline,,,Q657632,kinesiology
Q107373802,stage direction for opera,field of study focusing on the staging of operas,Q11862829,academic discipline,,,Q36492844,planned production
Q120910099,statistical analysis,area of research,Q11862829,academic discipline,,,Q7754,mathematical analysis
Q127740473,statistical ecology,"the study of ecological systems using mathematical equations, probability, and empirical data",Q104193250,branch of ecology,,,Q12483,statistics
Q104996128,steelpan performance,performance of music on steelpan drums,Q11862829,academic discipline,,,Q6942562,musical performance
Q2295061,stellar astronomy,astronomy of self-luminous gaseous celestial bodies of great mass whose shape is usually spheroidal and whose size may be as small as the earth or larger than the earth's orbit,Q131565179,branch of astronomy,Q333,astronomy,Q333,astronomy
Q134783,stratigraphy,study of rock layers and the layering process,Q87058424,branch of geology,,,Q1069,geology
Q104780697,stream ecology,ecology of streams and rivers,Q104193250,branch of ecology,,,Q20417087,freshwater ecology
Q120910070,stream reasoning,area of research,Q11862829,academic discipline,,,,
Q110406819,street design,design of streets,Q11862829,academic discipline,,,Q63100,urban design
Q334823,structural geology,science of the description and interpretation of deformation in the earth's crust independent of extent,Q87058424,branch of geology,,,Q128894857,physical geology
Q120969780,structured machine learning,area of research,Q11862829,academic discipline,,,,
Q130216732,synaptology,the scientific study of nerve synapses,Q28598684,branch of biology,,,Q2728012,neurobiology
Q130221760,synoptic meteorology,"a branch of meteorology that uses synoptic weather observations and charts for the diagnosis, study, and forecasting of weather",Q130304502,branch of meteorology,,,Q25261,meteorology
Q120969802,terminology enrichment,area of research,Q11862829,academic discipline,,,,
Q4455895,terminology science,branch of linguistics studying special vocabulary,Q11862829,academic discipline,,,Q1235196,documentation science
Q6031015,theater arts education,field of study associated with the teaching and learning of theater arts,Q108161738,branch of education,,,Q29585976,cultural education
Q3620447,theatre anthropology,subdiscipline within anthropology,Q106720965,branch of anthropology,,,Q28598,cultural anthropology
Q109568007,theatre performance studies,academic discipline,Q11862829,academic discipline,,,Q7168264,performance studies
Q107508911,theological studies,academic discipline,Q11862829,academic discipline,,,,
Q109676580,thermobiology,"study of physiological and ecological consequences of body temperature and of the biophysical, morphological, and behavioral determinants of organism temperature",Q28598684,branch of biology,,,Q420,biology
Q126078535,thermology,the science of and study of heat,Q11862829,academic discipline,,,Q413,physics
Q120969822,tools,area of research,Q11862829,academic discipline,,,,
Q120969811,topographic data science,area of research,Q11862829,academic discipline,,,,
Q120969815,tourism ontology,area of research,Q11862829,academic discipline,,,,
Q125197414,transportation safety administration,academic major,Q11862829,academic discipline,,,Q55693887,public administration theory
Q108304567,tree island ecology,ecology of tree islands,Q104193250,branch of ecology,,,Q104200566,wetland ecology
Q105279810,trombone performance,performance of music on the trombone,Q11862829,academic discipline,,,Q6942562,musical performance
Q3333930,tropical meteorology,the study of the tropical atmosphere,Q130304502,branch of meteorology,,,Q25261,meteorology
Q105280408,trumpet performance,performance of music on the trumpet,Q11862829,academic discipline,,,Q6942562,musical performance
Q103964477,tuba performance,performance of music on the tuba,Q11862829,academic discipline,,,Q6942562,musical performance
Q13649246,uncertainty,"situation which involves imperfect and/or unknown information, regarding the existing state, environment, a future outcome or more than one possible outcomes",Q130459448,condition type,Q77468620,psychological terminology,Q86923152,risk source
Q120910087,understandability,area of research,Q11862829,academic discipline,,,,
Q27977,urban anthropology,"subset of anthropology that focuses on the study of cities, urban spaces, residential suburbs and the ways people interact within these environments, in concerns with issues of urbanization, poverty and neoliberalism",Q106720965,branch of anthropology,,,Q59950,urbanism
Q23578769,urban studies,field within the social sciences,Q11862829,academic discipline,,,Q12831143,human geography
Q127388251,uredinology,branch of mycology dealing with the rusts,Q28598684,branch of biology,,,Q7175,mycology
Q120969812,user experiment,area of research,Q11862829,academic discipline,,,,
Q120969818,user interaction,"interaction between computers or digital systems and users (includes user input and system response based on it, with design quality directly affecting user experience, making it crucial for efficient and user-friendly design)",Q11862829,academic discipline,,,,
Q818362,user modeling,data structure used to capture certain characteristics about an individual user,Q11862829,academic discipline,,,,
Q138333181,vascular biology,"the study of blood vessels, their development, structure, function, and diseases",Q28598684,branch of biology,,,Q10546286,clinical physiology
Q124650805,vermeology,branch of zoology dealing with worms,Q99397804,branch of zoology,,,Q12744095,invertebrate zoology
Q107217372,vernal pool ecology,ecology of vernal pools,Q104193250,branch of ecology,,,Q104196941,aquatic ecology
Q10818163,vertebrate anatomy,anatomy of vertebrates,Q1047113,field of study,,,Q8198634,animal anatomy
Q106099091,vertebrate embryology,embryology of vertebrates,Q11862829,academic discipline,,,Q131683,embryology
Q3634677,vertebrate paleontology,scientific study of prehistoric and fossil vertebrates,Q104415895,branch of paleontology,,,Q18358830,vertebrate zoology
Q110245063,veterinary science,branch of life science dealing with the health and well-being of animals,Q11862829,academic discipline,,,Q110231626,"agricultural, veterinary and food sciences"
Q131154259,video game composition,subdiscipline of music composition,Q11862829,academic discipline,,,Q105107008,music composition
Q105279242,viola performance,performance of music on the viola,Q11862829,academic discipline,,,Q6942562,musical performance
Q104733130,violence prevention,actions and policies to prevent violence,Q11862829,academic discipline,,,Q1717246,prevention
Q104998197,violin performance,performance of music on the violin,Q11862829,academic discipline,,,Q6942562,musical performance
Q2746658,visual anthropology,"subfield of social anthropology that is concerned, in part, with the study and production of ethnographic photography, film and, since the mid-1990s, new media",Q106720965,branch of anthropology,,,Q29051,social anthropology
Q1757598,visual art education,teaching related to the visual arts,Q108161738,branch of education,,,Q352842,teaching
Q105245071,vocal performance,performance of music by singers,Q11862829,academic discipline,,,Q6942562,musical performance
Q129260008,vocational psychology,"the application of psychological principles to the problems of vocational choice, selection, and training",Q60680430,branch of psychology,,,Q9418,psychology
Q102904,volcanology,field of geology dedicated to the research of volcanoes,Q87058424,branch of geology,Q1069,geology,,
Q110968692,watershed hydrology,hydrology of watersheds,Q11862829,academic discipline,,,Q105277236,watershed science
Q4387041,watershed management,management of watersheds,Q11862829,academic discipline,,,Q5333882,ecosystem management
Q105575936,wildlife resources,academic discipline,Q11862829,academic discipline,,,Q105575840,natural resources
Q249,wireless communication,transfer of information or power that does not require the use of physical wires,Q11862829,academic discipline,,,Q1061219,telecommunications engineering
Q105596644,wood science,"study of wood as a material and its physical, chemical, and biological characteristics",Q11862829,academic discipline,,,Q1710723,materials engineering
Q8034614,work design,core function of Human Resource Management,Q11862829,academic discipline,,,,
Q116255688,youth counseling,"consultation that provides advice, information, and support to young people, usually in adolescence or slightly younger",Q60680430,branch of psychology,,,Q4390239,counseling
Q97200241,zoonotic virology,the study of zoonotic viruses and zoonoses,Q28598684,branch of biology,,,Q7215,virology
