qid,label,in_discipline_taxonomy,in_majors,fast_id,gnd_id,lcsh_id,ddc,aat_id,lcc
Q223871,mediation,no,yes,,4191538-0,sh85082846,303.69,300258346,
Q14970638,medical assistant,no,yes,,4270817-5|4003163-9,,,,
Q6806472,medical billing,no,yes,,,,,,
Q25419089,medical biotechnology,no,yes,,,,,,
Q931309,medical imaging,no,yes,,4006617-4,sh85037507,616.0754,,
Q6567097,medical laboratory science,no,yes,,,,,,
Q55584925,medical life sciences,no,yes,,,,,,
Q1120908,medical physics,no,yes,,4130758-6,sh85083001,610.153,,
Q12391992,medieval English literature,no,yes,,,,,,
Q15812036,medieval German studies,no,yes,,4142065-2,sh85054412,,,
Q1163234,medieval Latin,no,yes,,,,477,300388857,
Q134301694,medieval Spanish literature,no,yes,,,,,,
Q1671076,medieval archaeology,no,yes,,,sh85006512,940.1,,
Q117812234,medieval art historian,no,yes,,,,,,
Q27992545,medieval history,no,yes,,,,,,
Q119190,medieval studies,no,yes,,4038217-5,sh85085002,,300389816,
Q444345,melodics,no,yes,,,,,,
Q1919954,membrane biophysics,no,yes,,,,,,
Q120986019,mental health counseling,no,yes,,,,,,
Q1175969,mental hygiene,no,yes,,4047698-4,,,,
Q5916079,metallurgical engineering,no,yes,,,,,,
Q11467,metallurgy,no,yes,,4074756-6,sh85084158,669,300054499,
Q1934048,micro system technology,no,yes,,4221617-5,,,,
Q175403,microelectronics,no,yes,,4039207-7,sh85084822,621.381,300253974,
Q48967832,microwave spectroscopy,no,yes,,,,,,
Q18088513,milieusysteem,no,yes,,,,,,
Q627716,military aviation,no,yes,,,sh85001371,,,
Q192781,military history,no,yes,1021222,4169943-9,sh85085207|sh00005863,355.009,300249450,
Q9299550,military history of Portugal,no,yes,,,,,,
Q1483473,military history of the United States,no,yes,,,sh85140338,,,
Q192386,military science,no,yes,,4169977-4,,350,,
Q219087,military strategy,no,yes,,4309237-8,sh85128514,355.02,,
Q44497,mining,no,yes,,4005614-4,,622,300054710,
Q1370637,mining engineering,no,yes,1022890,4170498-8,sh85085712,,,
Q910375,missiology,no,yes,,4170151-3,,,,
Q3317838,modeling,no,yes,,,sh85086422,,300053130|300053130,
Q21572183,"modeling, virtual environments and simulation",no,yes,,,,,,
Q3281534,modern period,no,yes,,4171678-4,sh85061236,,,
Q11790583,modern philology,no,yes,,,,,,
Q7202,molecular biology,no,yes,1024734,4039983-7,sh85086577,572.8|611.01816,300054470,
Q55659937,"molecular biology, genetics, and bioengineering",no,yes,,,,,,
Q64898507,molecular biosciences,no,yes,,,,,,
Q55213915,molecular design,no,yes,,4265444-0,,,,
Q3523861,molecular engineering,no,yes,,,,,,
Q4118435,molecular epidemiology,no,yes,,,,,,
Q3523816,molecular medicine,no,yes,,,,,,
Q2007033,molecular phylogenetics,no,yes,,,sh2003004725,,,
Q16669800,moral philosophy,no,yes,,,,,,
Q4355306,moral psychology,no,yes,,,,,,
Q15195740,moral theology,no,yes,,4074972-1,,205,,
Q115912559,morphometric analysis,no,yes,,,,,,
Q1851434,morphometrics,no,yes,,4140696-5,,,,
Q41253,movie theater,no,yes,,4129654-0,sh85088079,725.823,300007135,
Q134405160,multilateral diplomacy,no,yes,,,,,,
Q30671941,multimedia journalism,no,yes,,,,,,
Q460162,museology,no,yes,1030114|2033919,4170787-4,sh85088722|sh2021008605,069,300054275,
Q65007448,music,no,yes,,,,,,
Q105107008,music composition,no,yes,,,,,,
Q10590700,music history,no,yes,,4456406-5,,,,
Q6941977,music librarianship,no,yes,,,,,,
Q2001895,music paleography,no,yes,,,sh85097089,780.262,,
Q104450393,music performance,no,yes,,,,,,
Q1955212,music philology,no,yes,,,,,,
Q64416036,music printing,no,yes,,,,,,
Q959049,music production,no,yes,,4235850-4,,,,
Q193544,music theory,no,yes,1030620,4040876-0,sh85088826,781,300417579,MT5.5-MT7
Q510293,musical acoustics,no,yes,,,,,,
Q65096458,musical arts,no,yes,,,,,,
Q1049625,musical improvisation,no,yes,968306,,sh85064678,781.36,,
Q1370345,musical theater,no,yes,,4040874-7,,,,
Q580854,mythography,no,yes,,,,,,
Q382451,narratology,no,yes,,4152975-3,sh85038364,,,
Q6456916,national economy,no,yes,,4063885-6,,,,
Q258307,national security,no,yes,,,sh85090122,,,
Q55549024,national security and strategic studies,no,yes,,,,,,
Q4314780,nationalism studies,no,yes,,,,,,
Q43619,natural environment,no,yes,,,,,,
Q43400663,natural resource science,no,yes,,,,,,
Q105575840,natural resources,no,yes,,,,,,
Q55714778,natural resources law and international environmental law,no,yes,,,,,,
Q113976585,natural science,no,yes,,,,,,
Q1391017,natural sciences,no,yes,,,,,,
Q123654087,nautical cartography,no,yes,,,,623.8922,,
Q1979034,network engineer,no,yes,,,,,,
Q1192971,network theory,no,yes,,,,,,
Q64811445,networks and security,no,yes,,,,,,
Q29957723,neurobehavioral genetics,no,yes,,,,,,
Q1045712,neuroeconomics,no,yes,,,sh2005008805,,,
Q30899321,neurofisiopatologia,no,yes,,,,,,
Q3026765,neuropharmacology,no,yes,,,,,,
Q683794,new media,no,yes,,4196910-8,,302.231,,
Q378604,new media art,no,yes,,4113418-7,,,300386814,
Q118744842,new technology,no,yes,,,,,,
Q111146040,newest history,no,yes,,,,,,
Q3125341,noetics,no,yes,,,,,,
Q1097688,non-parametric statistics,no,yes,,,sh85092349,,,
Q627006,normal school,no,yes,,,,,,
Q3026029,normality test,no,yes,,,,,,
Q83504,nuclear engineering,no,yes,1040032,,sh85092968,621.48,,
Q81197,nuclear physics,no,yes,1040386,4030340-8,sh85093024,539.7,300054569,
Q186360,nurse,no,yes,1041618,4165516-3|4032826-0,sh85093349,610.73092,300156142,
Q3475757,nursing science,no,yes,,7603053-2,,,,
Q104853682,oboe performance,no,yes,,,,,,
Q5284418,obstetrics,no,yes,1042994,4019604-5,sh85093768,618.2,,
Q80015,obstetrics and gynaecology,no,yes,,,,,,
Q7478098,occupational health,no,yes,,,,,,
Q2064531,occupational safety,no,yes,,4068817-3,,,300179384,
Q380141,occupational therapy,no,yes,,4673586-0,sh85093850,616.89165|615.8515,300189220,
Q3349060,oceanology,no,yes,,,,,,
Q110735073,oenology and viticulture,no,yes,,,,,,
Q2751907,office administration,no,yes,,,,,,
Q107183471,opera production,no,yes,,,,,,
Q1423657,operations management,no,yes,,,,,,
Q161437,ophthalmology,no,yes,,4003593-1,sh85095071,617.7|617,,
Q14620,optics,no,yes,1046845,4043650-0,sh85095181,535,300054570,
Q618211,optometry,no,yes,,,sh85095209,617.75,300237219,
Q127522898,oral biology,no,yes,,,,,,
Q13445028,oral hygiene,no,yes,,4067327-3,sh85087992|sh85036893,,,
Q5362857,oral kinesiology,no,yes,,,,,,
Q3673891,oral medicine,no,yes,,4077924-5,sh85128280,617.522|617.6,,
Q2027981,oral surgery,no,yes,,4040729-9,sh85088002,,,
Q105339166,organ performance,no,yes,,,,,,
Q19483216,organizational behavior studies,no,yes,,,sh85095524,,,HM791
Q149584,organizational theory,no,yes,,4121434-1,sh91002392,,,
Q237200,organometallic chemistry,no,yes,,4602390-2,sh86004134,547.05,,
Q2030542,oriental languages,no,yes,,,,,,
Q189553,otolaryngology,no,yes,1048946,4023088-0,sh85096050,617.51,,
Q3374341,painting,no,yes,,,,,300161986,
Q7132695,paper studies,no,yes,,,,,300260338,
Q1849855,parametric statistics,no,yes,,,,,,
Q7140480,particle-size analysis,no,yes,,,,,300379895,
Q7143049,pastoral counseling,no,yes,,,,,,
Q2056335,pastoral theology,no,yes,,4075925-8,sh85098604,253,,
Q1191511,pastry chef,no,yes,,,,,,
Q2056817,patholinguistics,no,yes,,4075929-5,,,,
Q20097254,peat chemistry,no,yes,,,,,,
Q1741837,pediatric nursing,no,yes,1056451,4129486-5,sh85099163,,,RJ245
Q1430816,pediatric surgery,no,yes,,7509388-1,sh85023483,617.98,,
Q104985225,percussion performance,no,yes,,,,,,
Q1399956,performance management,no,yes,,,sh2008109057,,,
Q7168264,performance studies,no,yes,,,,,,
Q184485,performing arts,no,yes,1057887,4129566-3,sh85099818,792|306.484|353.77|790.2|791,300054140,
Q938196,periodontology,no,yes,,,sh85099922,,,
Q2355242,personnel psychology,no,yes,,,,,,
Q3760196,petroleum geochemistry,no,yes,,,,,,
Q7180763,pharmaceutical sciences,no,yes,,,,,,
Q319616,pharmacognosy,no,yes,,4045693-6,sh85100596,615.321,,RS160-RS167.2
Q614304,pharmacy,no,yes,,4045705-9,sh85100603,615.1,300054520,
Q543219,pharmacy technician,no,yes,,4045704-7|4748762-8,sh85100623,,,
Q4356367,philosophical theology,no,yes,,,,,,
Q1257388,philosophy and economics,no,yes,,4066489-2,sh2008102562,,,
Q115156524,philosophy and politics,no,yes,,,,,,
Q564371,philosophy of education,no,yes,,4070955-3,,,,
Q11633,photography,no,yes,1061714,4045895-7,sh85101206|sh00006943,770,300054225,TR
Q111143966,photography studies,no,yes,,,,,,
Q506858,photojournalism,no,yes,1062022,4212482-7,sh85101288,,300054229|300386725,TR820
Q243253,physical education,no,yes,,4077704-2,sh85101517,613.7,,
Q5750455,physical metallurgy,no,yes,,,,,,
Q3409055,physical preparedness,no,yes,,,,,,
Q1294199,physics education,no,yes,,4045977-9,sh85101667,,,
Q186005,physiotherapy,no,yes,1062771,4045960-3,sh85101568,615.82,300156146,
Q486748,pianist,no,yes,,4131406-2|4426550-5,sh85101720,786.2092,300235018,
Q5994,piano,no,yes,,4030982-4,sh85101722,786.2,300042909,
Q842158,plant biotechnology,no,yes,,,,,,
Q107616960,plant cell biology,no,yes,,,,,,
Q1078913,plastic arts,no,yes,,4046277-8,,,300311925,
Q4364900,plethysmography,no,yes,,,,,,
Q835023,poetics,no,yes,,4046449-0,sh85103703,801.93|808.1,300069325,
Q482,poetry,no,yes,1067691,,sh85103704,808.81,300055931,PN1010-PN1551
Q37445,police science,no,yes,,,,,,
Q12142141,political activity,no,yes,,,,,,
Q47555,political economics,no,yes,,4115586-5,,330,,
Q191320,political geography,no,yes,,4046535-4,sh85054025,320.12,,Z6004.P7
Q1494494,political science and government,no,yes,,4182687-5,,,,
Q55659900,political science and international relations,no,yes,,,,,,
Q745692,political sociology,no,yes,,4046558-5,sh85104457,306.2,,
Q15831440,political studies,no,yes,,,,,,
Q7163,politics,no,yes,1919741,4046514-7,sh2002011436,320|324,300055537,
Q64810360,politics/international affairs,no,yes,,,,,,
Q7229751,popular culture studies,no,yes,,,,,,
Q31151,population genetics,no,yes,,4046804-5,sh85104920,576.58,,
Q4118152,postgraduate diploma,no,yes,,,,,,
Q141212,postgraduate education,no,yes,,4277297-7,,,,
Q7234391,postmodernist anthropology,no,yes,,,,,,
Q1803786,power engineering,no,yes,,4113411-4,,621.31,,
Q1269769,practical computer science,no,yes,,,,,,
Q2310752,prehistory and early history,no,yes,,4121886-3,,,,
Q17634913,premilitary instruction,no,yes,,,,,,
Q2108944,press statistics,no,yes,,,,,,
Q975085,primary education,no,yes,903204,4158406-5,sh85041077|sh99005768,372,300054366,
Q65007594,primary teaching,no,yes,,,,,,
Q219488,primatology,no,yes,,,,,,
Q271588,printmaking,no,yes,,,,,300131119,
Q1733207,private international law,no,yes,,4027446-9,sh85030965,340.9,,
Q4122235,private law,no,yes,,4047304-1,,346,,
Q2144042,process engineering,no,yes,,4062781-0,sh85107212,,,
Q64808885,production design,no,yes,,,,,,
Q1080208,production theory,no,yes,,,,,,
Q121594,professor,no,yes,,,sh85028378,,300025533,
Q834933,progressive education,no,yes,,,sh85107319,,,
Q179012,project management,no,yes,,4047441-0,sh85065919,658.404,,
Q852732,proof theory,no,yes,,4145177-6,sh85107437,511.36,,QA9.54
Q1129066,proprioception,no,yes,,,,,,
Q50490353,protein crystallography,no,yes,,,,,,
Q50490180,protein science,no,yes,,,,,,
Q557399,psychoacoustics,no,yes,1081233,4176198-4,sh85108410,,,
Q12354186,psychoanthropology,no,yes,,,,,,
Q1064195,psychology of art,no,yes,,,,,,
Q7256417,psychology of film,no,yes,,,,,,
Q2642975,psychopedagogy,no,yes,,,,370.15,,
Q1428943,psychophysiology,no,yes,,,sh85108484,612.8,,
Q31728,public administration,no,yes,1081976,,sh85108611,350,300254069,
Q55693887,public administration theory,no,yes,,,,,,
Q52676286,public affairs,no,yes,,,,,,
Q274490,public finance,no,yes,,4121273-3,sh85048270,336,,
Q207892,public law,no,yes,,4043181-2,sh85108696,342,300054444,
Q294199,public order,no,yes,,4276243-1,,,,
Q85710967,public policy studies,no,yes,,,,,,
Q133080,public relations,no,yes,,4043188-5,sh85108753,659,300054685,HM1221
Q3972943,publishing,no,yes,1083463,4187925-9,sh85108871,002|801.959,300054686,
Q203337,pulmonology,no,yes,,4122323-8,,,,
Q7260944,purchasing manager,no,yes,,,,,300252561,
Q837863,pure mathematics,no,yes,,,,,,
Q1144457,quantum physics,no,yes,,4047992-4|4266670-3,,530.12|539,,
Q64800769,quantum technology,no,yes,,,,,,
Q21583222,rabbinic studies,no,yes,,,,,,
Q872,radio,no,yes,1087053,,sh85110385,791.4,300249989,PN1991-1991.9|TK
Q7281262,radioglaciology,no,yes,,,,,,
Q77604,radiology,no,yes,,4048213-3,sh85110774,616.0757,300229401,
Q290578,radiophysics,no,yes,,,,,,
Q137560460,radioproductie,no,yes,,,,,,
Q4260703,railway engineering,no,yes,,4151498-1,sh85110872,,,
Q3067311,reception aesthetics,no,yes,,,,,,
Q7306175,redology,no,yes,,,,,,
Q482379,regional development,no,yes,,4076605-6,,,,
Q107191213,regulated sectors law,no,yes,,,,,,
Q9174,religion,no,yes,1093763,4049396-9,sh85112549|sh2002007663,200,300054300,
Q670732,religious law,no,yes,,4030746-3,,,,
Q55585836,renewable energy,no,yes,,,,,,
Q653838,rescue archaeology,no,yes,,4172069-6,,,300263442|300379376,
Q17126809,rescuer,no,yes,,,,,,
Q327657,rheumatology,no,yes,,4128646-7,sh88000877,616.723,,
Q2349677,road construction,no,yes,1098548|1098394,4057887-2,sh85114491|sh85114461,,,
Q1446961,rocket science,no,yes,,1180403177,,,,
Q3045473,rural development,no,yes,,4034450-2,sh85115899,,300055435,
Q1393258,rural economics,no,yes,,,,,,
Q116250315,rural social sciences,no,yes,,,,,,
Q1187231,sabermetrics,no,yes,,,,,,
Q666125,sacred history,no,yes,,,,,,
Q4411719,sacred theology,no,yes,,,,,,
Q135581741,santur performance,no,yes,,,,,,
Q115160941,saxophone performance,no,yes,,,,,,
Q2251335,school teacher,no,yes,,,,,,
Q97379602,science administration,no,yes,,,,,,
Q2737409,science of hadith,no,yes,,,,,,
Q2116549,science of journalism,no,yes,,4126878-7,,,,
Q1332231,science studies,no,yes,,4129377-0,,,,
Q24550172,scientific culture,no,yes,,,,,,
Q55029126,scientific metrology,no,yes,,,,,,
Q865354,scientific socialism,no,yes,,,,,,
Q103076,screenplay,no,yes,1726675,4127976-1,sh85088064,791.437,300026491,
Q17310537,sculpture,no,yes,,,,,,
Q13006147,secondary education,no,yes,903252,4077347-4,sh85041082,373,300054368,
Q1280151,security studies,no,yes,,,,,,
Q957366,semiology,no,yes,,,,,,
Q652122,sewing,no,yes,,4171095-2,sh85120542,646,300053658|300261537,
Q482752,sharia,no,yes,979949,1151921939,sh85068454,340.59,,
Q3253150,shipping,no,yes,,,,,,
Q1363492,single-entry bookkeeping system,no,yes,,4163148-1,,,,
Q65096622,social and community leadership,no,yes,,,,,,
Q6701907,social communication,no,yes,,,,,,
Q524273,social geography,no,yes,,4055768-6,,304.2,,
Q908604,social history,no,yes,1122498,4055772-8,sh85123948,306.09,300054403,
Q1572493,social pedagogy,no,yes,,4055864-2,,,,
Q64812745,social policy and administration,no,yes,,,,,,
Q7551361,social science education,no,yes,,,,,,
Q33122512,social sciences and humanities,no,yes,,,,,,
Q14565700,social studies,no,yes,,4055852-6,sh85124019,,,
Q66306401,social welfare,no,yes,,,,,,
Q205398,social work,no,yes,,4055676-1,,,,
Q2305240,social work science,no,yes,,,,,,
Q18415368,socio-anthropology of adolescence,no,yes,,,,,,
Q10296989,soft science,no,yes,,,,,,
Q846636,software architecture,no,yes,,4121677-5,,,,
Q9161265,soil science,no,yes,,4007379-8,sh85124376,,300054557,S590-S599.9
Q1080293,solid mechanics,no,yes,,4129367-8,,531,,
Q1937950,sound design,no,yes,,7693207-2,,,,
Q2122746,source criticism,no,yes,,,,,,
Q149013,spatial planning,no,yes,,4048590-0,,,,
Q1870019,spatial science,no,yes,,,,,,
Q1595434,special education,no,yes,,,,,,
Q212105,special education,no,yes,,4077513-6,sh85046212,371|371.9,300185659,
Q3897665,special pathology,no,yes,,,,,,
Q49840227,speculative fiction studies,no,yes,,,,,,
Q105549868,speech physiology,no,yes,,,,,,
Q18392412,spongiology,no,yes,,,,,,
Q55714014,sport and health education,no,yes,,,,,,
Q48519,sport management,no,yes,,,,,,
Q632190,sport psychology,no,yes,,,,,,
Q7579398,sports communication,no,yes,,,,,,
Q107373802,stage direction for opera,no,yes,,,,,,
Q104996128,steelpan performance,no,yes,,,,,,
Q7621829,strategic communication,no,yes,,,,,,
Q2353818,strategic studies,no,yes,,,,,,
Q4989013,studie Nederlands recht,no,yes,,,,,,
Q124624035,studies in cartography,no,yes,,,,,,
Q7628268,studio art,no,yes,,,,,,
Q1502849,study of geodesy,no,yes,,,,,,
Q739465,study of the Hebrew language,no,yes,,4159338-8,,492.4|892.4,,
Q17397651,supersonic aerodynamics,no,yes,,,,,,
Q492886,supply chain management,no,yes,,4684051-5,sh85018306,658.5|658.7,,
Q756449,supramolecular chemistry,no,yes,,4306141-2,sh00000385,541.226,,
Q816425,surveying,no,yes,,,sh85130857,333.08,300054691,
Q442321,sustainability science,no,yes,,,,,,
Q64803113,sustainable energy conversion processes,no,yes,,,,,,
Q64803273,sustainable energy in buildings and built environment,no,yes,,,,,,
Q64803586,sustainable energy systems and markets,no,yes,,,,,,
Q7661192,symbolic systems,no,yes,,,,,,
Q3510806,symptomatology,no,yes,,4078106-9,,616.0754,,
Q3643037,systematic botany,no,yes,,,,580.12,,
Q7663779,systematic musicology,no,yes,,,,,,
Q942569,systems analyst,no,yes,,,,003.092,300025822,
Q1452527,systems psychology,no,yes,,,,,,
Q335414,tafsir,no,yes,2016565,4184345-9,sh85072967,,,BP130.4
Q28873643,tailoring,no,yes,,,,,,
Q856251,tax law,no,yes,,4116614-0,sh85132851,343,,
Q1964442,taxation,no,yes,,,sh99005245,,,
Q37226,teacher,no,yes,1144248,4035088-5|4035097-6,sh85132964,371.1,300025529,
Q350453,teaching methodology,no,yes,,4123176-4,,,,
Q2860371,technical architecture,no,yes,,,,,,
Q4456813,technical chemistry,no,yes,,,,,,
Q1132530,technical communication,no,yes,,,,,,
Q64800628,technology strand,no,yes,,,,,,
Q3931801,television direction,no,yes,,,,791.450233,,
Q1407228,television production,no,yes,,4127335-7,,,,
Q28595119,television production expert,no,yes,,,,,,
Q2065951,television studies,no,yes,,4154055-4,,,,
Q746345,terma,no,yes,,,,,,
Q1725664,terminology,no,yes,,4059501-8,sh85134029,401.4|4--014|1--014,,
Q28823,textile,no,yes,,4135786-3|4059615-1,,677|620.197|687,300231565|300014063,
Q55227852,textile archaeology,no,yes,,,,,,
Q763631,textile design,no,yes,,7506104-1,,,,
Q20825773,textile engineering,no,yes,,4059643-6,,,,
Q275456,textual criticism,no,yes,883762,4059657-6,sh85034152|sh99005388,801.959,,P47|PA47
Q61959057,theater arts,no,yes,,,,,,
Q6031015,theater arts education,no,yes,,,,,,
Q2416230,theatre criticism,no,yes,,4059714-3,sh85039340,792.015,,
Q120280116,theatre management,no,yes,,,,,,
Q109568007,theatre performance studies,no,yes,,,,,,
Q3387717,theatrical director,no,yes,,4185053-1|4469908-6,sh85134614,792.0233092,,
Q1336234,theatrical scenic painting,no,yes,,,,,,
Q108000026,theological languages,no,yes,,,,,,
Q107508911,theological studies,no,yes,,,,,,
Q7782365,theoretical ecology,no,yes,,,,,,
Q351625,theoretical linguistics,no,yes,,,,,300054256,
Q18362,theoretical physics,no,yes,,4117202-4,,530.1,,
Q7782373,theoretical psychology,no,yes,,,,,,
Q21698871,theory of machines,no,yes,,,,,,
Q2419397,therapist,no,yes,,4194046-5|4405182-7,,,300025598,
Q589646,theriogenology,no,yes,,,,,,
Q3110778,thracology,no,yes,,,,,,
Q1898664,tobaccology,no,yes,,,,,,
Q134435,topography,no,yes,,4133697-5,sh85136077,910,,
Q55713991,tourism and hospitality management,no,yes,,,,,,
Q1350203,tourism geography,no,yes,,4122150-3,,,,
Q15851294,tourism management,no,yes,,,,,,
Q976962,tourism studies,no,yes,,4218983-4,,,,
Q4461829,tractor driver,no,yes,,,,,,
Q601401,trade,no,yes,,4023222-0,sh85028901,381,300061886,
Q200253,traditional Chinese medicine,no,yes,,,sh85083125,,,
Q1362446,traffic psychology,no,yes,,,,,,
Q7833793,transatlantic studies,no,yes,,,,,,
Q7553,translation,no,yes,1154795,4061418-9,sh85136958,418.02,300069831,P306-P310
Q501778,translation studies,no,yes,,4438228-5,,,,
Q2449515,transnational history,no,yes,,,,,,
Q1049976,transplantology,no,yes,,,,,,
Q114588918,transport management,no,yes,,,,,,
Q125197414,transportation safety administration,no,yes,,,,,,
Q7839940,trial advocacy,no,yes,,,,,,
Q105279810,trombone performance,no,yes,,,,,,
Q2982669,tropical geometry,no,yes,,,,,,
Q1365243,tropical medicine,no,yes,1157469,4127753-3,sh85138061,,,RC960-RC962
Q105280408,trumpet performance,no,yes,,,,,,
Q103964477,tuba performance,no,yes,,,,,,
Q42170949,tungustology,no,yes,,,,,,
Q1667633,university history,no,yes,,7504326-9,,,,
Q1569011,urban history,no,yes,,,,,300054404,
Q69883,urban planning,no,yes,862177,4056754-0,sh85026282,710,300054427,HT165.5-HT169.9|K3534
Q597680,urban sociology,no,yes,,,sh85124233,307.76,300054460,
Q105650,urology,no,yes,,4062158-3,sh85141451,616.6,,
Q27133094,vaccine development,no,yes,,,,,,
Q48061040,vegetation ecology,no,yes,,,,,,
Q110245063,veterinary science,no,yes,,,,,,
Q645938,victimology,no,yes,,4078906-8,,362.88,,
Q131154259,video game composition,no,yes,,,,,,
Q12996592,video production,no,yes,,,,,,
Q105279242,viola performance,no,yes,,,,,,
Q8355,violin,no,yes,1167350,4019791-8,sh85143544,787.2,300042215,
Q55659935,visual arts and visual communication design,no,yes,,,,,,
Q1899679,visual communication,no,yes,,4131112-7,sh85143917,,,
Q64800727,visual communication design,no,yes,,,,,,
Q105245071,vocal performance,no,yes,,,,,,
Q105277236,watershed science,no,yes,,,,,,
Q386275,web development,no,yes,,,sh98004795,,,
Q1196135,web engineering,no,yes,,,,,,
Q579439,web science,no,yes,,,,,,
Q836328,welder,no,yes,1173564,4126530-0,sh85146011,671.520  92,300025311,
Q131172,welding,no,yes,,4053870-9,sh85146012,671.52,300053958,
Q213376,winemaking,no,yes,,4189467-4,,641.872|663.2,300265204,
Q35069,women's studies,no,yes,,,,,300194262,
Q1609891,wood processing,no,yes,,4025684-4,,,,
Q105596644,wood science,no,yes,,,,,,
Q1504881,wood technology,no,yes,,,,,,
Q3307703,word processing,no,yes,,,,,,
Q6457238,world history,no,yes,,4079158-0,sh85148201,909,,
Q113534285,writing for children and young adults,no,yes,,,,,,
Q1469726,zoocoenology,no,yes,,,,,,
Q2755197,zoomusicology,no,yes,,,,,,
Q2703919,zymology,no,yes,,,,,,
Q120829059,études supérieures méridionales,no,yes,,,,,,
Q117227245,Государственное управление социальной сферой,no,yes,,,,,,
Q90240997,Зоотехния,no,yes,,,,,,
Q66005025,Промышленное и гражданское строительство,no,yes,,,,,,
Q99284887,"Строительство железных дорог, путь и путевое хозяйство",no,yes,,,,,,
Q116983272,Судебно-прокурорско-следственная деятельность,no,yes,,,,,,
Q99284744,Управление социальной сферой,no,yes,,,,,,
Q66816515,Экономика и управление на предприятии,no,yes,,,,,,
Q90313860,Экономика и управление на предприятиях АПК,no,yes,,,,,,
Q114806080,Юридическая наука,no,yes,,,,,,
Q4213801,караимоведение,no,yes,,,,,,
Q109357455,大阪音楽大学音楽学部音楽学科ミュージッククリエーション専攻,no,yes,,,,,,
Q10308243,方志学,no,yes,,,,,,
Q229367,3D printing,yes,no,,1032223197,sh2009006799,621.988|670.285,300391465,
Q464974,Balkan studies,yes,no,,4143942-9,,,,
Q59068,Czech studies,yes,no,,4186370-7,,,,
Q1370467,EuroVoc,yes,no,,4474210-1,,,,
Q944537,Geisteswissenschaften,yes,no,,4019838-8,,001.3,,
Q2551624,IPv6,yes,no,,4462513-3,,,,
Q11802245,Integrated software,yes,no,,,sh88000222,,,
Q251212,Internet of things,yes,no,,7713781-4,sh2013000266,658.514|338.064|004.678,,
Q17884,LGBTQ,yes,no,,7705503-2,,,300400510,
Q722609,MARC standards,yes,no,,4168864-8,sh85080966,025.316,,
Q10322548,MQTT,yes,no,,1145336337,,004.62,,
Q1147173,Q1147173,yes,no,,4120425-6,,381,,
Q54837,Semantic Web,yes,no,1112076,4688372-1,sh2002000569,025.0427,300391330,TK5105.88815|ZA4240
Q7449064,Semantic integration,yes,no,,,sh2004000479,,,
Q2142577,Semitic studies,yes,no,,4180975-0,,,,
Q2755217,UNIMARC,yes,no,,4186896-1,sh85139700,025.316,,Z699.4.U22
Q169411,Unified Modeling Language,yes,no,1160249,4469781-8,sh97003561,,,
Q16872093,West Slavic Studies,yes,no,,4830608-3,,,,
Q466,World Wide Web,yes,no,1181326,4363898-3,sh95000541,025.042,300263365,
Q7048977,abstract entity,yes,no,,4191666-9,,,,
Q11862829,academic discipline,yes,no,,4151461-0,sh85141103,,,
Q3882459,acoustic wave,yes,no,,4191490-9,sh85125404,,,
Q82811,acoustics,yes,no,,4000988-9,sh2002006100,534,300054562,
Q1914636,activity,yes,no,,4058882-8,,,,
Q396198,agricultural policy,yes,no,801722,4000771-6,sh85002484,,,
Q396152,agrometeorology,yes,no,1018517,4141642-9,sh85084356,630.2515,,
Q105208008,algal ecology,yes,no,804848,,sh2005003172,,,
Q8366,algorithm,yes,no,805020,4001183-5,sh85003487,518.1,300065585,QA9.58
Q10818148,amphibian anatomy,yes,no,807902,,sh85004599,,,QL669
Q1434121,animal communication,yes,no,809125,,sh85005167,,300389742,QL776
Q10900987,animal ecology,yes,no,809150,4129378-2,sh85005172,591.7,,
Q111604218,animal ecophysiology,yes,no,809160,,sh91006269,,,QP82|QP82.2
Q16579254,animal morphology,yes,no,,,sh85087348,,,
Q857525,annotation,yes,no,,4560829-5,,,300026100,
Q1955092,anthropology of music,yes,no,,4237722-5,sh89003038,299.935,,
Q27890,anthropology of religion,yes,no,,,,,300157724,
Q6656244,anthropometry,yes,no,,,sh85005588,599.94,300054324,
Q166142,application,yes,no,,4120906-0,,005.3,,
Q165194,application programming interface,yes,no,,4430243-5,sh98004527,,,
Q177304,applied anthropology,yes,no,,,sh85006167,,,
Q11491273,applied chemistry,yes,no,,4216597-0,,,,
Q538904,applied psychology,yes,no,,4002028-9,sh85108472,158,,
Q28797,applied science,yes,no,,4142447-5,,,,
Q1347367,aptitude,yes,no,,4153521-2,sh85000155,,300220066,
Q5728861,aquatic biology,yes,no,811975,4026300-9,sh85006231,,,
Q104196941,aquatic ecology,yes,no,811988,4293663-9,sh85006232,577.6|577.7,,QH541.5.W3
Q4782809,aquatic science,yes,no,812097,,sh85006246,,,
Q637284,archaeological science,yes,no,,4130392-1,sh85006517,930.10285,300122729,
Q635374,architectural education,yes,no,813524,4002856-2,sh85006635,,300054377,
Q10418049,archiving,yes,no,,,,,300054627,
Q928786,area studies,yes,no,,,sh85006988,,,
Q11205,arithmetic,yes,no,,4002919-0,sh85007163,513,300054525,
Q16686448,artificial object,yes,no,,,,,300224592,
Q47407603,artistic creation,yes,no,,4166043-2,sh85033827,,,
Q46737,asset,yes,no,,4141749-5,sh85008784,,,
