master_id,master_id_type,master_label,item_count,discipline_count,major_count
sh85125363,lcsh_id,sound,1,1,0
7693207-2,gnd_id,sound design,1,0,1
sh85096159,lcsh_id,space exploration,1,1,0
sh85125953,lcsh_id,space sciences,1,1,0
4048590-0,gnd_id,spatial planning,1,0,1
sh85046212,lcsh_id,special education,1,0,1
025.46,ddc,specialised classification scheme,1,1,0
sh85126434,lcsh_id,speech,1,1,0
sh85126441,lcsh_id,speech act,1,1,0
4182549-4,gnd_id,speech science,1,1,0
sh85126887,lcsh_id,sport,1,1,0
306.483,ddc,sports anthropology,1,1,0
sh85126948,lcsh_id,sports medicine,1,1,0
sh86000064,lcsh_id,sports science,1,1,0
796.077,ddc,sports training,1,1,0
sh85127572,lcsh_id,statistical method,1,1,0
sh85127580,lcsh_id,statistics,1,1,0
sh85128181,lcsh_id,stochastic process,1,1,0
4124261-0,gnd_id,strategic management,1,1,0
sh85054086,lcsh_id,stratigraphy,1,1,0
sh85128566,lcsh_id,stream ecology,1,1,0
sh2010114838,lcsh_id,street design,1,1,0
4225664-1,gnd_id,structural geology,1,1,0
117,ddc,structure,1,1,0
4058216-4,gnd_id,studies,1,1,0
300343813,aat_id,study,1,1,0
901,ddc,study of history,1,1,0
492.4,ddc,study of the Hebrew language,1,0,1
sh94008290,lcsh_id,supervised learning,1,1,0
sh85018306,lcsh_id,supply chain management,1,0,1
sh00000385,lcsh_id,supramolecular chemistry,1,0,1
sh85130766,lcsh_id,surgery,1,1,0
sh85130857,lcsh_id,surveying,1,0,1
sh85130976,lcsh_id,swamp ecology,1,1,0
616.0754,ddc,symptomatology,1,0,1
sh85131652,lcsh_id,syntax,1,1,0
003,ddc,system,1,1,0
580.12,ddc,systematic botany,1,0,1
003.092,ddc,systems analyst,1,0,1
sh85072967,lcsh_id,tafsir,1,0,1
sh85132851,lcsh_id,tax law,1,0,1
sh99005245,lcsh_id,taxation,1,0,1
300252041,aat_id,taxonomy,1,1,0
4184546-8,gnd_id,taxonomy,1,1,0
4123176-4,gnd_id,teaching methodology,1,0,1
sh87003681,lcsh_id,technique,1,1,0
sh85133147,lcsh_id,technology,1,1,0
sh85133184,lcsh_id,technology policy,1,1,0
sh85133270,lcsh_id,telecommunications,1,1,0
791.450233,ddc,television direction,1,0,1
4127335-7,gnd_id,television production,1,0,1
4154055-4,gnd_id,television studies,1,0,1
sh94009175,lcsh_id,teratology,1,1,0
sh85134029,lcsh_id,terminology,1,0,1
4246651-9,gnd_id,terminology science,1,1,0
4367264-4,gnd_id,test,1,1,0
677,ddc,textile,1,0,1
7506104-1,gnd_id,textile design,1,0,1
sh85034152,lcsh_id,textual criticism,1,0,1
sh99001177,lcsh_id,theatre anthropology,1,1,0
sh85134522,lcsh_id,theatre art,1,1,0
sh85039340,lcsh_id,theatre criticism,1,0,1
4126991-3,gnd_id,theatre pedagogy,1,1,0
4185058-0,gnd_id,theatre studies,1,1,0
sh85134614,lcsh_id,theatrical director,1,0,1
sh2001008984,lcsh_id,theology,1,1,0
541.2,ddc,theoretical chemistry,1,1,0
004.0151,ddc,theoretical computer science,1,1,0
300054256,aat_id,theoretical linguistics,1,0,1
530.1,ddc,theoretical physics,1,0,1
4059787-8,gnd_id,theory,1,1,0
sh85134776,lcsh_id,thermobiology,1,1,0
300055726,aat_id,title,1,1,0
sh85136077,lcsh_id,topography,1,0,1
sh85136089,lcsh_id,topology,1,1,0
sh85136092,lcsh_id,toponymy,1,1,0
4122150-3,gnd_id,tourism geography,1,0,1
4218983-4,gnd_id,tourism studies,1,0,1
571.95,ddc,toxicology,1,1,0
sh85028901,lcsh_id,trade,1,0,1
sh85136742,lcsh_id,trademark,1,1,0
sh85083125,lcsh_id,traditional Chinese medicine,1,0,1
sh97006179,lcsh_id,training,1,1,0
sh85136958,lcsh_id,translation,1,0,1
4438228-5,gnd_id,translation studies,1,0,1
sh85137066,lcsh_id,transport policy,1,1,0
sh94008716,lcsh_id,transport safety,1,1,0
4187847-4,gnd_id,transport sciences,1,1,0
sh2002008688,lcsh_id,tree island ecology,1,1,0
sh85138061,lcsh_id,tropical medicine,1,0,1
300067209,aat_id,typology,1,1,0
sh85139563,lcsh_id,uncertainty,1,1,0
4580265-8,gnd_id,unsupervised learning,1,1,0
4056795-3,gnd_id,urban design,1,1,0
sh85141310,lcsh_id,urban economics,1,1,0
300054404,aat_id,urban history,1,0,1
sh85026282,lcsh_id,urban planning,1,0,1
sh85124233,lcsh_id,urban sociology,1,0,1
300054461,aat_id,urban studies,1,1,0
711,ddc,urbanism,1,1,0
sh85141451,lcsh_id,urology,1,0,1
sh85141939,lcsh_id,value,1,1,0
sh87003044,lcsh_id,vernal pool ecology,1,1,0
sh85142903,lcsh_id,vertebrate anatomy,1,1,0
658.162,ddc,vertical integration,1,1,0
sh85143046,lcsh_id,veterinary medicine,1,1,0
362.88,ddc,victimology,1,0,1
sh2010117922,lcsh_id,violence prevention,1,1,0
sh85143544,lcsh_id,violin,1,0,1
sh85143555,lcsh_id,violin performance,1,1,0
sh85143799,lcsh_id,virology,1,1,0
sh93005976,lcsh_id,visual anthropology,1,1,0
sh85007505,lcsh_id,visual art education,1,1,0
sh85007461,lcsh_id,visual arts,1,1,0
sh85143917,lcsh_id,visual communication,1,0,1
sh85144017,lcsh_id,viticulture,1,1,0
sh85144279,lcsh_id,volcanology,1,1,0
4020830-8,gnd_id,water conservation,1,1,0
sh2005004309,lcsh_id,watershed hydrology,1,1,0
sh85145748,lcsh_id,watershed management,1,1,0
sh98004795,lcsh_id,web development,1,0,1
sh96008680,lcsh_id,website,1,1,0
sh85146011,lcsh_id,welder,1,0,1
sh85146012,lcsh_id,welding,1,0,1
sh85146325,lcsh_id,wetland conservation,1,1,0
sh85146326,lcsh_id,wetland ecology,1,1,0
591.63,ddc,wildlife biology,1,1,0
sh85146731,lcsh_id,wildlife conservation,1,1,0
sh96005596,lcsh_id,wildlife resources,1,1,0
641.872,ddc,winemaking,1,0,1
sh92006740,lcsh_id,wireless communication,1,1,0
300194262,aat_id,women's studies,1,0,1
4025684-4,gnd_id,wood processing,1,0,1
4117633-9,gnd_id,work,1,1,0
sh90004091,lcsh_id,work,1,1,0
sh85148201,lcsh_id,world history,1,0,1
800,ddc,written work,1,1,0
sh2008124379,lcsh_id,youth counseling,1,1,0
sh85005230,lcsh_id,zooarchaeology,1,1,0
sh85149983,lcsh_id,zoology,1,1,0
n83745266,lcsh_id,zoophysiology,1,1,0
