qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q121182,information system,Q58778|Q2424752|Q7397,system|product|software,,,Q66363184|Q15141646,information process|data storage medium,972781,4072806-7,sh85066163,025.04|005.74|658.4038011,300387370,,InformationSystem,,
Q110702998,information technology industry,Q21157865|Q1136351,technology industry|information industry,,,,,,,,,,,,,
Q4350200,information transfer,Q125506646,transfer,,,Q3523102|Q733553|Q340169|Q22855,source of information|channel|communications media|consumer,,,,,,,InformationTransferEvent,,
Q11165,inorganic chemistry,Q2329,chemistry,Q2329,chemistry,,,,4002145-2,sh85023017,546,300054540,,InorganicChemistry,,
Q21004260,inquiry,Q96754350|Q104637332,seeking|planned process,Q2135597,rights policy,Q1127717,investigative journalism,,,,,,,Inquiry,,
Q2684571,insect anatomy,Q8198634|Q2845653|Q39286,animal anatomy|arthropod anatomy|entomology,,,,,,,,,,,,,
Q1118654,institutional economics,,,Q1582475,heterodox economics,,,,4027208-4,sh85066745,330.1552|330,,03744206n,InstitutionalEconomics,,
Q427581,intangible asset,Q46737|Q6042535,asset|intangible property,,,Q253623|Q1297822|Q1146011|Q157499|Q167270|Q1417728|Q7397,patent|copyright|exclusive right|goodwill|trademark|trade name|software,,,,,,,IntangibleAsset,,
Q6042535,intangible property,Q1400881,property,,,,,,,,,,,,,
Q580101,integral equation,Q11345,equation,,,,,,,sh85067088,515.45,,,,,
Q55166859,integration,Q3249551|Q17853087,process|union,Q4027286,differentiation and integration,,,,,,,,,,,
Q105898109,integrative biology,Q420,biology,,,,,,,,,,,,,
Q1054115,integrity constraints,Q20575568,constraint,,,,,,,,,,03141748n,,,
Q105606485,intellectual activity,Q451967|Q131544427,intentional human activity|mental activity,,,,,,,,,,,,,
Q131257,intellectual property,Q1400881|Q427581|Q1146011|Q332624,property|intangible asset|exclusive right|erga omnes,,,,,,4136832-0,sh85067167,346.048,300055597,00047023n,InternationalIntellectualPropertyProtectionProduct,,
Q114688556,intelligent machine,Q107307291,artificially intelligent entity,,,,,,,,,,,,,
Q451967,intentional human activity,Q61788060,human activity,,,,,962784,4023277-3,sh85062836,,,,PurposefulAction,,BV4618
Q52948,interaction,Q111931734|Q930933,effect|relation,Q58778,system,Q104934|Q751436|Q11024,fundamental interaction|inter-process communication|communication,,4027266-7,,158.2|302|305,,00036845n,Interaction,,
Q105310982,interdisciplinary humanities,Q80083,humanities,,,,,,,,,,,,,
Q84771819,interdisciplinary program,Q133261589,academic program,Q3918,university,,,,,,,,,,,
Q1665984,interdisciplinary science,Q336,science,,,,,,,,,,,,,
Q110558466,interface,Q488383,object,Q2048825,system boundary,,,,,,,,,,,
Q6046311,interface standard,Q317623|Q31479975,technical standard|communication system,,,,,,,,,,,,,
Q122820072,interfacial engineering,Q1710723,materials engineering,,,,,,,,,,,,,
Q11180,internal medicine,Q11190,medicine,,,Q203337,pulmonology,,4027074-9,sh85067347,616,,00037662n,,,
Q9378718,international cooperation,Q380962,cooperation,,,,,,,,327.17,,,,,
Q47417,international economics,Q8134,economics,Q8134,economics,,,,4003856-7,sh85067395,337,,,InternationalEconomics,,
Q130427619,international health,Q189603|Q9378718,public health|international cooperation,,,,,,,,,,,,,
Q18761595,internet of things protocol,Q132364,communication protocol,Q251212,Internet of things,,,,,,,,,,,
Q1067099,internetworking,,,,,,,977304,,sh94007902,,,,,,
Q749647,interoperability,Q937228,property,,,,,,,,004.6,,,Interoperability,,
Q115999414,interoperability,Q749647,interoperability,Q29032644,FAIR Data Principles,,,,,,,,,,,
Q855395,interpretation,Q29182544,assignment,,,,,,,,121.68,,,InterpretationPhilosophy,,
Q105094378,invasion ecology,Q7150|Q113050263,ecology|invasion science,,,,,,,,,,,,,
Q113050263,invasion science,Q336,science,,,,,,,,,,,,,
Q6060491,invertebrate paleontology,Q210369|Q12744095,paleozoology|invertebrate zoology,,,,,,,,,,,,,
Q122934780,invertebrate pathology,Q7208,pathology,,,,,,,,,,,,,
Q136290941,invertebrate physiology,Q2432331,zoophysiology,,,,,,,,,,,,,
Q12744095,invertebrate zoology,Q431,zoology,,,,,,,,,,,,,
Q114778863,irrigation engineering,Q77590|Q194118|Q1130265,civil engineering|agricultural technology|hydraulic engineering,,,,,979596,4145122-3,sh85068296,,,,,,
Q18593264,item of collection or exhibition,Q2342494|Q386724,collectable|work,Q2668072,collection,,,,,,,,,GroupItem,,
Q99691757,jazz studies,Q27908|Q164204,music education|musicology,,,,,,,,,,,,,
Q192581,job activity,Q268378|Q8187769,work|economic activity,,,Q5517280,gainful employment,,,,,,,WorkAgreement,,
Q4932206,jurisprudence,Q34749|Q180592|Q382995,social science|social philosophy|legal science,,,Q126842,philosophy of law,,4076570-2,sh85071088,348.04,,,Jurisprudence,,
Q109871250,kelp ecology,Q105208008|Q4530312,algal ecology|marine ecology,,,,,,,,,,,,,
Q109984173,kelp forest ecology,Q4530312|Q7150,marine ecology|ecology,,,,,986730,,sh85071895,,,,,,QH541.5.K4
Q115160929,keyboard instrument performance,Q6942562,musical performance,,,,,,,,,,,,,
Q12029211,kinanthropology,Q23404|Q657632,anthropology|kinesiology,,,,,,,,,,,,,
Q657632,kinesiology,Q336,science,,,,,,4069421-5,sh85072383,152.3|796.07|612.76|796.01|613.7,,,Kinesiology,,QP303
Q9081,knowledge,Q104127086,memory,,,,,,4066559-8,,001,300055192,00020452n,,,
Q120969828,knowledge exploration,,,,,,,,,,,,,,,
Q1582085,knowledge extraction,Q172491,data mining,Q172491,data mining,,,,,,,,,,,
Q33002955,knowledge graph,Q115636432|Q593744|Q135899674,labeled directed graph|knowledge base|application-specific graph,,,,,,,,,,,KnowledgeGraph,,
Q124614077,knowledge graph development,Q638608,software development,,,,,,,,,,,,,
Q6423395,knowledge sharing,Q6031064|Q459221,information exchange|sharing,,,,,,,,,,,KnowledgeSharing,,
Q105948247,knowledge system,Q3622126,conceptual system,,,Q9081,knowledge,,,,,,,,,
Q3247516,lab technique,Q3918374|Q3249551,scientific technique|process,,,,,,,,,,,,,
Q28161,labour economics,Q8134,economics,,,,,,,sh85073687,331,,,LaborEconomics,,
Q114570397,lake conservation,Q20113959|Q1462136,nature conservation|water conservation,,,,,990854,,sh95006396,,,,,,
Q6486703,language arts,Q2018526|Q1982569,arts|traditional activity,,,Q8162|Q8242,linguistics|literature,,,,,,,,,
Q2624777,languages of Asia,Q45113529,languages of Eurasia,Q149806,culture of Asia,,,,,,,300387876,,,,
Q45113529,languages of Eurasia,Q13192321,languages of the Earth,Q14644275,culture of Eurasia,,,,,,,,,,,
Q7748,law,Q1151067,rule,Q8425|Q1553864,society|governance,Q1151067,rule,,4048737-4,sh85075119,340|348,,00048655n,Law,,K|K1-K7720.22
Q295354,law and economics,Q4932206|Q3296256,jurisprudence|applied economics,,,,,,4135492-8,sh95009376,,,,LawAndEconomics,,
Q133500,learning,Q14819853,learning or memory,,,Q98034006,learning activity,,4035408-8,sh85075520,153.15|370.1523,,,Learning,,QP408|LB1060-LB1078
Q98034006,learning activity,Q1914636|Q1542052,activity|active learning,Q133500,learning,,,,,,,,,,,
Q2845208,learning analytics,Q13442563,methodology of pedagogy,,,,,,,,,,,,,
Q14819853,learning or memory,Q2200417|Q2990593,cognition|animal behavior,,,Q133500|Q492,learning|memory,,,,,,,,,
Q4330127,learning to rank,,,,,,,,,,,,,,,
Q2732056,ledger,Q1575079|Q91776508,accounting register|financial record,,,,,,4571905-6,,658.1524402855,300027496|300027493,,Ledger,,
Q1195662,legal anthropology,Q23404|Q4932206,anthropology|jurisprudence,,,,,,4048754-4,sh85075292,340.52|340.115,,,,,
Q1192543,legal doctrine,Q382995|Q117850,legal science|doctrine,,,,,,4128412-4,,,,,,,
Q680004,legal history,Q1066186|Q4932206,study of history|jurisprudence,Q4932206|Q1066186,jurisprudence|study of history,,,,4121564-3,sh85075133,340.09,,,,,
Q2479662,legal psychology,Q9418,psychology,,,,,,,sh85075141,,,,,,
Q382995,legal science,Q336,science,,,Q1192543|Q2135597|Q741338|Q126842|Q680004|Q847034|Q1331392|Q4932206,legal doctrine|rights policy|comparative law|philosophy of law|legal history|sociology of law|legal theory|jurisprudence,,,,,,03363293n,,,
Q1331392,legal theory,Q382995|Q17737,legal science|theory,,,,,,4126505-1,,,,,,,
Q120969825,lexical information,,,,,,,,,,,,,,,
Q124366260,liberal arts and sciences,,,,,,,,,,,,,,,
Q199655,library science,Q16387,information science,Q856625|Q16387|Q13420675,librarianship|information science|library and information science,Q3535655|Q630961|Q49848|Q3567214|Q59309634|Q29586013,cataloging|library reference service|document|library collection development|library service|library and archives activities,997916,4006465-7,sh85076723,020,300054576,00050976n,,,
Q864928,life sciences,Q7991,natural science,,,Q514|Q441|Q7150|Q521|Q7162|Q101929|Q8269924|Q431|Q7193,anatomy|botany|ecology|physiology|genetics|immunology|taxonomy|zoology|microbiology,,4129772-6,sh85076841,,,,,,
Q2480597,life skill,Q205961|Q2015382|Q2393196|Q527091,skill|competence|personality trait|competence,,,,,998359,,sh85076844,,,,LifeSkills,,
Q11756836,limacology,Q190993,malacology,,,,,,,,,,,,,
Q165838,limnology,Q4782809,aquatic science,Q2329|Q413|Q20417087,chemistry|physics|freshwater ecology,,,998940,4035769-7,sh85077053,551.48,,,,,
Q772835,linguistic anthropology,Q23404|Q8162,anthropology|linguistics,,,,,,4153097-4,,,,,,,
Q8162,linguistics,Q80083|Q34749,humanities|social science,Q6486703|Q64810203,language arts|language stud­ies,Q40998|Q38311|Q37437|Q39645|Q181839|Q35395|Q661093|Q1428721|Q8091,phonology|morphology|syntax|semantics|pragmatics|phonetics|morphophonology|morphosyntax|grammar,999202,4074250-7,sh85077222,410,300054245,00051395n,Linguistics,,P120.52-P149.22|P121
Q120910053,link discovery,,,,,,,,,,,,,,,
Q120910073,link integrity,,,,,,,,,,,,,,,
Q120969793,link maintenance,,,,,,,,,,,,,,,
Q515701,linked data,Q26813700|Q7094076,structured data|online database,,,,,1896555,,sh2013002090,,,,,,
Q120969823,linked data for Africa,,,,,,,,,,,,,,,
Q27948,list,Q16773055|Q175263|Q133250,data aggregation|data structure|sequence,,,,,,4783888-7,sh85077455,,,,Sequence,,
Q1333743,literary composing,Q6486703|Q116751803,language arts|composing,,,,,871741,4136011-4,sh85029406,,,,Composition,,
Q208217,literary studies,Q40634|Q80083,philology|humanities,Q6486703,language arts,,,,4036034-9,,,,15037139n,,,
Q459381,literary theory,Q208217,literary studies,,,,,,4036031-3,sh85077509,801,300055893,,LiteraryTheory,,
Q8242,literature,Q735|Q16889133|Q7725634,art|class|literary work,Q6486703,language arts,,,,4035964-5,sh85077507,800,300180362|300054273,00051538n,Literature,literature,PN
Q83296,lithosphere,Q23497981,layer,Q52109|Q2|Q128207,geomorphology|Earth|terrestrial planet,Q215680|Q25569549,tectonic plate|Q25569549,,4139001-5,sh2011000728,551,,,,,
Q8078,logic,Q124222085,scientific study,Q395|Q5891,mathematics|philosophy,Q236975|Q224821|Q1206311|Q200694|Q35148|Q210841|Q484511|Q484284|Q179289,classical logic|fuzzy logic|quantum logic|propositional calculus|predicate logic|modal logic|inductive reasoning|deductive reasoning|causality,,4036202-4,sh85078106,160,300054292,00051845n,Logic,,BC1-BC199
Q626707,longitudinal wave,Q4080565,progressive wave,,,,,,4168152-6,,,,,,,
Q10477377,love for fellow humans,Q316,love,Q51641,Great Commandment,,,,4041110-2,,,,,,,
Q126366522,lumbricology,Q126366484,oligochaetology,,,,,,,,,,,,,
Q2539,machine learning,Q21198|Q11660,computer science|artificial intelligence,Q11660|Q395,artificial intelligence|mathematics,Q7094097|Q334384|Q1152135|Q830687,online machine learning|supervised learning|unsupervised learning|reinforcement learning,,4193754-5,sh85079324,006.31,,01647033n,MachineLearning,,
Q111862379,machine learning method,Q8366|Q1799072|Q130609847,algorithm|method|learning approach,,,,,,,,,,,,,
Q6723621,machine-readable data,Q42848,data,,,,,,,,,,,,,
Q39680,macroeconomics,Q8134,economics,Q10660901,general economics,,,,4037174-8,sh85079443,339,,00052612n,Macroeconomics,,
Q113884220,magnetorheology,Q271707,rheology,,,,,,,,,,,,,
Q1043452,maintenance,Q1914636,activity,Q65244368,utilization,,,1006143,4027145-6,sh85079931,620.0046,300054719,03804701n,,,
Q190993,malacology,Q12744095|Q7173|Q5728861,invertebrate zoology|marine biology|aquatic biology,Q12744095|Q7173|Q5728861,invertebrate zoology|marine biology|aquatic biology,,,,4352566-0,,594,,00052929n,,,
Q3615129,mammal anatomy,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,Q220384,zootomy,,,1006953,,sh85080261,,,,,,QL739
Q104856238,mammalian ecology,Q73403730|Q183904,vertebrate ecology|mammalogy,,,,,1006970,,sh2010100357,,,,,,QL739.8
Q111680424,mammalian genetics,Q183904|Q110310405,mammalogy|animal genetics,,,,,,,,,,,,,
Q183904,mammalogy,Q18358830,vertebrate zoology,Q18358830,vertebrate zoology,,,1006944,4168746-2,sh96010388,599,,,,,
Q2920921,management,Q1783823|Q29017603|Q338754,coordination|control|control,,,,,1007141,4037278-9,sh85080336,650,300054594,00053116n,Management,,
Q7173,marine biology,Q5728861|Q1130698,aquatic biology|hydrobiology,,,,,,4169246-9,sh85081138,578.77,300264402,,MarineBiology,,
Q104258221,marine chemical ecology,Q4530312|Q700919,marine ecology|chemical ecology,,,,,1009482,,sh91005227,,,,,,
Q4530312,marine ecology,Q7173|Q7150,marine biology|ecology,Q112939592,marine and estuarine ecology,,,1009513,4195671-0,sh85081156,,,,,,
Q105497504,marine education,Q948732|Q2485457,environmental education|science education,,,,,,,,,,,,,
Q106321083,marine genomics,Q222046|Q7173,genomics|marine biology,,,,,,,,,,,,,
Q109534974,marine geophysics,Q46255|Q1337681,geophysics|physical oceanography,,,,,1009623,,sh85081193,,,,,,
Q107267429,marine mammalogy,Q183904|Q7173,mammalogy|marine biology,,,,,1009689,,sh98000806,,,,,,
Q109363650,marine meteorology,Q25261|Q3349060,meteorology|oceanology,,,,,,,,,,,,,
Q111680382,marine ornithology,Q44703|Q7173,ornithology|marine biology,,,,,,,,,,,,,
Q74128869,maritime anthropology,Q23404,anthropology,,,,,,,sh85081307,,,,,,
Q1367461,mass customization,Q2164232|Q1408288,customizing|manufacturing process,,,,,,4460479-8,sh2006007647,658.5,,,,,
Q11944354,material chemistry,Q228736|Q2329,materials science|chemistry,,,,,,,,,,,,,
Q11098568,material process engineering,Q104637425|Q1710723,material process|materials engineering,,,,,,,,,,,,,
Q1710723,materials engineering,Q11023|Q228736,engineering|materials science,,,Q11098568,material process engineering,,,,,,,,,
Q1908242,materials physics,Q413|Q228736,physics|materials science,Q413,physics,,,,,,,,,,,
Q228736,materials science,Q1665984|Q7991,interdisciplinary science|natural science,,,,,,4079184-1,sh85082094,620.11,300054496|300251959,01232012n,MaterialsScience,,
Q11850141,materials testing,Q1003030|Q46857|Q4751159,test|scientific method|analytical chemical technique,,,,,1011882,4037934-6,sh85082086,,,,,,
Q7754,mathematical analysis,Q837863,pure mathematics,Q395,mathematics,Q149972|Q190549|Q193756|Q854531|Q28575007|Q580101|Q216861|Q876215|Q3174497|Q5498822|Q17017346|Q1503766|Q3979448,calculus|functional analysis|complex analysis|real analysis|theory of differential equations|integral equation|calculus of variations|harmonic analysis|dynamical systems theory|ergodic theory|global analysis|nonstandard analysis|convergence test,,4001865-9,sh85082116,515,,00003797n,,,
Q74130636,mathematical anthropology,Q23404,anthropology,,,,,,,sh85082119,,,,,,
Q12553063,mathematical linguistics,Q8162|Q395,linguistics|mathematics,,,,,,4037950-4,sh85082122,410.151,,,,,
Q1166618,mathematical logic,Q8078,logic,Q395|Q112955904|Q8078,"mathematics|mathematical logic, set theory, lattices and universal algebra|logic",,,,4037951-6,sh85003435,511.3,,00035928n,MathematicalLogic,,
Q246672,mathematical object,Q7048977|Q30060700,abstract entity|scientific object,,,,,,4169106-4,,,,01216631n,MathematicalObject,,
Q395,mathematics,Q7991,natural science,Q1881523|Q816264|Q475023,"science, technology, engineering, and mathematics|formal science|exact science",Q12479|Q8087|Q3968|Q217413|Q12482|Q12483|Q5862903|Q42989|Q7754|Q76592|Q1166618|Q11205,number theory|geometry|algebra|category theory|set theory|statistics|probability theory|topology|mathematical analysis|combinatorics|mathematical logic|arithmetic,,4037944-9,sh85082139,510,300054522,00053823n,Mathematics,,
Q12453,measurement,Q791801,estimation,Q394,metrology,,,,4038852-9,,530.8,300266037|300053578,00054019n,Measurement,,
Q18120378,measurement method,Q88321276|Q1200750,determination method|description,Q11023,engineering,,,,,,,,,,,
Q101333,mechanical engineering,Q11023,engineering,,,,,1013375,4037790-8,sh85082757,621.8,300054504,00054054n,MechanicalEngineering,,
Q41217,mechanics,Q413,physics,Q413,physics,,,1013446,4038168-7,sh85082767,531,300054568,00054060n,Mechanics,,
Q110660336,mechanics and constructive mechanical engineering,,,,,Q41217|Q101333,mechanics|mechanical engineering,,,,,,,,,
Q180165,mechatronics,Q4917288|Q21198|Q12176496|Q11016|Q113104535,"control engineering|computer science|electromechanical engineering|technology|control engineering, mechatronics and robotics",,,,,,4238812-0,sh93001518,621,,02396781n,,,
Q1916458,media economy,,,Q165650|Q8134,media studies|economics,,,,,,,,,,,
Q727825,media sociology,Q1396881,sociology of communication,,,,,,,,,,,,,
Q113212772,medical and biological physics,Q14632398,physical science,,,Q1120908|Q7100,medical physics|biophysics,,,,,,,,,
Q1779521,medical anthropology,Q23404,anthropology,,,,,,7503792-0,sh85082859,,,,MedicalAnthropology,,
Q177719,medical diagnosis,Q16644043,diagnosis,,,,,,4012040-5,sh85037489,636.0896075|616.075,,,,,RC71-RC78.7
Q454812,medical jurisprudence,Q495304|Q11190|Q4932206,forensic science|medicine|jurisprudence,Q452816|Q3853781,bringer of preliminary proceedings|public medicine,Q1407263,forensic psychiatry,,4048805-6,sh85082955,614.1,300124744,,,,
Q598976,medical microbiology,Q7193|Q864601|Q7208,microbiology|biomedicine|pathology,,,,,,4038264-3,sh85082974,616.904  1,,,MedicalMicrobiology,,
Q11790210,medical sciences,Q864928,life sciences,,,,,1014601,,sh85083022,,,,,,
Q179661,medical treatment,Q796194|Q26256310|Q31207,medical procedure|treatment|health care,,,,,1149694,4059798-2,sh85134723|sh99005040,616.891|615,,00076843n,MedicalTreatmentEvent,,
Q11190,medicine,Q843601,health sciences,Q864928,life sciences,,,1014893,4038243-6,sh85083064,610,,00054133n,MedicalFieldOfStudy,,
Q131850943,medicine of the nerves,Q11190,medicine,,,,,,4138737-5,,616.8009,,,,,
Q27992545,medieval history,Q1066186,study of history,,,,,,,,,,,,,
Q36809769,member of a group,Q13196193,part,Q16887380,group,,,,,,,,,,,
Q1919954,membrane biophysics,Q7100,biophysics,,,,,,,,,,,,,
Q104712717,membranology,Q7141,cell biology,,,,,,,,,,,,,
Q4354775,memorization,Q781413|Q11398090,cognitive process|creation,Q133500,learning,,,,,,,,,Memorizing,,
Q12047513,mental process,Q2996394|Q12047512,biological process|psychological phenomenon,,,,,,,,,,,,,
Q3968640,mental state,Q1190554|Q3505845|Q813912|Q12047512,occurrence|state|condition|psychological phenomenon,,,,,,,,,,,MentalState,,
Q628523,message,Q11028|Q488383,information|object,,,,,,4127996-7,,,,,Message,,
Q180160,metadata,Q42848|Q59157859|Q16686448,data|secondary information|artificial object,Q59139053,metainformation system,,,,4410512-5,sh96000740,025.3|005.7,300379475,,,,
Q120969804,metadata enrichment,,,,,,,,,,,,,,,
Q59163916,metadata mapping,,,,,,,,,,,,,,,
Q111968621,metamorphic petrology,Q163082,petrology,Q112971034,igneous and metamorphic petrology,,,,,,,,,,,
Q35277,metaphysics,Q596284|Q2166096|Q5891,metaphilosophy|theoretical philosophy|philosophy,,,,,,4038936-4,sh85084286,110,300054293,00054580n,Metaphysics,,
Q25261,meteorology,Q8008|Q757520,Earth science|atmospheric sciences,,,Q130304502,branch of meteorology,,4038953-4,sh85084334,551.5,300054550,00054609n,Meteorology,,
Q1799072,method,Q12774177,means,Q104637332,planned process,,,,,,,,,MethodType,,
Q13442563,methodology of pedagogy,Q7922,pedagogy,,,,,,,,,,,,,
Q394,metrology,Q14632398,physical science,,,Q55029126|Q55033061|Q55070421,scientific metrology|applied metrology|legal metrology,,4169749-2,sh2001008470,389,300379443,,Metrology,,
Q7193,microbiology,Q420|Q475023,biology|exact science,,,Q243748|Q7215|Q2467781,bacteriology|virology|protistology,,4316357-9,sh85084783,579,300054469,,Microbiology,,QR1-QR502
Q1933849,microdata,Q42848,data,Q59772185,statistical terminology,,,,,,,,,,,
Q39072,microeconomics,Q8134,economics,Q10660901,general economics,,,,4039225-9,sh85084819,338.5,,,Microeconomics,,
Q338346,microscale meteorology,Q25261,meteorology,Q25261,meteorology,,,1019897,4315182-6,sh85084862,,,,,,
Q127467486,microseismology,Q83371,seismology,,,,,,,,,,,,,
Q113161436,microwave and millimetrewave research,,,,,,,,,,,,,,,
Q1667082,military policy,Q546113,public policy,Q7163,politics,Q1456887|Q1456907,policy of peace|Q1456907,1021386,4116489-1,sh85085264,,,,,,UA11
Q83353,mineralogy,Q1069,geology,,,,,,4039457-8,sh85085589,549,300054552,00055135n,Mineralogy,,
Q1941909,model-driven engineering,Q682496|Q80993,systems engineering|software engineering,,,,,,,,,,,,,
Q11790583,modern philology,Q40634,philology,,,,,,,,,,,,,
Q3848331,molecular anthropology,Q23404,anthropology,,,,,,,,,,,,,
Q3523861,molecular engineering,Q580689,bioengineering,,,,,,,,,,,,,
Q10881532,molecular oncology,Q162555,oncology,,,,,,,,,,,,,
Q122933041,monsoon meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q16669800,moral philosophy,,,,,,,,,,,,,,,
Q183252,morphology,Q420,biology,Q420,biology,Q655362|Q16579254|Q66568582,plant morphology|animal morphology|cell morphology,,4407742-7,sh85087347,,,,,,
Q38311,morphology,Q8162,linguistics,Q8162,linguistics,,,,4170560-9,,415.9,300054259,00055924n,LinguisticMorphology,,
Q661093,morphophonology,,,Q8162,linguistics,Q38311|Q40998,morphology|phonology,,4170561-0,sh85087350,,,00055928n,Morphophonology,,
Q1428721,morphosyntax,,,Q8162,linguistics,Q38311|Q37437,morphology|syntax,,,,,,,,,
Q120910077,multi-query optimization,,,,,,,,,,,,,,,
Q120969824,multilingual web,,,,,,,,,,,,,,,
Q638,music,Q173799|Q2018526,entertainment|arts,,,,,1030269,4040802-4,sh85088762|sh99001795,780,300054146|300417584,00056443n,Music,,
Q65007448,music,Q80083,humanities,,,,,,,,,,,,,
Q105107008,music composition,Q65007448,music,,,,,,,,,,,,,
Q27908,music education,Q7922|Q136076495,pedagogy|musicking,,,,,1030347,4040843-7,sh85088796,780.7|780.71|372.87044,,27268741n,MusicEducation,,MT1-MT999
Q476590,music psychology,Q9418|Q164204,psychology|musicology,Q164204|Q9418,musicology|psychology,,,,4127817-3,,,,00056466n,MusicPsychology,,
Q107331442,music therapy,,,,,,,,,,,,,,,
Q1668139,musical interpretation,Q1656682|Q855395,event|interpretation,,,,,,,,,,,,,
Q6942562,musical performance,Q15116915|Q1668139|Q35140,show|musical interpretation|performance,Q182832,concert,,,,,,,300262956,,,,
Q136076495,musicking,Q184872,recreation,Q77468620,psychological terminology,,,,,,,,,,,
Q164204,musicology,Q136076495|Q944537|Q1418771,musicking|Geisteswissenschaften|culturology,Q113296040,"Art, Music, Theatre and Media Studies",,,,4130526-7,sh85089048,780.72,300054240,00056479n,Musicology,,
Q7175,mycology,Q420|Q441|Q7193,biology|botany|microbiology,,,,,1031307,4139655-8,sh85089188,579.5|616.96901,,00056575n,Mycology,,
Q127478574,mycoplasmology,Q243748,bacteriology,,,,,,,,,,,,,
Q1649725,name resolution,Q115297437,resolution,,,,,,,,,,,,,
Q912169,nanoscience,Q336,science,,,,,1032629,7734987-8,sh2002000242,500,,,,,
Q1513879,natural language generation,Q8366|Q30642,algorithm|natural language processing,,,,,,,sh2017004703,,,,NaturalLanguageGeneration,,
Q30642,natural language processing,Q11660|Q21198|Q182557|Q11862829|Q750843,artificial intelligence|computer science|computational linguistics|academic discipline|information processing,,,,,,,sh88002425,,,,,,
Q3743137,natural resource management,Q29017603,control,Q582577|Q919526,economic policy|environmental policy,,,1034438,,sh2001000588,,,,,,
Q105575840,natural resources,Q8134,economics,,,,,,,,,,,,,
Q7991,natural science,Q336,science,,,Q7094|Q420|Q2329|Q8008|Q188847|Q864928|Q413|Q1195766,biochemistry|biology|chemistry|Earth science|environmental science|life sciences|physics|space sciences,,4041421-8,,500,300233656,00056999n,,,
Q20113959,nature conservation,Q628403,conservation,Q219416,sustainability,Q766328|Q641498|Q5333882|Q15629466|Q3481436|Q84861608|Q7990118,wildlife conservation|conservation biology|ecosystem management|forest conservation|habitat conservation|plant conservation|wetland conservation,1034632,4115348-0,sh85090284,,,,,,
Q102066,navigation,Q205961|Q451967,skill|intentional human activity,,,,,,4041457-7,sh85090425,629.045,,00057073n,Navigation,,
Q129090673,neossology,Q44703,ornithology,,,,,,,,,,,,,
Q14912053,nervous system process,Q22299483,system process,,,,,,,,,,,,,
Q1192971,network theory,Q17737,theory,Q131476,graph theory,,,,,,,,,NetworkTheory,,
Q948647,neuroanatomy,Q514|Q207011|Q2728012|Q83042,anatomy|neuroscience|neurobiology|neurology,,,,,1036307,4171577-9,sh85091113,573.833|611.8,,,Neuroanatomy,,
Q2728012,neurobiology,Q207011|Q420,neuroscience|biology,,,Q948647,neuroanatomy,1036315,4041871-6,sh85091114,,,,,,
Q129092748,neurocytology,Q3009579|Q2728012,cytology|neurobiology,,,,,,,,,,,,,
Q6041275,neuroembryology,Q131683|Q2728012,embryology|neurobiology,,,,,,,,,,,,,
Q1335366,neuroendocrinology,,,Q2728012|Q162606|Q83042,neurobiology|endocrinology|neurology,,,1036341,4041878-9,sh85091118,616.4,,,Neuroendocrinology,,QP356.4
Q1336265,neuroethology,,,,,,,,,sh2021003848,,,,Neuroethology,,
Q3338668,neurogastroenterology,Q83042|Q120569,neurology|gastroenterology,,,,,,,,,,,,,
Q129093219,neurohistology,Q7168|Q2728012,histology|neurobiology,,,,,,,,,,,,,
Q83042,neurology,Q11190|Q131850943|Q207011,medicine|medicine of the nerves|neuroscience,,,,,,4041888-1,sh85091139,616.8,,,Neurology,,
Q660910,neurophysiology,Q521|Q207011,physiology|neuroscience,Q521,physiology,,,,4041897-2,sh85091159,573.8,,00057421n,Neurophysiology,,
Q3872,neuropsychology,Q9418|Q83042,psychology|neurology,Q199906|Q207011,clinical psychology|neuroscience,Q1500332,psychoneuroimmunology,,4135740-1,sh85091163,612.8,,00057425n,Neuropsychology,,QP351-QP495
Q207011,neuroscience,Q336|Q864928,science|life sciences,Q11190|Q9418|Q420,medicine|psychology|biology,Q660910|Q1138951|Q948647,neurophysiology|cognitive neuroscience|neuroanatomy,,7555119-6,sh91006099,573.8|612.8,,00057428n,Neuroscience,,
Q1395034,new product development,Q3249551|Q1914636,process|activity,,,,,,4139402-1,,,,00064587n,ProductDevelopment,,
Q187084,newspaper studies,,,Q1078351|Q34749|Q165650,communication science|social science|media studies,,,,4127685-1,,,,,,,
Q25048059,nomology,Q5891,philosophy,,,,,,,,,,,,,
Q1503766,nonstandard analysis,Q7754,mathematical analysis,Q467606|Q7754,model theory|mathematical analysis,,,1039000,4137021-1,sh85082118,515,,,,,
Q207125,nonverbal communication,Q11024,communication,,,,,1039009,4075376-1,sh85092368,302.222,,,NonVerbalCommunicating,,
Q16681739,normality,Q7189713,physiological condition,,,,,,,,,,,,,
Q12479,number theory,Q395,mathematics,Q395|Q837863,mathematics|pure mathematics,Q18450254,elementary number theory,1041214,4067277-3,sh85093222,512.7,,00058298n,NumberTheory,,QA241-QA247.5
