qid,label,master_id,master_id_type,master_label,source,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q42250,hydrology,sh85063460,lcsh_id,hydrology,discipline,Q336,science,Q7150|Q1069|Q25261,ecology|geology|meteorology,Q2627395|Q182468|Q1366172|Q17455059|Q72358999,surface-water hydrology|hydrography|hydrometry|hydrological prognosis|hydrologic engineering,,4026309-5,sh85063460,551,300264404|300264403,00045395n,Hydrology,,
Q31191973,hydromechanics,4026312-5,gnd_id,hydromechanics,discipline,Q172145,fluid mechanics,Q172145,fluid mechanics,,,,4026312-5,,,,,,,
Q1366172,hydrometry,sh85063326,lcsh_id,hydrometry,discipline,,,Q42250,hydrology,,,,4498176-4,sh85063326,,,,,,
Q60242,ichthyology,sh85064050,lcsh_id,ichthyology,discipline,Q18358830,vertebrate zoology,Q18358830,vertebrate zoology,,,966714,4161191-3,sh85064050,597,300251965,00045762n,Ichthyology,,
Q131841,idea,sh85064120,lcsh_id,idea,discipline,Q2145290,mental representation,Q9420|Q77468620,thought|psychological terminology,,,,,sh85064120,,,00045800n,Idea,,
Q21550668,illustration,741.6,ddc,illustration,discipline,Q911059,graphic arts,,,,,,,,741.6,300054200,,,,
Q178659,illustration,sh99001255,lcsh_id,illustration,major,,,,,,,,4123412-1,sh99001255,741.64,300015578,,,,
Q101929,immunology,sh86002614,lcsh_id,immunology,discipline,Q420|Q864601|Q123028,biology|biomedicine|pediatrics,,,Q1500332|Q106646336,psychoneuroimmunology|immunogerontology,,4026637-0|4072743-9,sh86002614,571.96,,,Immunology,,
Q10535277,inductive logic,004.015113,ddc,inductive logic,major,,,,,,,,4161594-3,,004.015113|160|161|511.3,,,,,
Q2045692,industrial and organizational psychology,sh85108476,lcsh_id,industrial and organizational psychology,major,,,,,,,,4135097-2,sh85108476,,,,,,
Q6745636,industrial chemistry,660,ddc,industrial chemistry,major,,,,,,,,,,660,,,,,
Q243606,industrial design,sh85037199,lcsh_id,industrial design,major,,,,,,,,4072788-9,sh85037199,745.2,300054183,,,,
Q187939,industrial manufacturing,sh97001369,lcsh_id,industrial manufacturing,discipline,Q8187769|Q739302|Q125811885|Q10861389,economic activity|economic production|processing|manufacturing industry,Q112117701|Q55639|Q10861389,section in classification of productive activities|secondary sector of the economy|manufacturing industry,Q540912|Q29584257|Q907703|Q607081|Q29584263|Q29584265|Q29584267|Q29584269|Q29584270|Q29584272|Q29584273|Q29584274|Q29584276|Q29584277|Q29584279|Q16676045|Q29584282|Q29584284|Q1957908|Q190117|Q29584289|Q1957814|Q29584291|Q29584293,"food industry|manufacture of beverages|tobacco industry|textile industry|manufacture of wearing apparel|manufacture of leather and related products|manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials|manufacture of paper and paper products|printing and reproduction of recorded media|manufacture of coke and refined petroleum products|manufacture of chemicals and chemical products|manufacture of basic pharmaceutical products and pharmaceutical preparations|manufacture of rubber and plastic products|manufacture of other non-metallic mineral products|manufacture of basic metals|manufacture of fabricated metal products, except machinery and equipment|manufacture of computer, electronic and optical products|manufacture of electrical equipment|manufacture of machinery and equipment|automotive industry|manufacture of other transport equipment|furniture construction|other manufacturing|repair and installation of machinery and equipment",,4127067-8,sh97001369,338.4767,300077527,00032594n,Manufacturing,,
Q1411783,industrial organization,sh85065909,lcsh_id,industrial organization,discipline,,,Q39072,microeconomics,,,,4133311-1,sh85065909,338,,,IndustrialOrganization,,
Q932071,industrial relations,sh85065928,lcsh_id,industrial relations,major,,,,,,,,,sh85065928,331,300054408,,,,
Q28873772,inferential statistics,4247120-5,gnd_id,inferential statistics,discipline,Q12483,statistics,Q12483,statistics,,,,4247120-5,,,,,,,
Q11028,information,003.54,ddc,information,discipline,Q7048977|Q9081,abstract entity|knowledge,,,,,,4026899-8,,003.54|020|302.24|306.42|621.3822,300311832,00046705n,Information,,
Q5268834,information and communications technology,sh87002293,lcsh_id,information and communications technology,discipline,Q11016,technology,Q1047251,Q1047251,,,,,sh87002293,,,,,,
Q579488,information management,sh85066147,lcsh_id,information management,major,,,,,,,,4114012-6,sh85066147,,300054624,,,,ZA3085.5
Q456632,information privacy,sh2021005721,lcsh_id,information privacy,discipline,Q188728|Q59157175|Q23647168,privacy|information protection|data protection,Q113208012|Q6661985|Q10302162,cybersecurity and privacy|data processing|legal informatics,,,2032662,4011134-9,sh2021005721,,,,InformationPrivacy,,HD30.3815
Q750843,information processing,4161678-9,gnd_id,information processing,discipline,Q3249551|Q500669,process|technical process,Q579488,information management,,,,4161678-9,,,,,InformationProcess,,
Q816826,information retrieval,sh85066148,lcsh_id,information retrieval,discipline,Q11540953|Q110458263,search|taking,,,,,,4072803-1,sh85066148,025.04|025.524|005.74,300155377,00744700n,InformationRetrieval,,
Q16387,information science,sh85066150,lcsh_id,information science,discipline,Q336,science,,,Q2405713|Q199655,administrative organisation|library science,972640,4128313-2,sh85066150,000,300054574,,InformationScience,,
Q189900,information security,1217680330,gnd_id,information security,discipline,Q2526135|Q11661,security|information technology,Q7336283|Q9383853,risk management information systems|IT system security,,,,1217680330,,,,00719250n,,,
Q121182,information system,sh85066163,lcsh_id,information system,discipline,Q58778|Q2424752|Q7397,system|product|software,,,Q66363184|Q15141646,information process|data storage medium,972781,4072806-7,sh85066163,025.04|005.74|658.4038011,300387370,,InformationSystem,,
Q11661,information technology,4026926-7,gnd_id,information technology,major,,,,,,,,4026926-7,,,300128218,,,,
Q1473265,information technology management,sh2008006980,lcsh_id,information technology management,major,,,,,,,,,sh2008006980,,,,,,
Q794803,innovation management,sh2008112644,lcsh_id,innovation management,major,,,,,,,,4161817-8,sh2008112644,,,,,,
Q11165,inorganic chemistry,sh85023017,lcsh_id,inorganic chemistry,discipline,Q2329,chemistry,Q2329,chemistry,,,,4002145-2,sh85023017,546,300054540,,InorganicChemistry,,
Q1118654,institutional economics,sh85066745,lcsh_id,institutional economics,discipline,,,Q1582475,heterodox economics,,,,4027208-4,sh85066745,330.1552|330,,03744206n,InstitutionalEconomics,,
Q580101,integral equation,sh85067088,lcsh_id,integral equation,discipline,Q11345,equation,,,,,,,sh85067088,515.45,,,,,
Q1195695,intellectual history,300054397,aat_id,intellectual history,major,,,,,,,,,,,300054397,,,,
Q131257,intellectual property,sh85067167,lcsh_id,intellectual property,discipline,Q1400881|Q427581|Q1146011|Q332624,property|intangible asset|exclusive right|erga omnes,,,,,,4136832-0,sh85067167,346.048,300055597,00047023n,InternationalIntellectualPropertyProtectionProduct,,
Q451967,intentional human activity,sh85062836,lcsh_id,intentional human activity,discipline,Q61788060,human activity,,,,,962784,4023277-3,sh85062836,,,,PurposefulAction,,BV4618
Q52948,interaction,158.2,ddc,interaction,discipline,Q111931734|Q930933,effect|relation,Q58778,system,Q104934|Q751436|Q11024,fundamental interaction|inter-process communication|communication,,4027266-7,,158.2|302|305,,00036845n,Interaction,,
Q1205196,intercultural communication,sh85067222,lcsh_id,intercultural communication,major,,,,,,,,4033569-0,sh85067222,303.482,,,,,HM1211
Q179232,interior design,747,ddc,interior design,major,,,,,,,,,,747,300054184,,,,
Q11180,internal medicine,sh85067347,lcsh_id,internal medicine,discipline,Q11190,medicine,,,Q203337,pulmonology,,4027074-9,sh85067347,616,,00037662n,,,
Q6054533,international communication,sh85029042,lcsh_id,international communication,major,,,,,,,,,sh85029042,,,,,,
Q9378718,international cooperation,327.17,ddc,international cooperation,discipline,Q380962,cooperation,,,,,,,,327.17,,,,,
Q47417,international economics,sh85067395,lcsh_id,international economics,discipline,Q8134,economics,Q8134,economics,,,,4003856-7,sh85067395,337,,,InternationalEconomics,,
Q4394526,international law,sh85067417,lcsh_id,international law,major,,,,,,,,4063693-8,sh85067417,341,300054418,,,,KZ
Q1762091,international politics,4072885-7,gnd_id,international politics,major,,,,,,,,4072885-7,,,,,,,
Q166542,international relations,sh85067435,lcsh_id,international relations,major,,,,,,,977053,,sh85067435,327,300054441,,,,
Q3312693,international security,sh85119471,lcsh_id,international security,major,,,,,,,,,sh85119471,327.116,,,,,JZ5586-JZ6009
Q178803,international trade,sh87004890,lcsh_id,international trade,major,,,,,,,977128,4003832-4,sh87004890,382,,,,,
Q1067099,internetworking,sh94007902,lcsh_id,internetworking,discipline,,,,,,,977304,,sh94007902,,,,,,
Q749647,interoperability,004.6,ddc,interoperability,discipline,Q937228,property,,,,,,,,004.6,,,Interoperability,,
Q855395,interpretation,121.68,ddc,interpretation,discipline,Q29182544,assignment,,,,,,,,121.68,,,InterpretationPhilosophy,,
Q210439,interpretation,418.02,ddc,interpretation,major,,,,,,,,4150394-6,,418.02,,,,,
Q484761,philosophy of language,121.68,ddc,interpretation,discipline,Q5891,philosophy,Q5891,philosophy,,,,4056486-1,,121.68|401,,,PhilosophyOfLanguage,,
Q8341,jazz,sh85069833,lcsh_id,jazz,major,,,,,,,,4028532-7,sh85069833,781.65,300266367,,,,
Q18822510,jazz singing,n2004079564,lcsh_id,jazz singing,major,,,,,,,,,n2004079564,,,,,,
Q326358,joiner,sh85070643,lcsh_id,joiner,major,,,,,,,983848,4125471-5|4288284-9,sh85070643,684.104023|684.104092,300025378|300025376|300025370,,,,
Q11030,journalism,sh85070736,lcsh_id,journalism,major,,,,,,,984032,4028779-8,sh85070736,070|070.4023,300054354,,,,
Q1709909,journalism studies,4337135-8,gnd_id,journalism studies,major,,,,,,,,4337135-8,,,,,,,
Q1930187,journalist,sh85070788,lcsh_id,journalist,major,,,,,,,984188,4028781-6|4028786-5,sh85070788,070.4023|070.92|070.4082,300025501,,,,
Q471855,jurisdiction,sh85071077,lcsh_id,jurisdiction,major,,,,,,,,,sh85071077,,,,,,
Q4932206,jurisprudence,sh85071088,lcsh_id,jurisprudence,discipline,Q34749|Q180592|Q382995,social science|social philosophy|legal science,,,Q126842,philosophy of law,,4076570-2,sh85071088,348.04,,,Jurisprudence,,
Q185351,jurist,340.092,ddc,jurist,major,,,,,,,,4029050-5|4130076-2,,340.092,300236907,,,,
Q109984173,kelp forest ecology,sh85071895,lcsh_id,kelp forest ecology,discipline,Q4530312|Q7150,marine ecology|ecology,,,,,986730,,sh85071895,,,,,,QH541.5.K4
Q657632,kinesiology,sh85072383,lcsh_id,kinesiology,discipline,Q336,science,,,,,,4069421-5,sh85072383,152.3|796.07|612.76|796.01|613.7,,,Kinesiology,,QP303
Q9081,knowledge,001,ddc,knowledge,discipline,Q104127086,memory,,,,,,4066559-8,,001,300055192,00020452n,,,
Q629350,labor studies,4002808-2,gnd_id,labor studies,major,,,,,,,,4002808-2,,,,,,,
Q28161,labour economics,sh85073687,lcsh_id,labour economics,discipline,Q8134,economics,,,,,,,sh85073687,331,,,LaborEconomics,,
Q114570397,lake conservation,sh95006396,lcsh_id,lake conservation,discipline,Q20113959|Q1462136,nature conservation|water conservation,,,,,990854,,sh95006396,,,,,,
Q738011,landscape ecology,sh90002545,lcsh_id,landscape ecology,major,,,,,,,,4034352-2,sh90002545,577|333.72,,,,,
Q246107,landscape planning,4034354-6,gnd_id,landscape planning,major,,,,,,,,4034354-6,,,,,,,
Q315,language,sh85074518,lcsh_id,language,major,,,,,,,,4056449-6,sh85074518,400,300055193,,,,
Q2313213,language education,4056505-1,gnd_id,language education,major,,,,,,,,4056505-1,,,,,,,
Q2624777,languages of Asia,300387876,aat_id,languages of Asia,discipline,Q45113529,languages of Eurasia,Q149806,culture of Asia,,,,,,,300387876,,,,
Q6495391,late modern period,909.8,ddc,late modern period,major,,,,,,,,,,909.8,,,,,
Q7748,law,sh85075119,lcsh_id,law,discipline,Q1151067,rule,Q8425|Q1553864,society|governance,Q1151067,rule,,4048737-4,sh85075119,340|348,,00048655n,Law,,K|K1-K7720.22
Q295354,law and economics,sh95009376,lcsh_id,law and economics,discipline,Q4932206|Q3296256,jurisprudence|applied economics,,,,,,4135492-8,sh95009376,,,,LawAndEconomics,,
Q484275,leadership,sh85075480,lcsh_id,leadership,major,,,,,,,,4018776-7,sh85075480,658.4,,,,,
Q133500,learning,sh85075520,lcsh_id,learning,discipline,Q14819853,learning or memory,,,Q98034006,learning activity,,4035408-8,sh85075520,153.15|370.1523,,,Learning,,QP408|LB1060-LB1078
Q2732056,ledger,658.1524402855,ddc,ledger,discipline,Q1575079|Q91776508,accounting register|financial record,,,,,,4571905-6,,658.1524402855,300027496|300027493,,Ledger,,
Q1195662,legal anthropology,sh85075292,lcsh_id,legal anthropology,discipline,Q23404|Q4932206,anthropology|jurisprudence,,,,,,4048754-4,sh85075292,340.52|340.115,,,,,
Q1192543,legal doctrine,4128412-4,gnd_id,legal doctrine,discipline,Q382995|Q117850,legal science|doctrine,,,,,,4128412-4,,,,,,,
Q680004,legal history,sh85075133,lcsh_id,legal history,discipline,Q1066186|Q4932206,study of history|jurisprudence,Q4932206|Q1066186,jurisprudence|study of history,,,,4121564-3,sh85075133,340.09,,,,,
Q2479662,legal psychology,sh85075141,lcsh_id,legal psychology,discipline,Q9418,psychology,,,,,,,sh85075141,,,,,,
Q1331392,legal theory,4126505-1,gnd_id,legal theory,discipline,Q382995|Q17737,legal science|theory,,,,,,4126505-1,,,,,,,
Q178433,lexicology,sh85076359,lcsh_id,lexicology,major,,,,,,,,4114409-0,sh85076359,413,,,,,
Q189329,liberal arts education,LC1001-LC1024,lcc,liberal arts education,major,,,,,,,,4143124-8,,,,,,,LC1001-LC1024
Q13420675,library and information science,Z664.2-Z718.85,lcc,library and information science,major,,,,,,,,,,,,,,,Z664.2-Z718.85
Q856600,library history,4306765-7,gnd_id,library history,major,,,,,,,,4306765-7,,,,,,,
Q199655,library science,sh85076723,lcsh_id,library science,discipline,Q16387,information science,Q856625|Q16387|Q13420675,librarianship|information science|library and information science,Q3535655|Q630961|Q49848|Q3567214|Q59309634|Q29586013,cataloging|library reference service|document|library collection development|library service|library and archives activities,997916,4006465-7,sh85076723,020,300054576,00050976n,,,
Q864928,life sciences,sh85076841,lcsh_id,life sciences,discipline,Q7991,natural science,,,Q514|Q441|Q7150|Q521|Q7162|Q101929|Q8269924|Q431|Q7193,anatomy|botany|ecology|physiology|genetics|immunology|taxonomy|zoology|microbiology,,4129772-6,sh85076841,,,,,,
Q2480597,life skill,sh85076844,lcsh_id,life skill,discipline,Q205961|Q2015382|Q2393196|Q527091,skill|competence|personality trait|competence,,,,,998359,,sh85076844,,,,LifeSkills,,
Q165838,limnology,sh85077053,lcsh_id,limnology,discipline,Q4782809,aquatic science,Q2329|Q413|Q20417087,chemistry|physics|freshwater ecology,,,998940,4035769-7,sh85077053,551.48,,,,,
Q772835,linguistic anthropology,4153097-4,gnd_id,linguistic anthropology,discipline,Q23404|Q8162,anthropology|linguistics,,,,,,4153097-4,,,,,,,
Q8162,linguistics,sh85077222,lcsh_id,linguistics,discipline,Q80083|Q34749,humanities|social science,Q6486703|Q64810203,language arts|language stud­ies,Q40998|Q38311|Q37437|Q39645|Q181839|Q35395|Q661093|Q1428721|Q8091,phonology|morphology|syntax|semantics|pragmatics|phonetics|morphophonology|morphosyntax|grammar,999202,4074250-7,sh85077222,410,300054245,00051395n,Linguistics,,P120.52-P149.22|P121
Q515701,linked data,sh2013002090,lcsh_id,linked data,discipline,Q26813700|Q7094076,structured data|online database,,,,,1896555,,sh2013002090,,,,,,
Q27948,list,sh85077455,lcsh_id,list,discipline,Q16773055|Q175263|Q133250,data aggregation|data structure|sequence,,,,,,4783888-7,sh85077455,,,,Sequence,,
Q1333743,literary composing,sh85029406,lcsh_id,literary composing,discipline,Q6486703|Q116751803,language arts|composing,,,,,871741,4136011-4,sh85029406,,,,Composition,,
Q58854,literary criticism,sh85034149,lcsh_id,literary criticism,major,,,,,,,883735,4036020-9,sh85034149,800,300174160,,,,PN80-PN99
Q208217,literary studies,4036034-9,gnd_id,literary studies,discipline,Q40634|Q80083,philology|humanities,Q6486703,language arts,,,,4036034-9,,,,15037139n,,,
Q459381,literary theory,sh85077509,lcsh_id,literary theory,discipline,Q208217,literary studies,,,,,,4036031-3,sh85077509,801,300055893,,LiteraryTheory,,
Q8242,literature,sh85077507,lcsh_id,literature,discipline,Q735|Q16889133|Q7725634,art|class|literary work,Q6486703,language arts,,,,4035964-5,sh85077507,800,300180362|300054273,00051538n,Literature,literature,PN
Q83296,lithosphere,sh2011000728,lcsh_id,lithosphere,discipline,Q23497981,layer,Q52109|Q2|Q128207,geomorphology|Earth|terrestrial planet,Q215680|Q25569549,tectonic plate|Q25569549,,4139001-5,sh2011000728,551,,,,,
Q172331,liturgy,sh85077734,lcsh_id,liturgy,major,,,,,,,,4036050-7,sh85077734,203.8,300055983,,,,BV169-BV199
Q8078,logic,sh85078106,lcsh_id,logic,discipline,Q124222085,scientific study,Q395|Q5891,mathematics|philosophy,Q236975|Q224821|Q1206311|Q200694|Q35148|Q210841|Q484511|Q484284|Q179289,classical logic|fuzzy logic|quantum logic|propositional calculus|predicate logic|modal logic|inductive reasoning|deductive reasoning|causality,,4036202-4,sh85078106,160,300054292,00051845n,Logic,,BC1-BC199
Q177777,logistics,sh85078128,lcsh_id,logistics,major,,,,,,,,4036210-3,sh85078128,,,,,,
Q626707,longitudinal wave,4168152-6,gnd_id,longitudinal wave,discipline,Q4080565,progressive wave,,,,,,4168152-6,,,,,,,
Q10477377,love for fellow humans,4041110-2,gnd_id,love for fellow humans,discipline,Q316,love,Q51641,Great Commandment,,,,4041110-2,,,,,,,
Q2539,machine learning,sh85079324,lcsh_id,machine learning,discipline,Q21198|Q11660,computer science|artificial intelligence,Q11660|Q395,artificial intelligence|mathematics,Q7094097|Q334384|Q1152135|Q830687,online machine learning|supervised learning|unsupervised learning|reinforcement learning,,4193754-5,sh85079324,006.31,,01647033n,MachineLearning,,
Q39680,macroeconomics,sh85079443,lcsh_id,macroeconomics,discipline,Q8134,economics,Q10660901,general economics,,,,4037174-8,sh85079443,339,,00052612n,Macroeconomics,,
Q2549249,magnetohydrodynamics,sh85079784,lcsh_id,magnetohydrodynamics,major,,,,,,,,4130803-7,sh85079784,538.6,,,,,
Q1043452,maintenance,sh85079931,lcsh_id,maintenance,discipline,Q1914636,activity,Q65244368,utilization,,,1006143,4027145-6,sh85079931,620.0046,300054719,03804701n,,,
Q190993,malacology,594,ddc,malacology,discipline,Q12744095|Q7173|Q5728861,invertebrate zoology|marine biology|aquatic biology,Q12744095|Q7173|Q5728861,invertebrate zoology|marine biology|aquatic biology,,,,4352566-0,,594,,00052929n,,,
Q3615129,mammal anatomy,sh85080261,lcsh_id,mammal anatomy,discipline,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,Q220384,zootomy,,,1006953,,sh85080261,,,,,,QL739
Q104856238,mammalian ecology,sh2010100357,lcsh_id,mammalian ecology,discipline,Q73403730|Q183904,vertebrate ecology|mammalogy,,,,,1006970,,sh2010100357,,,,,,QL739.8
Q183904,mammalogy,sh96010388,lcsh_id,mammalogy,discipline,Q18358830,vertebrate zoology,Q18358830,vertebrate zoology,,,1006944,4168746-2,sh96010388,599,,,,,
Q2920921,management,sh85080336,lcsh_id,management,discipline,Q1783823|Q29017603|Q338754,coordination|control|control,,,,,1007141,4037278-9,sh85080336,650,300054594,00053116n,Management,,
Q899279,management control system,4070102-5,gnd_id,management control system,major,,,,,,,,4070102-5,,,,,,,
Q2414942,management science,sh85080363,lcsh_id,management science,major,,,,,,,1007306,,sh85080363,658,,,,,
Q7173,marine biology,sh85081138,lcsh_id,marine biology,discipline,Q5728861|Q1130698,aquatic biology|hydrobiology,,,,,,4169246-9,sh85081138,578.77,300264402,,MarineBiology,,
Q104258221,marine chemical ecology,sh91005227,lcsh_id,marine chemical ecology,discipline,Q4530312|Q700919,marine ecology|chemical ecology,,,,,1009482,,sh91005227,,,,,,
Q4530312,marine ecology,sh85081156,lcsh_id,marine ecology,discipline,Q7173|Q7150,marine biology|ecology,Q112939592,marine and estuarine ecology,,,1009513,4195671-0,sh85081156,,,,,,
Q109534974,marine geophysics,sh85081193,lcsh_id,marine geophysics,discipline,Q46255|Q1337681,geophysics|physical oceanography,,,,,1009623,,sh85081193,,,,,,
Q107267429,marine mammalogy,sh98000806,lcsh_id,marine mammalogy,discipline,Q183904|Q7173,mammalogy|marine biology,,,,,1009689,,sh98000806,,,,,,
Q74128869,maritime anthropology,sh85081307,lcsh_id,maritime anthropology,discipline,Q23404,anthropology,,,,,,,sh85081307,,,,,,
Q39809,marketing,sh85081333,lcsh_id,marketing,major,,,,,,,,4037589-4,sh85081333,658.8,300054673,,,,
Q1143466,marketing management,sh85081339,lcsh_id,marketing management,major,,,,,,,,,sh85081339,,,,,,
Q853710,mass communication,4037875-5,gnd_id,mass communication,major,,,,,,,,4037875-5,,,,,,,
Q1367461,mass customization,sh2006007647,lcsh_id,mass customization,discipline,Q2164232|Q1408288,customizing|manufacturing process,,,,,,4460479-8,sh2006007647,658.5,,,,,
Q11033,mass media,sh85081863,lcsh_id,mass media,major,,,,,,,1011219,4037877-9,sh85081863,302.23,300055812,,,,
Q183816,master's degree,4706762-7,gnd_id,master's degree,major,,,,,,,,4706762-7,,,300312342,,,,
Q2143054,material culture,4051157-1,gnd_id,material culture,major,,,,,,,,4051157-1,,,300054239|300263553,,,,
Q228736,materials science,sh85082094,lcsh_id,materials science,discipline,Q1665984|Q7991,interdisciplinary science|natural science,,,,,,4079184-1,sh85082094,620.11,300054496|300251959,01232012n,MaterialsScience,,
Q11850141,materials testing,sh85082086,lcsh_id,materials testing,discipline,Q1003030|Q46857|Q4751159,test|scientific method|analytical chemical technique,,,,,1011882,4037934-6,sh85082086,,,,,,
Q7754,mathematical analysis,sh85082116,lcsh_id,mathematical analysis,discipline,Q837863,pure mathematics,Q395,mathematics,Q149972|Q190549|Q193756|Q854531|Q28575007|Q580101|Q216861|Q876215|Q3174497|Q5498822|Q17017346|Q1503766|Q3979448,calculus|functional analysis|complex analysis|real analysis|theory of differential equations|integral equation|calculus of variations|harmonic analysis|dynamical systems theory|ergodic theory|global analysis|nonstandard analysis|convergence test,,4001865-9,sh85082116,515,,00003797n,,,
Q74130636,mathematical anthropology,sh85082119,lcsh_id,mathematical anthropology,discipline,Q23404,anthropology,,,,,,,sh85082119,,,,,,
Q751611,mathematical biology,sh85014235,lcsh_id,mathematical biology,major,,,,,,,,,sh85014235,570.151,,,,,
Q12553063,mathematical linguistics,sh85082122,lcsh_id,mathematical linguistics,discipline,Q8162|Q395,linguistics|mathematics,,,,,,4037950-4,sh85082122,410.151,,,,,
Q1166618,mathematical logic,sh85003435,lcsh_id,mathematical logic,discipline,Q8078,logic,Q395|Q112955904|Q8078,"mathematics|mathematical logic, set theory, lattices and universal algebra|logic",,,,4037951-6,sh85003435,511.3,,00035928n,MathematicalLogic,,
Q395,mathematics,sh85082139,lcsh_id,mathematics,discipline,Q7991,natural science,Q1881523|Q816264|Q475023,"science, technology, engineering, and mathematics|formal science|exact science",Q12479|Q8087|Q3968|Q217413|Q12482|Q12483|Q5862903|Q42989|Q7754|Q76592|Q1166618|Q11205,number theory|geometry|algebra|category theory|set theory|statistics|probability theory|topology|mathematical analysis|combinatorics|mathematical logic|arithmetic,,4037944-9,sh85082139,510,300054522,00053823n,Mathematics,,
Q15824073,means of communication,4169187-8,gnd_id,means of communication,major,,,,,,,,4169187-8,,,,,,,
Q12453,measurement,530.8,ddc,measurement,discipline,Q791801,estimation,Q394,metrology,,,,4038852-9,,530.8,300266037|300053578,00054019n,Measurement,,
Q41217,mechanics,sh85082767,lcsh_id,mechanics,discipline,Q413,physics,Q413,physics,,,1013446,4038168-7,sh85082767,531,300054568,00054060n,Mechanics,,
Q180165,mechatronics,sh93001518,lcsh_id,mechatronics,discipline,Q4917288|Q21198|Q12176496|Q11016|Q113104535,"control engineering|computer science|electromechanical engineering|technology|control engineering, mechatronics and robotics",,,,,,4238812-0,sh93001518,621,,02396781n,,,
Q50636,media history,4114544-6,gnd_id,media history,major,,,,,,,,4114544-6,,,,,,,
Q1212747,media informatics,4875411-0,gnd_id,media informatics,major,,,,,,,,4875411-0,,,,,,,
Q1507246,media literacy,sh96010160,lcsh_id,media literacy,major,,,,,,,,4680767-6,sh96010160,,,,,,
Q165650,media studies,4169194-5,gnd_id,media studies,major,,,,,,,,4169194-5,,,,,,,
Q223871,mediation,sh85082846,lcsh_id,mediation,major,,,,,,,,4191538-0,sh85082846,303.69,300258346,,,,
Q1779521,medical anthropology,sh85082859,lcsh_id,medical anthropology,discipline,Q23404,anthropology,,,,,,7503792-0,sh85082859,,,,MedicalAnthropology,,
Q14970638,medical assistant,4270817-5,gnd_id,medical assistant,major,,,,,,,,4270817-5|4003163-9,,,,,,,
Q177719,medical diagnosis,sh85037489,lcsh_id,medical diagnosis,discipline,Q16644043,diagnosis,,,,,,4012040-5,sh85037489,636.0896075|616.075,,,,,RC71-RC78.7
Q931309,medical imaging,sh85037507,lcsh_id,medical imaging,major,,,,,,,,4006617-4,sh85037507,616.0754,,,,,
Q454812,medical jurisprudence,sh85082955,lcsh_id,medical jurisprudence,discipline,Q495304|Q11190|Q4932206,forensic science|medicine|jurisprudence,Q452816|Q3853781,bringer of preliminary proceedings|public medicine,Q1407263,forensic psychiatry,,4048805-6,sh85082955,614.1,300124744,,,,
Q598976,medical microbiology,sh85082974,lcsh_id,medical microbiology,discipline,Q7193|Q864601|Q7208,microbiology|biomedicine|pathology,,,,,,4038264-3,sh85082974,616.904  1,,,MedicalMicrobiology,,
Q1120908,medical physics,sh85083001,lcsh_id,medical physics,major,,,,,,,,4130758-6,sh85083001,610.153,,,,,
Q11790210,medical sciences,sh85083022,lcsh_id,medical sciences,discipline,Q864928,life sciences,,,,,1014601,,sh85083022,,,,,,
Q179661,medical treatment,sh85134723,lcsh_id,medical treatment,discipline,Q796194|Q26256310|Q31207,medical procedure|treatment|health care,,,,,1149694,4059798-2,sh85134723|sh99005040,616.891|615,,00076843n,MedicalTreatmentEvent,,
Q11190,medicine,sh85083064,lcsh_id,medicine,discipline,Q843601,health sciences,Q864928,life sciences,,,1014893,4038243-6,sh85083064,610,,00054133n,MedicalFieldOfStudy,,
Q131850943,medicine of the nerves,616.8009,ddc,medicine of the nerves,discipline,Q11190,medicine,,,,,,4138737-5,,616.8009,,,,,
Q15812036,medieval German studies,sh85054412,lcsh_id,medieval German studies,major,,,,,,,,4142065-2,sh85054412,,,,,,
Q1163234,medieval Latin,477,ddc,medieval Latin,major,,,,,,,,,,477,300388857,,,,
Q1671076,medieval archaeology,sh85006512,lcsh_id,medieval archaeology,major,,,,,,,,,sh85006512,940.1,,,,,
Q119190,medieval studies,sh85085002,lcsh_id,medieval studies,major,,,,,,,,4038217-5,sh85085002,,300389816,,,,
Q1175969,mental hygiene,4047698-4,gnd_id,mental hygiene,major,,,,,,,,4047698-4,,,,,,,
Q628523,message,4127996-7,gnd_id,message,discipline,Q11028|Q488383,information|object,,,,,,4127996-7,,,,,Message,,
Q180160,metadata,sh96000740,lcsh_id,metadata,discipline,Q42848|Q59157859|Q16686448,data|secondary information|artificial object,Q59139053,metainformation system,,,,4410512-5,sh96000740,025.3|005.7,300379475,,,,
Q11467,metallurgy,sh85084158,lcsh_id,metallurgy,major,,,,,,,,4074756-6,sh85084158,669,300054499,,,,
Q35277,metaphysics,sh85084286,lcsh_id,metaphysics,discipline,Q596284|Q2166096|Q5891,metaphilosophy|theoretical philosophy|philosophy,,,,,,4038936-4,sh85084286,110,300054293,00054580n,Metaphysics,,
Q25261,meteorology,sh85084334,lcsh_id,meteorology,discipline,Q8008|Q757520,Earth science|atmospheric sciences,,,Q130304502,branch of meteorology,,4038953-4,sh85084334,551.5,300054550,00054609n,Meteorology,,
