cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels
14.4501,Biological/Biosystems Engineering.,14,45,01,6-digit,Q1954904,The Biological Bulletin,scientific journal,Q5633421,,,,,,,,,,Q420,,,,,,,,Q15766928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0000,"Engineering Technology, General.",15,00,00,2-digit,Q96325759,Engineering Technology,UK scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0401,Biomedical Technology/Technician.,15,04,01,6-digit,Q4086911,biomedical technology,,,,Q11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0404,Instrumentation Technology/Technician.,15,04,04,6-digit,Q96331696,Instrumentation Technology,US scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0505,Solar Energy Technology/Technician.,15,05,05,6-digit,Q1641351,solar energy technology,Describes the utilization of the solar radiation of the sun by means of technical tools and equipment,,,Q11016,,,,,,,,,,,,,,Q1483757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0612,Industrial Technology/Technician.,15,06,12,6-digit,Q10952243,industrial technology,use of technology to increase the efficiency of production,Q112057532,,Q11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0613,Manufacturing Technology/Technician.,15,06,13,6-digit,Q115154784,manufacturing technology,technology used in the production of goods,,,Q11016,,Q11049265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0805,Mechanical Engineering/Mechanical Technology/Technician.,15,08,05,6-digit,Q101333,mechanical engineering,type of engineering discipline (not the studies),Q12015335,,Q11023,,,,,,Q2358766,,,,,,,,,,Q77590,,Q2657718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0901,Mining Technology/Technician.,15,09,01,6-digit,Q15905645,mining technology,industrial technology of mining,Q112057532,,Q44497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0903,Petroleum Technology/Technician.,15,09,03,6-digit,Q96725259,Petroleum Technology,US scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1501,Engineering/Industrial Management.,15,15,01,6-digit,Q11023,engineering,type of applied science,Q627436,,Q28797,,Q1881523,,,,Q108375738,,,,,,Q413,,,,,,Q867541,,,,,,Q11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1502,Engineering Design.,15,15,02,6-digit,Q5638464,design engineering,area of engineering and economic branch focused on the planning of technical systems,,,Q11023,,,,,,,,,,,,,,,,Q77590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1601,Nanotechnology.,15,16,01,6-digit,Q11468,nanotechnology,field of applied science whose theme is the control of matter on atomic and (supra)molecular scale,Q268592,,Q11016,,,,,,,,,,,,,,,,Q912169,,Q101314624,,,,,,Q967847,,,,,,,,,,,,,,Q154357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0102,Linguistics.,16,01,02,6-digit,Q8162,linguistics,scientific study of language,Q1047113,,Q80083,,Q6486703,,,,,,,,Q181839,,,,,,Q64810203,,Q602358,,,,,,Q33384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0201,"African Languages, Literatures, and Linguistics.",16,02,01,6-digit,Q207930,languages of Africa,languages of a geographic region,Q11862829,,Q13192321,,Q149416,,,,,,,,,,,,,,,,Q19219752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0302,Japanese Language and Literature.,16,03,02,6-digit,Q6158249,Japanese Language and Literature,journal,Q737498,,,,,,,,,,Q5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0901,French Language and Literature.,16,09,01,6-digit,Q11333703,French language studies,discipline that studies the French language and literature,Q4671286,,Q40634,,,,,,,,,,,,,,,,,,,,,,,,Q150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1001,"American Indian/Native American Languages, Literatures, and Linguistics.",16,10,01,6-digit,Q15751537,American Indian and Alaska Native Mental Health Research,academic journal,Q5633421,,,,,,,,,,Q309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1401,"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.",16,14,01,6-digit,Q781542,Australian Journal of Chemistry,journal,Q5633421,,,,,,,,,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0101,"Family and Consumer Sciences/Human Sciences, General.",19,01,01,6-digit,Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community,Q4671286,,Q1047113,,Q425694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0202,Family and Consumer Sciences/Human Sciences Communication.,19,02,02,6-digit,Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community,Q4671286,,Q1047113,,Q425694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0402,Consumer Economics.,19,04,02,6-digit,Q3578714,consumer economics,"branch of economics concerned with consumers, families, or individuals",Q627436,,Q39072,,,,,,,,,,,,,,,,Q425694,,,,,,,,Q192270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0501,"Foods, Nutrition, and Wellness Studies, General.",19,05,01,6-digit,Q27726931,Foods,scientific journal,Q737498,,,,,,,,,,Q911772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01T00:00:00Z,,,,,,,,,,Q39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0504,Human Nutrition.,19,05,04,6-digit,Q2602563,human nutrition,provision of essential nutrients to humans,Q11862829,,Q4764962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0704,Family Systems.,19,07,04,6-digit,Q870449,family therapy,type of psychotherapy,Q11862829,,Q183257,,,,,,,,,,,,,,,,Q1929812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0706,Child Development.,19,07,06,6-digit,Q5097720,Child Development,journal,Q737498,,,,,,,,,,Q407784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0904,Textile Science.,19,09,04,6-digit,Q12227706,textile science,study of the structure and performance of textile materials,Q336,,Q228736,,,,,,,,,,,,,,,,,,,,,,,,Q28823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0000,"Legal Studies, General.",22,00,00,2-digit,Q15759899,Legal Studies,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0302,Legal Assistant/Paralegal.,22,03,02,6-digit,Q620413,paralegal,professional of legal science that performs as part of a legal assistance system,Q28640,,Q7135767,,,,,,,,,,,,,,,,Q6517489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0101,"English Language and Literature, General.",23,01,01,6-digit,Q27968,English studies,discipline that studies the English language and literature,Q4671286,,Q40634,,,,,,,,,,Q28856,,,,,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1402,American Literature (United States).,23,14,02,6-digit,Q233762,American literature,literature written by Americans or related to the United States,Q11862829,,Q116476,,Q113128838,,,,Q25340364,,,,,,,,,,,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1403,American Literature (Canadian).,23,14,03,6-digit,Q233762,American literature,literature written by Americans or related to the United States,Q11862829,,Q116476,,Q113128838,,,,Q25340364,,,,,,,,,,,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0101,Liberal Arts and Sciences/Liberal Studies.,24,01,01,6-digit,Q124366260,liberal arts and sciences,field of study,Q2267705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0102,General Studies.,24,01,02,6-digit,Q4932206,jurisprudence,"theoretical study of law, by philosophers and social scientists",Q11862829,,Q382995,,,,,,Q847034,,,,Q126842,,,,,,Q382995,,Q2041543,,,,,,Q780687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0101,Library Science/Librarianship.,25,01,01,6-digit,Q199655,library science,"application of practices, methods, technologies, tools of management, education, training, perspectives, and related areas, to the organized collection and the systematic classification of information in libraries",Q192581,,Q16387,,Q13420675,,,,,,,,Q49848,,,,,,Q99231505,,Q124737616,,,,,,Q1929761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0101,"Biology/Biological Sciences, General.",26,01,01,6-digit,Q420,biology,"scientific study of living things, especially their structure, function, growth, evolution, and distribution",Q4671286,,Q7991,,,,,,,,,,Q105582462,,,,,,,,Q867541,,,,,,Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0102,"Biomedical Sciences, General.",26,01,02,6-digit,Q864601,biomedicine,branch of medical science that applies biological and physiological principles to clinical practice,Q4671286,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0202,Biochemistry.,26,02,02,6-digit,Q7094,biochemistry,study of chemical processes in living organisms,Q1665984,,Q420,,Q420,,,,,,,,,,,,,,Q731154,,Q602358,,,,,,Q864276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0203,Biophysics.,26,02,03,6-digit,Q7100,biophysics,study of biological systems using methods from the physical sciences,Q4162444,,Q413,,,,,,,,,,,,,,,,,,Q864649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0204,Molecular Biology.,26,02,04,6-digit,Q7202,molecular biology,branch of biology that deals with the molecular basis of biological activity,Q28598684,,Q420,,Q420,,,,,,,,Q2880775,,,,,,,,Q2657718,,,,,,Q11369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0205,Molecular Biochemistry.,26,02,05,6-digit,Q115160648,molecular biochemistry,science,,,Q7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0206,Molecular Biophysics.,26,02,06,6-digit,Q4300350,molecular biophysics,study of biological systems at the molecular level using methods from the physical sciences,Q4162444,,Q7100,,,,,,,,,,,,,,,,,,Q2657718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0207,Structural Biology.,26,02,07,6-digit,Q908902,structural biology,study of molecular structures in biology,Q11862829,,Q420,,Q7202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0208,Photobiology.,26,02,08,6-digit,Q908917,photobiology,study of light interacting with living organisms,Q2465832,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0209,Radiation Biology/Radiobiology.,26,02,09,6-digit,Q690200,radiobiology,field of clinical and basic medical sciences that involves the study of the action of ionizing radiation on living things,Q11862829,,Q420,,,,,,,,,,,,,,,,,,Q2657718,,,,,,Q186161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0210,Biochemistry/Biophysics and Molecular Biology.,26,02,10,6-digit,Q7094,biochemistry,study of chemical processes in living organisms,Q1665984,,Q420,,Q420,,,,,,,,,,,,,,Q731154,,Q602358,,,,,,Q864276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0301,Botany/Plant Biology.,26,03,01,6-digit,Q441,botany,science of plant life,Q1047113,,Q420,,,,,,,,,,Q272737,,,,,,,,Q106727050,,Q420,,,,Q756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0307,Plant Physiology.,26,03,07,6-digit,Q3906288,Plant Physiology,peer-reviewed scientific journal,Q5633421,,,,,,Q185973,,,,Q441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0308,Plant Molecular Biology.,26,03,08,6-digit,Q15761850,Plant Molecular Biology,journal,Q5633421,,,,,,,,,,Q441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0403,Anatomy.,26,04,03,6-digit,Q514,anatomy,study of the internal structure of organisms and their parts,Q28598684,,Q420,,Q420,,,,,,,,Q4021,,,,,,Q13429539,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0502,"Microbiology, General.",26,05,02,6-digit,Q7193,microbiology,study of microscopic organisms,Q11862829,,Q420,,,,,,,,,,Q7215,,,,,,,,Q867541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0506,Mycology.,26,05,06,6-digit,Q7175,mycology,branch of biology concerned with the study of fungi,Q1047113,,Q420,,,,,,,,,,,,,,,,,,Q602358,,,,,,Q764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0507,Immunology.,26,05,07,6-digit,Q101929,immunology,branch of medicine studying the immune system,Q930752,,Q420,,,,,,,,,,Q1500332,,,,,,,,Q124737630,,,,,,Q1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0508,Microbiology and Immunology.,26,05,08,6-digit,Q15767399,Microbiology and Immunology,scientific journal,Q737498,,,,,,,,,,Q7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q73376505,,,,Q17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0701,Zoology/Animal Biology.,26,07,01,6-digit,Q431,zoology,scientific study of animals,Q627436,,Q420,,Q420,,,,,,,,Q180502,,,,,,Q168091,,Q19219752,,,,,,Q729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0702,Entomology.,26,07,02,6-digit,Q39286,entomology,scientific study of insects,Q11862829,,Q3520855,,Q3520855,,,,,,,,,,,,,,Q35245,,Q602358,,,,,,Q1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0709,Wildlife Biology.,26,07,09,6-digit,Q15759265,Wildlife Biology,journal,Q737498,,,,,,,,,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0801,"Genetics, General.",26,08,01,6-digit,Q7162,genetics,"science of genes, heredity, and variation in living organisms",Q336,,Q420,,Q420,,,,,,,,,,,,,,Q3508604,,Q20078554,,,,,,Q7020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0804,Animal Genetics.,26,08,04,6-digit,Q2028353,Animal Genetics,scientific journal,Q737498,,,,,,,,,,Q110310405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0805,Plant Genetics.,26,08,05,6-digit,Q7201518,plant genetics,"study of genes, heredity in plants",Q11862829,,,,Q441,,,,,,,,,,,,,,,,,,,,,,Q756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0901,"Physiology, General.",26,09,01,6-digit,Q521,physiology,science regarding function of organisms or living systems,Q185698,,Q420,,,,,,,,,,,,,,,,,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0902,Molecular Physiology.,26,09,02,6-digit,Q75135416,molecular physiology,research field,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0904,Endocrinology.,26,09,04,6-digit,Q3054009,Endocrinology,scientific journal,Q5633421,,,,,,,,,,Q162606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0905,Reproductive Biology.,26,09,05,6-digit,Q3640158,reproductive biology,branch of biology studying reproduction,Q1047113,,Q420,,,,,,,,,,,,,,,,,,,,,,,,Q7895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0909,Vision Science/Physiological Optics.,26,09,09,6-digit,Q7936208,vision science,scientific study of vision,Q2465832,,Q113129180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1001,Pharmacology.,26,10,01,6-digit,Q128406,pharmacology,branch of biology concerning drugs,Q930752,,Q7180763,,,,,,,,,,,,,,,,,,Q602358,,,,,,Q1848900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1002,Molecular Pharmacology.,26,10,02,6-digit,Q1943386,Molecular Pharmacology,journal,Q737498,,,,,,,,,,Q128406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1003,Neuropharmacology.,26,10,03,6-digit,Q15332439,Neuropharmacology,peer-reviewed scientific journal,Q5633421,,,,,,Q3026765,,,,Q128406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1004,Toxicology.,26,10,04,6-digit,Q7218,toxicology,"branch of biology, chemistry, and medicine",Q930752,,Q420,,,,,,,,,,Q115582861,,,,,,Q1130602,,Q602358,,,,,,Q184651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1005,Molecular Toxicology.,26,10,05,6-digit,Q26839895,Molecular toxicology,journal,Q16024164,,,,,,,,,,Q113884260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1101,Biometry/Biometrics.,26,11,01,6-digit,Q214746,biostatistics,study of statistics application in biology,Q11862829,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1102,Biostatistics.,26,11,02,6-digit,Q214746,biostatistics,study of statistics application in biology,Q11862829,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1104,Computational Biology.,26,11,04,6-digit,Q177005,computational biology,"data-analytical and theoretical methods, mathematical modeling and computational simulation techniques to the study of biological, behavioral, and social systems",Q11862829,,Q420,,,,,,,,,,,,,,,,Q128570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1201,Biotechnology.,26,12,01,6-digit,Q7108,biotechnology,technologies directly involving biology; formerly or more narrowly the use of living systems and organisms to develop or make useful products,Q28797,,Q11016,,Q420,,,,,,,,Q742990,,,,,,,,Q101314624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1301,Ecology.,26,13,01,6-digit,Q7150,ecology,scientific study of the relationships between living organisms,Q1047113,,Q5333289,,,,,,,,,,Q1387972,,,,,,Q7155,,Q1029706,,,,,,Q56575300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1303,Evolutionary Biology.,26,13,03,6-digit,Q840400,evolutionary biology,study of the processes that produced the diversity of life,Q1047113,,Q5333289,,,,,,,,,,,,,,,,Q213713,,,,,,,,Q1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
