cip_id,cip_label,cip_type,cip_header,cip_category,cip_subclass
50.0905,Musicology and Ethnomusicology.,main,50,09,05
50.0906,Conducting.,main,50,09,06
50.0907,Piano and Organ.,main,50,09,07
50.0908,Voice and Opera.,main,50,09,08
50.0910,Jazz/Jazz Studies.,main,50,09,10
50.0911,"Violin, Viola, Guitar and Other Stringed Instruments.",main,50,09,11
50.0912,Music Pedagogy.,main,50,09,12
50.0913,Music Technology.,main,50,09,13
50.0914,Brass Instruments.,main,50,09,14
50.0915,Woodwind Instruments.,main,50,09,15
50.0916,Percussion Instruments.,main,50,09,16
50.1001,"Arts, Entertainment,and Media Management, General.",main,50,10,01
50.1002,Arts Management.,main,50,10,02
50.1003,Music Management and Merchandising.,main,50,10,03
50.1004,Theatre/Theatre Arts Management.,main,50,10,04
51.0000,"Health Services/Allied Health/Health Sciences, General.",main,51,00,00
51.0001,"Health and Wellness, General.",main,51,00,01
51.0101,Chiropractic (DC).,main,51,01,01
51.0201,"Communication Disorders, General.",main,51,02,01
51.0202,Audiology/Audiologist and Hearing Sciences.,main,51,02,02
51.0203,Speech-Language Pathology/Pathologist.,main,51,02,03
51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,main,51,02,04
51.0401,"Dentistry (DDS, DMD).",main,51,04,01
51.0501,"Dental Clinical Sciences, General (MS, PhD).",main,51,05,01
51.0502,"Advanced General Dentistry (Cert., MS, PhD)",main,51,05,02
51.0503,"Oral Biology and Oral Pathology (MS, PhD).",main,51,05,03
51.0504,"Dental Public Health and Education (Cert., MS/MPH, PhD/DPH)",main,51,05,04
51.0505,"Dental Materials (MS, PhD).",main,51,05,05
51.0506,"Endodontics/Endodontology (Cert., MS, PhD)",main,51,05,06
51.0507,"Oral/Maxillofacial Surgery (Cert., MS, PhD)",main,51,05,07
51.0508,"Orthodontics/Orthodontology (Cert., MS, PhD)",main,51,05,08
51.0509,"Pediatric Dentistry/Pedodontics (Cert., MS, PhD)",main,51,05,09
51.0510,"Periodontics/Periodontology (Cert., MS, PhD)",main,51,05,10
51.0511,"Prosthodontics/Prosthodontology (Cert., MS, PhD)",main,51,05,11
51.0601,Dental Assisting/Assistant.,main,51,06,01
51.0602,Dental Hygiene/Hygienist.,main,51,06,02
51.0603,Dental Laboratory Technology/Technician.,main,51,06,03
51.0701,Health/Health Care Administration/Management.,main,51,07,01
51.0702,Hospital and Health Care Facilities Administration/Management.,main,51,07,02
51.0703,Health Unit Coordinator/Ward Clerk.,main,51,07,03
51.0704,Health Unit Manager/Ward Supervisor.,main,51,07,04
51.0705,Medical Office Management/Administration.,main,51,07,05
51.0706,Health Information/Medical Records Administration/Administrator.,main,51,07,06
51.0707,Health Information/Medical Records Technology/Technician.,main,51,07,07
51.0708,Medical Transcription/Transcriptionist.,main,51,07,08
51.0709,Medical Office Computer Specialist/Assistant.,main,51,07,09
51.0710,Medical Office Assistant/Specialist.,main,51,07,10
51.0711,Medical/Health Management and Clinical Assistant/Specialist.,main,51,07,11
51.0712,Medical Reception/Receptionist.,main,51,07,12
51.0713,Medical Insurance Coding Specialist/Coder.,main,51,07,13
51.0714,Medical Insurance Specialist/Medical Biller.,main,51,07,14
51.0715,Health/Medical Claims Examiner.,main,51,07,15
51.0716,Medical Administrative/Executive Assistant and Medical Secretary.,main,51,07,16
51.0717,Medical Staff Services Technology/Technician.,main,51,07,17
51.0718,Long Term Care Administration/Management.,main,51,07,18
51.0719,Clinical Research Coordinator.,main,51,07,19
51.0801,Medical/Clinical Assistant.,main,51,08,01
51.0802,Clinical/Medical Laboratory Assistant.,main,51,08,02
51.0803,Occupational Therapist Assistant.,main,51,08,03
51.0805,Pharmacy Technician/Assistant.,main,51,08,05
51.0806,Physical Therapist Assistant.,main,51,08,06
51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.,main,51,08,08
51.0809,Anesthesiologist Assistant.,main,51,08,09
51.0810,Emergency Care Attendant (EMT Ambulance).,main,51,08,10
51.0811,Pathology/Pathologist Assistant.,main,51,08,11
51.0812,Respiratory Therapy Technician/Assistant.,main,51,08,12
51.0813,Chiropractic Assistant/Technician.,main,51,08,13
51.0814,Radiologist Assistant.,main,51,08,14
51.0815,Lactation Consultant.,main,51,08,15
51.0816,Speech-Language Pathology Assistant.,main,51,08,16
51.0901,Cardiovascular Technology/Technologist.,main,51,09,01
51.0902,Electrocardiograph Technology/Technician.,main,51,09,02
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.,main,51,09,03
51.0904,Emergency Medical Technology/Technician (EMT Paramedic).,main,51,09,04
51.0905,Nuclear Medical Technology/Technologist.,main,51,09,05
51.0906,Perfusion Technology/Perfusionist.,main,51,09,06
51.0907,Medical Radiologic Technology/Science - Radiation Therapist.,main,51,09,07
51.0908,Respiratory Care Therapy/Therapist.,main,51,09,08
51.0909,Surgical Technology/Technologist.,main,51,09,09
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.,main,51,09,10
51.0911,Radiologic Technology/Science - Radiographer.,main,51,09,11
51.0912,Physician Assistant.,main,51,09,12
51.0913,Athletic Training/Trainer.,main,51,09,13
51.0914,Gene/Genetic Therapy.,main,51,09,14
51.0915,Cardiopulmonary Technology/Technologist.,main,51,09,15
51.0916,Radiation Protection/Health Physics Technician.,main,51,09,16
51.0917,Polysomnography.,main,51,09,17
51.0918,Hearing Instrument Specialist.,main,51,09,18
51.0919,Mammography Technician/Technology.,main,51,09,19
51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician.,main,51,09,20
51.1001,Blood Bank Technology Specialist.,main,51,10,01
51.1002,Cytotechnology/Cytotechnologist.,main,51,10,02
51.1003,Hematology Technology/Technician.,main,51,10,03
51.1004,Clinical/Medical Laboratory Technician.,main,51,10,04
51.1005,Clinical Laboratory Science/Medical Technology/Technologist.,main,51,10,05
51.1006,Ophthalmic Laboratory Technology/Technician.,main,51,10,06
51.1007,Histologic Technology/Histotechnologist.,main,51,10,07
51.1008,Histologic Technician.,main,51,10,08
51.1009,Phlebotomy/Phlebotomist.,main,51,10,09
51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.,main,51,10,10
51.1011,Renal/Dialysis Technologist/Technician.,main,51,10,11
51.1012,Sterile Processing Technology/Technician.,main,51,10,12
51.1101,Pre-Dentistry Studies.,main,51,11,01
51.1102,Pre-Medicine/Pre-Medical Studies.,main,51,11,02
51.1103,Pre-Pharmacy Studies.,main,51,11,03
51.1104,Pre-Veterinary Studies.,main,51,11,04
51.1105,Pre-Nursing Studies.,main,51,11,05
51.1106,Pre-Chiropractic Studies.,main,51,11,06
51.1107,Pre-Occupational Therapy Studies.,main,51,11,07
51.1108,Pre-Optometry Studies.,main,51,11,08
51.1109,Pre-Physical Therapy Studies.,main,51,11,09
51.1201,Medicine (MD).,main,51,12,01
51.1401,"Medical Scientist (MS, PhD).",main,51,14,01
51.1501,Substance Abuse/Addiction Counseling.,main,51,15,01
51.1502,Psychiatric/Mental Health Services Technician.,main,51,15,02
51.1503,Clinical/Medical Social Work.,main,51,15,03
51.1504,Community Health Services/Liaison/Counseling.,main,51,15,04
51.1505,Marriage and Family Therapy/Counseling.,main,51,15,05
51.1506,Clinical Pastoral Counseling/Patient Counseling.,main,51,15,06
51.1507,Psychoanalysis and Psychotherapy.,main,51,15,07
51.1508,Mental Health Counseling/Counselor.,main,51,15,08
51.1509,Genetic Counseling/Counselor.,main,51,15,09
51.1701,Optometry (OD).,main,51,17,01
51.1801,Opticianry/Ophthalmic Dispensing Optician.,main,51,18,01
51.1802,Optometric Technician/Assistant.,main,51,18,02
51.1803,Ophthalmic Technician/Technologist.,main,51,18,03
51.1804,Orthoptics/Orthoptist.,main,51,18,04
51.1901,Osteopathic Medicine/Osteopathy (DO).,main,51,19,01
51.2001,"Pharmacy (PharmD [USA], PharmD or BS/BPharm [Canada]).",main,51,20,01
51.2002,"Pharmacy Administration and Pharmacy Policy and Regulatory Affairs (MS, PhD).",main,51,20,02
51.2003,"Pharmaceutics and Drug Design (MS, PhD).",main,51,20,03
51.2004,"Medicinal and Pharmaceutical Chemistry (MS, PhD).",main,51,20,04
51.2005,"Natural Products Chemistry and Pharmacognosy (MS, PhD).",main,51,20,05
51.2006,"Clinical and Industrial Drug Development (MS, PhD).",main,51,20,06
51.2007,"Pharmacoeconomics/Pharmaceutical Economics (MS, PhD).",main,51,20,07
51.2008,"Clinical, Hospital, and Managed Care Pharmacy (MS, PhD).",main,51,20,08
51.2009,"Industrial and Physical Pharmacy and Cosmetic Sciences (MS, PhD).",main,51,20,09
51.2010,Pharmaceutical Sciences.,main,51,20,10
51.2011,Pharmaceutical Marketing and Management.,main,51,20,11
51.2101,Podiatric Medicine/Podiatry (DPM).,main,51,21,01
51.2201,"Public Health, General (MPH, DPH).",main,51,22,01
51.2202,Environmental Health.,main,51,22,02
51.2205,Health/Medical Physics.,main,51,22,05
51.2206,Occupational Health and Industrial Hygiene.,main,51,22,06
51.2207,Public Health Education and Promotion.,main,51,22,07
51.2208,Community Health and Preventive Medicine.,main,51,22,08
51.2209,Maternal and Child Health.,main,51,22,09
51.2210,International Public Health/International Health.,main,51,22,10
51.2211,Health Services Administration.,main,51,22,11
51.2212,Behavioral Aspects of Health.,main,51,22,12
51.2301,Art Therapy/Therapist.,main,51,23,01
51.2302,Dance Therapy/Therapist.,main,51,23,02
51.2305,Music Therapy/Therapist.,main,51,23,05
51.2306,Occupational Therapy/Therapist.,main,51,23,06
51.2307,Orthotist/Prosthetist.,main,51,23,07
51.2308,Physical Therapy/Therapist.,main,51,23,08
51.2309,Therapeutic Recreation/Recreational Therapy.,main,51,23,09
51.2310,Vocational Rehabilitation Counseling/Counselor.,main,51,23,10
51.2311,Kinesiotherapy/Kinesiotherapist.,main,51,23,11
51.2312,Assistive/Augmentative Technology and Rehabiliation Engineering.,main,51,23,12
51.2313,Animal-Assisted Therapy.,main,51,23,13
51.2314,Rehabilitation Science.,main,51,23,14
51.2401,Veterinary Medicine (DVM).,main,51,24,01
51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General (Cert., MS, PhD)",main,51,25,01
51.2502,"Veterinary Anatomy (Cert., MS, PhD)",main,51,25,02
51.2503,"Veterinary Physiology (Cert., MS, PhD)",main,51,25,03
51.2504,"Veterinary Microbiology and Immunobiology (Cert., MS, PhD)",main,51,25,04
51.2505,"Veterinary Pathology and Pathobiology (Cert., MS, PhD)",main,51,25,05
51.2506,"Veterinary Toxicology and Pharmacology (Cert., MS, PhD)",main,51,25,06
51.2507,"Large Animal/Food Animal and Equine Surgery and Medicine (Cert., MS, PhD)",main,51,25,07
51.2508,"Small/Companion Animal Surgery and Medicine (Cert., MS, PhD)",main,51,25,08
51.2509,"Comparative and Laboratory Animal Medicine (Cert., MS, PhD)",main,51,25,09
51.2510,"Veterinary Preventive Medicine Epidemiology, and Public Health (Cert., MS, PhD)",main,51,25,10
51.2511,"Veterinary Infectious Diseases (Cert., MS, PhD)",main,51,25,11
51.2599,"Veterinary Biomedical and Clinical Sciences, Other (Cert., MS. PhD)",main,51,25,99
51.2601,Health Aide.,main,51,26,01
51.2602,Home Health Aide/Home Attendant.,main,51,26,02
51.2603,Medication Aide.,main,51,26,03
51.2604,Rehabilitation Aide.,main,51,26,04
51.2703,Medical Illustration/Medical Illustrator.,main,51,27,03
51.2706,Medical Informatics.,main,51,27,06
51.3101,Dietetics/Dietitian (RD).,main,51,31,01
51.3102,Clinical Nutrition/Nutritionist.,main,51,31,02
51.3103,Dietetic Technician (DTR).,main,51,31,03
51.3104,Dietitian Assistant.,main,51,31,04
51.3201,Bioethics/Medical Ethics.,main,51,32,01
51.3300,"Alternative and Complementary Medicine and Medical Systems, General.",main,51,33,00
51.3301,Acupuncture.,main,51,33,01
51.3302,Traditional Chinese/Asian Medicine and Chinese Herbology.,main,51,33,02
51.3303,Naturopathic Medicine/Naturopathy (ND).,main,51,33,03
51.3304,Homeopathic Medicine/Homeopathy.,main,51,33,04
51.3305,Ayurvedic Medicine/Ayurveda.,main,51,33,05
51.3306,Holistic Health.,main,51,33,06
51.3401,"Direct Entry Midwifery (LM, CPM).",main,51,34,01
51.3501,Massage Therapy/Therapeutic Massage.,main,51,35,01
51.3502,Asian Bodywork Therapy.,main,51,35,02
51.3503,Somatic Bodywork.,main,51,35,03
51.3601,Movement Therapy and Movement Education.,main,51,36,01
51.3602,Yoga Teacher Training/Yoga Therapy.,main,51,36,02
51.3603,Hypnotherapy/Hypnotherapist.,main,51,36,03
51.3701,Aromatherapy.,main,51,37,01
51.3702,Herbalism/Herbalist.,main,51,37,02
51.3703,Polarity Therapy.,main,51,37,03
51.3704,Reiki.,main,51,37,04
51.3801,"Nursing/Registered Nurse (RN, ASN, BSN, MSN).",main,51,38,01
51.3802,"Nursing Administration (MSN, MS, PhD).",main,51,38,02
51.3803,Adult Health Nurse/Nursing.,main,51,38,03
51.3804,Nurse Anesthetist.,main,51,38,04
51.3805,Family Practice Nurse/Nurse Practitioner.,main,51,38,05
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,main,51,38,06
51.3807,Nurse Midwife/Nursing Midwifery.,main,51,38,07
51.3808,"Nursing Science (MS, PhD).",main,51,38,08
51.3809,Pediatric Nurse/Nursing.,main,51,38,09
51.3810,Psychiatric/Mental Health Nurse/Nursing.,main,51,38,10
51.3811,Public Health/Community Nurse/Nursing.,main,51,38,11
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,main,51,38,12
51.3813,Clinical Nurse Specialist.,main,51,38,13
51.3814,Critical Care Nursing.,main,51,38,14
51.3815,Occupational and Environmental Health Nursing.,main,51,38,15
51.3816,Emergency Room/Trauma Nursing.,main,51,38,16
51.3817,Nursing Education.,main,51,38,17
51.3818,Nursing Practice.,main,51,38,18
51.3819,Palliative Care Nursing.,main,51,38,19
51.3820,Clinical Nurse Leader.,main,51,38,20
51.3821,Geriatric Nurse/Nursing.,main,51,38,21
51.3822,Women's Health Nurse/Nursing.,main,51,38,22
51.3901,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)",main,51,39,01
51.3902,Nurse/Nursing Assistant/Aide and Patient Care Assistant.,main,51,39,02
52.0101,"Business/Commerce, General.",main,52,01,01
52.0201,"Business Administration and Management, General.",main,52,02,01
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",main,52,02,02
52.0203,Logistics and Materials Management.,main,52,02,03
52.0204,Office Management and Supervision.,main,52,02,04
52.0205,Operations Management and Supervision.,main,52,02,05
52.0206,Non-Profit/Public/Organizational Management.,main,52,02,06
52.0207,Customer Service Management.,main,52,02,07
52.0208,E-Commerce/Electronic Commerce.,main,52,02,08
52.0209,Transportation/Transportation Management.,main,52,02,09
52.0210,Research and Development Management.,main,52,02,10
52.0211,Project Management.,main,52,02,11
52.0212,Retail Management.,main,52,02,12
52.0213,Organizational Leadership.,main,52,02,13
52.0301,Accounting.,main,52,03,01
52.0302,Accounting Technology/Technician and Bookkeeping.,main,52,03,02
52.0303,Auditing.,main,52,03,03
52.0304,Accounting and Finance.,main,52,03,04
52.0305,Accounting and Business/Management.,main,52,03,05
52.0401,"Administrative Assistant and Secretarial Science, General.",main,52,04,01
52.0402,Executive Assistant/Executive Secretary.,main,52,04,02
52.0406,Receptionist.,main,52,04,06
52.0407,Business/Office Automation/Technology/Data Entry.,main,52,04,07
52.0408,General Office Occupations and Clerical Services.,main,52,04,08
52.0409,"Parts, Warehousing, and Inventory Management Operations.",main,52,04,09
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",main,52,04,10
52.0411,Customer Service Support/Call Center/Teleservice Operation.,main,52,04,11
52.0501,Business/Corporate Communications.,main,52,05,01
52.0601,Business/Managerial Economics.,main,52,06,01
52.0701,Entrepreneurship/Entrepreneurial Studies.,main,52,07,01
52.0702,Franchising and Franchise Operations.,main,52,07,02
52.0703,Small Business Administration/Management.,main,52,07,03
52.0801,"Finance, General.",main,52,08,01
52.0803,Banking and Financial Support Services.,main,52,08,03
52.0804,Financial Planning and Services.,main,52,08,04
52.0806,International Finance.,main,52,08,06
52.0807,Investments and Securities.,main,52,08,07
52.0808,Public Finance.,main,52,08,08
52.0809,Credit Management.,main,52,08,09
52.0901,"Hospitality Administration/Management, General.",main,52,09,01
52.0903,Tourism and Travel Services Management.,main,52,09,03
52.0904,Hotel/Motel Administration/Management.,main,52,09,04
52.0905,Restaurant/Food Services Management.,main,52,09,05
52.0906,Resort Management.,main,52,09,06
52.0907,Meeting and Event Planning.,main,52,09,07
52.0908,Casino Management.,main,52,09,08
52.0909,"Hotel, Motel, and Restaurant Management.",main,52,09,09
52.1001,"Human Resources Management/Personnel Administration, General.",main,52,10,01
52.1002,Labor and Industrial Relations.,main,52,10,02
52.1003,Organizational Behavior Studies.,main,52,10,03
52.1004,Labor Studies.,main,52,10,04
52.1005,Human Resources Development.,main,52,10,05
52.1101,International Business/Trade/Commerce.,main,52,11,01
52.1201,"Management Information Systems, General.",main,52,12,01
52.1206,Information Resources Management/CIO Training.,main,52,12,06
52.1207,Knowledge Management.,main,52,12,07
52.1301,"Management Science, General.",main,52,13,01
52.1302,Business Statistics.,main,52,13,02
52.1304,Actuarial Science.,main,52,13,04
52.1401,"Marketing/Marketing Management, General.",main,52,14,01
52.1402,Marketing Research.,main,52,14,02
52.1403,International Marketing.,main,52,14,03
52.1501,Real Estate.,main,52,15,01
52.1601,Taxation.,main,52,16,01
52.1701,Insurance.,main,52,17,01
52.1801,"Sales, Distribution, and Marketing Operations, General.",main,52,18,01
52.1802,Merchandising and Buying Operations.,main,52,18,02
52.1803,Retailing and Retail Operations.,main,52,18,03
52.1804,Selling Skills and Sales Operations.,main,52,18,04
52.1901,Auctioneering.,main,52,19,01
52.1902,Fashion Merchandising.,main,52,19,02
52.1903,Fashion Modeling.,main,52,19,03
52.1904,Apparel and Accessories Marketing Operations.,main,52,19,04
52.1905,Tourism and Travel Services Marketing Operations.,main,52,19,05
52.1906,Tourism Promotion Operations.,main,52,19,06
52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations.,main,52,19,07
52.1908,Business and Personal/Financial Services Marketing Operations.,main,52,19,08
52.1909,Special Products Marketing Operations.,main,52,19,09
52.1910,Hospitality and Recreation Marketing Operations.,main,52,19,10
52.2001,Construction Management.,main,52,20,01
52.2101,Telecommunications Management.,main,52,21,01
53.0101,Regular/General High School/Secondary Diploma Program.,main,53,01,01
53.0102,College/University Preparatory and Advanced High School/Secondary Diploma Program.,main,53,01,02
53.0103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.,main,53,01,03
53.0104,Honors/Regents High School/Secondary Diploma Program.,main,53,01,04
53.0105,Adult High School/Secondary Diploma Program.,main,53,01,05
53.0201,High School Equivalence Certificate Program.,main,53,02,01
53.0202,High School Certificate of Competence Program.,main,53,02,02
53.0203,Certificate of IEP Completion Program.,main,53,02,03
54.0101,"History, General.",main,54,01,01
54.0102,American History (United States).,main,54,01,02
54.0103,European History.,main,54,01,03
54.0104,History and Philosophy of Science and Technology.,main,54,01,04
54.0105,Public/Applied History and Archival Administration.,main,54,01,05
54.0106,Asian History.,main,54,01,06
54.0107,Canadian History.,main,54,01,07
54.0108,Military History.,main,54,01,08
60.0101,Dental/Oral Surgery Specialty.,main,60,01,01
60.0102,Dental Public Health Specialty.,main,60,01,02
60.0103,Endodontics Specialty.,main,60,01,03
60.0104,Oral Pathology Specialty.,main,60,01,04
60.0105,Orthodontics Specialty.,main,60,01,05
60.0106,Pedodontics Specialty.,main,60,01,06
60.0107,Periodontics Specialty.,main,60,01,07
60.0108,Prosthodontics Specialty.,main,60,01,08
60.0109,Oral and Maxillofacial Radiology Residency Program.,main,60,01,09
60.0301,Veterinary Anesthesiology.,main,60,03,01
60.0302,Veterinary Dentistry.,main,60,03,02
60.0303,Veterinary Dermatology.,main,60,03,03
60.0304,Veterinary Emergency and Critical Care Medicine.,main,60,03,04
60.0305,Veterinary Internal Medicine.,main,60,03,05
60.0306,Laboratory Animal Medicine.,main,60,03,06
60.0307,Veterinary Microbiology.,main,60,03,07
60.0308,Veterinary Nutrition.,main,60,03,08
60.0309,Veterinary Ophthalmology.,main,60,03,09
60.0310,Veterinary Pathology.,main,60,03,10
60.0311,Veterinary Practice.,main,60,03,11
60.0312,Veterinary Preventive Medicine.,main,60,03,12
60.0313,Veterinary Radiology.,main,60,03,13
60.0314,Veterinary Surgery.,main,60,03,14
60.0315,Theriogenology.,main,60,03,15
60.0316,Veterinary Toxicology.,main,60,03,16
60.0317,Zoological Medicine.,main,60,03,17
60.0318,Poultry Veterinarian Residency Program.,main,60,03,18
60.0319,Veterinary Behaviorist Residency Program.,main,60,03,19
60.0320,Veterinary Clinical Pharmacology Residency Program.,main,60,03,20
60.0401,Aerospace Medicine.,main,60,04,01
60.0402,Allergies and Immunology.,main,60,04,02
60.0403,Anesthesiology.,main,60,04,03
60.0404,Child Neurology.,main,60,04,04
60.0405,Clinical Biochemical Genetics Residency Program.,main,60,04,05
60.0406,Clinical Cytogenetics Residency Program.,main,60,04,06
60.0407,Clinical Genetics Residency Program.,main,60,04,07
60.0408,Clinical Molecular Genetics Residency Program.,main,60,04,08
60.0409,Colon and Rectal Surgery.,main,60,04,09
60.0410,Dermatology.,main,60,04,10
60.0411,Diagnostic Radiology.,main,60,04,11
60.0412,Emergency Medicine.,main,60,04,12
60.0413,Family Medicine.,main,60,04,13
60.0414,General Surgery.,main,60,04,14
60.0415,Internal Medicine.,main,60,04,15
60.0416,Neurological Surgery/Neurosurgery.,main,60,04,16
60.0417,Neurology.,main,60,04,17
60.0418,Nuclear Medicine.,main,60,04,18
60.0419,Obstetrics and Gynecology.,main,60,04,19
60.0420,Occupational Medicine.,main,60,04,20
60.0421,Ophthalmology.,main,60,04,21
60.0422,Orthopedics/Orthopedic Surgery.,main,60,04,22
60.0423,Otolaryngology.,main,60,04,23
60.0424,Pathology.,main,60,04,24
60.0425,Pediatrics.,main,60,04,25
60.0426,Physical and Rehabilitation Medicine.,main,60,04,26
60.0427,Plastic Surgery.,main,60,04,27
60.0428,Psychiatry.,main,60,04,28
60.0429,Public Health and General Preventive Medicine Residency Program.,main,60,04,29
60.0430,Radiation Oncology.,main,60,04,30
60.0431,Radiologic Physics Residency Program.,main,60,04,31
60.0432,Thoracic Surgery.,main,60,04,32
60.0433,Urology.,main,60,04,33
60.0434,Vascular Surgery.,main,60,04,34
60.0501,Addiction Psychiatry Residency Program.,main,60,05,01
60.0502,Adolescent Medicine Residency Program.,main,60,05,02
60.0503,Blood Banking.,main,60,05,03
60.0504,Cardiology.,main,60,05,04
60.0505,Chemical Pathology.,main,60,05,05
60.0506,Child Abuse Pediatrics Residency Program.,main,60,05,06
60.0507,Child Psychiatry.,main,60,05,07
60.0508,Clinical Cardiac Electrophysiology Residency Program.,main,60,05,08
60.0509,Clinical Neurophysiology Residency Program.,main,60,05,09
60.0510,Congenital Cardiac Surgery Residency Program.,main,60,05,10
60.0511,Critical Care Medicine.,main,60,05,11
60.0512,Cytopathology.,main,60,05,12
60.0513,Dermatopathology.,main,60,05,13
60.0514,Developmental-Behavioral Pediatrics Residency Program.,main,60,05,14
60.0515,Diagnostic Radiologic Physics Residency Program.,main,60,05,15
60.0516,Endocrinology and Metabolism.,main,60,05,16
60.0517,Forensic Pathology.,main,60,05,17
60.0518,Forensic Psychiatry Residency Program.,main,60,05,18
60.0519,Gastroenterology.,main,60,05,19
60.0520,Geriatric Medicine.,main,60,05,20
60.0521,Geriatric Psychiatry Residency Program.,main,60,05,21
60.0522,Gynecologic Oncology Residency Program.,main,60,05,22
60.0523,Hematological Pathology.,main,60,05,23
60.0524,Hematology.,main,60,05,24
60.0525,Hospice and Palliative Medicine Residency Program.,main,60,05,25
60.0526,Immunopathology.,main,60,05,26
60.0527,Infectious Disease.,main,60,05,27
60.0528,Interventional Cardiology Residency Program.,main,60,05,28
60.0529,Laboratory Medicine.,main,60,05,29
60.0530,Maternal and Fetal Medicine Residency Program.,main,60,05,30
60.0531,Medical Biochemical Genetics Residency Program.,main,60,05,31
60.0532,Medical Microbiology Residency Program.,main,60,05,32
60.0533,Medical Nuclear Physics Residency Program.,main,60,05,33
60.0534,Oncology.,main,60,05,34
60.0535,Medical Toxicology Residency Program.,main,60,05,35
60.0536,Molecular Genetic Pathology Residency Program.,main,60,05,36
60.0537,Musculoskeletal Oncology.,main,60,05,37
60.0538,Neonatal-Perinatal Medicine.,main,60,05,38
60.0539,Nephrology.,main,60,05,39
60.0540,Neurodevelopmental Disabilities Residency Program.,main,60,05,40
60.0541,Neuromuscular Medicine Residency Program.,main,60,05,41
60.0542,Neuropathology.,main,60,05,42
60.0543,Neuroradiology Residency Program.,main,60,05,43
60.0544,Neurotology Residency Program.,main,60,05,44
60.0545,Nuclear Radiology.,main,60,05,45
60.0546,Orthopedic Sports Medicine Residency Program.,main,60,05,46
60.0547,Orthopedic Surgery of the Spine.,main,60,05,47
60.0548,Pain Medicine Residency Program.,main,60,05,48
60.0549,Pediatric Cardiology.,main,60,05,49
60.0550,Pediatric Critical Care Medicine Residency Program.,main,60,05,50
60.0551,Pediatric Dermatology Residency Program.,main,60,05,51
60.0552,Pediatric Emergency Medicine Residency Program.,main,60,05,52
60.0553,Pediatric Endocrinology.,main,60,05,53
60.0554,Pediatric Gastroenterology Residency Program.,main,60,05,54
60.0555,Pediatric Hemato-Oncology.,main,60,05,55
60.0556,Pediatric Infectious Diseases Residency Program.,main,60,05,56
60.0557,Pediatric Nephrology.,main,60,05,57
60.0558,Pediatric Orthopedics.,main,60,05,58
60.0559,Pediatric Otolaryngology Residency Program.,main,60,05,59
60.0560,Pediatric Pathology Residency Program.,main,60,05,60
60.0561,Pediatric Pulmonology Residency Program.,main,60,05,61
60.0562,Pediatric Radiology Residency Program.,main,60,05,62
60.0563,Pediatric Rehabilitation Medicine Residency Program.,main,60,05,63
60.0564,Pediatric Rheumatology Residency Program.,main,60,05,64
60.0565,Pediatric Surgery.,main,60,05,65
60.0566,Pediatric Transplant Hepatology Residency Program.,main,60,05,66
60.0567,Pediatric Urology.,main,60,05,67
60.0568,Physical Medicine and Rehabilitation/Psychiatry.,main,60,05,68
60.0569,Plastic Surgery Within the Head and Neck Residency Program.,main,60,05,69
60.0570,Psychosomatic Medicine Residency Program.,main,60,05,70
60.0571,Pulmonary Disease.,main,60,05,71
60.0572,Radioisotopic Pathology.,main,60,05,72
60.0573,Reproductive Endocrinology/Infertility Residency Program.,main,60,05,73
60.0574,Rheumatology.,main,60,05,74
60.0575,Sleep Medicine Residency Program.,main,60,05,75
60.0576,Spinal Cord Injury Medicine Residency Program.,main,60,05,76
60.0577,Sports Medicine.,main,60,05,77
60.0578,Hand Surgery.,main,60,05,78
60.0579,Critical Care Surgery.,main,60,05,79
60.0580,Therapeutic Radiologic Physics Residency Program.,main,60,05,80
60.0581,Transplant Hepatology Residency Program.,main,60,05,81
60.0582,Undersea and Hyperbaric Medicine Residency Program.,main,60,05,82
60.0583,Vascular and Interventional Radiology Residency Program.,main,60,05,83
60.0584,Vascular Neurology Residency Program.,main,60,05,84
60.0601,Podiatric Medicine and Surgery - 24 Residency Program.,main,60,06,01
60.0602,Podiatric Medicine and Surgery - 36 Residency Program.,main,60,06,02
