qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q160845,sociolinguistics,Q8162,linguistics,,,,,,4077623-2,sh85124195,306.44,300054255,,Sociolinguistics,,
Q638608,software development,Q1395034|Q739302|Q880371,new product development|economic production|software industry,,,Q105418773|Q80006|Q188522|Q940053|Q80993,requirements capture|computer programming|software testing|software maintenance|software engineering,,4116522-6,sh85029535,005.12,,01834425n,SoftwareDevelopment,,
Q80993,software engineering,Q682496|Q21198,systems engineering|computer science,Q11661|Q682496,information technology|systems engineering,,,1124185,4116521-4,sh87007398,005.1,,02058043n,SoftwareEngineering,,
Q2299570,somatology,Q23404|Q219488,anthropology|primatology,,,,,,,sh85101512,,,,,,
Q25054415,space psychology,Q538904|Q9418,applied psychology|psychology,,,,,,,,,,,,,
Q1195766,space sciences,Q338|Q336,cosmology|science,,,,,1127807,4117629-7,sh85125953,629.435,,,,,
Q1595434,special education,Q7922,pedagogy,,,,,,,,,,,,,
Q65306641,spectrometry,Q2165586|Q4751159,characterization|analytical chemical technique,,,,,,,,,,,,,
Q52946,speech,Q1066689|Q11461|Q4127956,human communication|sound|second signal system,Q11024,communication,Q25481968,speech act,,4116580-9,sh85126434,080,300055195,00049911n,Speaking,,
Q105549868,speech physiology,Q2313389|Q2892439,speech science|human physiology,,,,,,,,,,,,,
Q7577047,spider anatomy,Q2845653|Q8198634,arthropod anatomy|animal anatomy,,,,,,,,,,,,,
Q1799172,sports anthropology,Q28598,cultural anthropology,,,,,,4056369-8,,306.483|599.9|612.044|612.76|796.01,,,,,
Q1298380,sports science,Q336|Q657632,science|kinesiology,,,Q193378|Q657632|Q2312561|Q840545|Q2312917,biomechanics|kinesiology|computer science in sport|sports medicine|sports ecology,,4056442-3,sh86000064,,,,,,
Q107373802,stage direction for opera,Q6942562|Q36492844,musical performance|planned production,,,,,,,,,,,,,
Q120910099,statistical analysis,Q7754,mathematical analysis,,,Q12718609,statistical method,,,,519.53,,,,,
Q127740473,statistical ecology,Q7150|Q12483,ecology|statistics,,,,,,,,,,,,,
Q104996128,steelpan performance,Q6942562,musical performance,,,,,,,,,,,,,
Q2295061,stellar astronomy,Q333,astronomy,Q333,astronomy,,,,,,,,,,,
Q134783,stratigraphy,Q1069,geology,,,Q52151|Q864826|Q1732190,palaeogeography|biostratigraphy|sequence stratigraphy,,4057956-6,sh85054086,551.7,300192073,,Stratigraphy,,
Q104780697,stream ecology,Q20417087|Q7150,freshwater ecology|ecology,,,,,1134567,,sh85128566,,,,,,QH541.5.S7
Q120910070,stream reasoning,,,,,,,,,,,,,,,
Q110406819,street design,Q63100,urban design,,,,,1134798,,sh2010114838,,,,,,
Q334823,structural geology,Q128894857,physical geology,,,,,,4225664-1,,,300126038,,,,
Q120969780,structured machine learning,,,,,,,,,,,,,,,
Q130216732,synaptology,Q2728012,neurobiology,,,,,,,,,,,,,
Q130221760,synoptic meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q120969802,terminology enrichment,,,,,,,,,,,,,,,
Q4455895,terminology science,Q8162|Q1235196,linguistics|documentation science,,,,,,4246651-9,,,,,,,
Q6031015,theater arts education,Q1757598|Q910179|Q29585976|Q7922,visual art education|theatre pedagogy|cultural education|pedagogy,,,,,,,,,,,,,
Q3620447,theatre anthropology,Q28598,cultural anthropology,,,,,1149222,,sh99001177,,,,,,
Q109568007,theatre performance studies,Q7168264|Q960543,performance studies|theatre studies,,,,,,,,,,,,,
Q107508911,theological studies,,,,,,,,,,,,,,,
Q109676580,thermobiology,Q420,biology,,,,,1149810,,sh85134776,,,,,,
Q126078535,thermology,Q413,physics,,,,,,,,,,,,,
Q120969822,tools,,,,,,,,,,,,,,,
Q120969811,topographic data science,,,,,,,,,,,,,,,
Q120969815,tourism ontology,,,,,,,,,,,,,,,
Q125197414,transportation safety administration,Q2399986|Q55693887,transport safety|public administration theory,,,,,,,,,,,,,
Q108304567,tree island ecology,Q104200566|Q7150,wetland ecology|ecology,,,,,1155944,,sh2002008688,,,,,,
Q105279810,trombone performance,Q6942562,musical performance,,,,,,,,,,,,,
Q3333930,tropical meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q105280408,trumpet performance,Q6942562,musical performance,,,,,,,,,,,,,
Q103964477,tuba performance,Q6942562,musical performance,,,,,,,,,,,,,
Q13649246,uncertainty,Q86923152|Q3968640,risk source|mental state,Q77468620,psychological terminology,,,,4186957-6,sh85139563,003.54,,,Uncertainty,,
Q120910087,understandability,,,,,,,,,,,,,,,
Q27977,urban anthropology,Q23404|Q59950,anthropology|urbanism,,,,,,,,,,,,,
Q23578769,urban studies,Q12831143,human geography,,,,,,,,,300054461,,,,
Q127388251,uredinology,Q7175,mycology,,,,,,,,,,,,,
Q120969812,user experiment,,,,,,,,,,,,,,,
Q120969818,user interaction,,,,,,,,,,,,,,,
Q818362,user modeling,,,,,,,,,,,,,,,
Q138333181,vascular biology,Q521|Q10546286,physiology|clinical physiology,,,,,,,,,,,,,
Q124650805,vermeology,Q12744095,invertebrate zoology,,,,,,,,,,,,,
Q107217372,vernal pool ecology,Q104196941|Q7150,aquatic ecology|ecology,,,,,1165416,,sh87003044,,,,,,
Q10818163,vertebrate anatomy,Q8198634,animal anatomy,,,,,1165546,,sh85142903,,,,,,QL801
Q106099091,vertebrate embryology,Q131683,embryology,,,,,,,,,,,,,
Q3634677,vertebrate paleontology,Q7205|Q210369|Q18358830,paleontology|paleozoology|vertebrate zoology,,,,,,,,,,,,,
Q110245063,veterinary science,Q864928|Q110231626,"life sciences|agricultural, veterinary and food sciences",,,,,,,,,,,,,
Q131154259,video game composition,Q105107008,music composition,,,,,,,,,,,,,
Q105279242,viola performance,Q6942562,musical performance,,,,,,,,,,,,,
Q104733130,violence prevention,Q1717246,prevention,,,,,1167240,,sh2010117922,,,,,,
Q104998197,violin performance,Q6942562,musical performance,,,,,1167365,,sh85143555,,,,,,
Q2746658,visual anthropology,Q29051,social anthropology,,,,,,1028524978,sh93005976,305.80208,,,VisualAnthropology,,
Q1757598,visual art education,Q352842|Q8434,teaching|education,,,,,,4033637-2,sh85007505,372.5|707.1,300174155,,,,
Q105245071,vocal performance,Q6942562|Q27939,musical performance|singing,,,,,,,,,,,,,
Q129260008,vocational psychology,Q9418,psychology,,,,,,,,,,,,,
Q102904,volcanology,,,Q1069,geology,,,,4188776-1,sh85144279,551.21,,,,,
Q110968692,watershed hydrology,Q42250|Q105277236,hydrology|watershed science,,,,,1738283,,sh2005004309,,,,,,
Q4387041,watershed management,Q5333882,ecosystem management,,,,,1172716,,sh85145748,,,,WatershedManagement,,TC413
Q105575936,wildlife resources,Q105575840,natural resources,,,,,1175429,,sh96005596,,,,,,
Q249,wireless communication,Q418|Q1061219,telecommunications|telecommunications engineering,,,Q113161436,microwave and millimetrewave research,1176209,,sh92006740,,,17337929n,WirelessCommunication,,
Q105596644,wood science,Q228736|Q1710723|Q441,materials science|materials engineering|botany,,,,,,,,,,,,,
Q8034614,work design,,,,,,,,,,,,,,,
Q116255688,youth counseling,Q4390239,counseling,,,,,1183380,4162822-6,sh2008124379,,,,,,
Q97200241,zoonotic virology,Q7215,virology,,,,,,,,,,,,,
