periodo_ark,label,start_year,end_year,qid,source,authority,broader_periods,narrower_periods,spatial_coverage
http://n2t.net/ark:/99152/p06vx8jvxsx,Cernavoda III,-3899,-3599,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8j5cj9,,"Dobrogea, Muntenia, Oltenia, Transilvania  | Mehedinți County | Sibiu County | Sălaj County | Bucharest | Covasna County | Prahova County | Brăila County | Brașov County | Ialomița County | Hunedoara County | Teleorman County | Harghita County | Dolj County | Gorj County | Buzău County | Constanța County | Alba County | Bistrița-Năsăud County | Ilfov County | Olt County | Tulcea County | Mureș County | Vâlcea County | Giurgiu County | Dâmbovița County | Călărași County | Argeș County | Cluj County"
http://n2t.net/ark:/99152/p0tsmchzgww,Final Neolithic II,-3899,-3599,,"Neolithic: Strata IX–VII, VII–VIB, VIA–V, IV, IIIB, IIIA, IIB, IIA and IC Groups,  British School at Athens Studies, Vol. 14, Knossos Pottery Handbook: Neolithic and Bronze Age (Minoan) | P. Tomkins |",http://n2t.net/ark:/99152/p0tsmch,,,Crete | Greece
http://n2t.net/ark:/99152/p0ds9qjm4xm,Final Neolithic II Crete,-3899,-3599,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qj5rzp,,Crete
http://n2t.net/ark:/99152/p0m448vxj6h,Early Archaic,-7050,-3550,,The radiocarbon chronology of the Lower Pecos River Region | Solveig A. Turpin,http://n2t.net/ark:/99152/p0m448v,,,Lower Pecos River Region | Texas
http://n2t.net/ark:/99152/p0wctqtgnpb,kultura Retz-Bajč-Křepice,-4000,-3501,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtf78f,,Czech Republic
http://n2t.net/ark:/99152/p0qhb66zbns,srednji neolitik,-4000,-3501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Slovenia
http://n2t.net/ark:/99152/p0qhb66n4v2,Tranziţia de la Eneolitic la Epoca Bronzului,-3800,-3501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Romania
http://n2t.net/ark:/99152/p086kj9kbct,Middle Archaic,-6000,-3500,,Digital Index of North American Archaeology (DINAA) | Thaddeus Bissett | David G. Anderson | Sephen Yerka | Eric C. Kansa | Sarah W. Kansa | R Carl DeMuth | Joshua Wells | Kelsey Noack Myers,http://n2t.net/ark:/99152/p086kj9,,,Indiana
http://n2t.net/ark:/99152/p0m63nj29k7,Chalcolithic,-4500,-3500,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,"Israel, Jordan, Lebanon, Syria | Israel | Syria | Lebanon | Jordan"
http://n2t.net/ark:/99152/p0m64td497z,"Pre-Dynastic, Early",-4400,-3500,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdr2k5,,Egypt
http://n2t.net/ark:/99152/p0xxt6td8mf,Early Neolithic,-4300,-3500,,Scottish Archaeological Periods & Ages (ScAPA) | Historic Environment Scotland | Dumfries & Galloway HER | Highlands HER | Shetland HER | East & Midlothian HER | Stirling HER | Perth & Kinross HER | Aberdeenshire HER,http://n2t.net/ark:/99152/p0xxt6t,http://n2t.net/ark:/99152/p0xxt6tprqq,,Scotland
http://n2t.net/ark:/99152/p0m64tdktkq,"Chalcolithic, Lapui/Yahya VA",-4000,-3500,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdqdhw,,Southern Iran | Iran
http://n2t.net/ark:/99152/p09hq4n8h89,1e moitié IVe millénaire AEC,-3999,-3500,,"ArkeOpen chronology periods used in ArkeoGIS, a FAIR platform based on ontology organized spatiotemporal data about archaeology, history and environment. | ArkeoGIS authors | Philippe Jullien | Lizzie Scholtus",http://n2t.net/ark:/99152/p09hq4n,http://n2t.net/ark:/99152/p09hq4nntfj,,Earth | World
http://n2t.net/ark:/99152/p0gjgrsws3g,Early Neolithic,-3999,-3500,,Periods used on the database | Portable Antiquities Scheme,http://n2t.net/ark:/99152/p0gjgrs,,,United Kingdom
http://n2t.net/ark:/99152/p06v8w4jr7p,Transitional Period,-3800,-3500,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Bulgaria
http://n2t.net/ark:/99152/p06v8w4w4jx,Transitional Period,-3800,-3500,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Romania
http://n2t.net/ark:/99152/p0r8d9cfm5h,Tidligneolitisk Tragtbægerkultur B,-3700,-3500,,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  |,http://n2t.net/ark:/99152/p0r8d9c,,,Denmark
http://n2t.net/ark:/99152/p06vx8j4qxw,Epoca Pietrei,-1399999,-3499,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,,http://n2t.net/ark:/99152/p06vx8jx6vj http://n2t.net/ark:/99152/p06vx8jqfbk http://n2t.net/ark:/99152/p06vx8jdsqf,Romania
http://n2t.net/ark:/99152/p07ffbfhmkx,Pre-Writing,-8499,-3499,,Cuneiform Digital Library Initiative (CDLI) | Bertrand Lafont | Jacob Dahl | Robert Englund | Rune Rattenborg | Émilie Pagé-Perron,http://n2t.net/ark:/99152/p07ffbf,,,Middle East | Mesopotamia
http://n2t.net/ark:/99152/p0ghrgfq4wb,Неолит,-7999,-3499,,"Cultural Monuments in Serbia Timeline | Mathematical Institute SANU | Šegan-Radonjić, Marija",http://n2t.net/ark:/99152/p0ghrgf,http://n2t.net/ark:/99152/p0ghrgfkbcj,,"Serbia, Balkans, Turdaș-Vinča Culture, Starčevo Culture | Serbia | Balkans"
http://n2t.net/ark:/99152/p06vx8jdsqf,Neo-Eneolitic,-6599,-3499,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8j4qxw,http://n2t.net/ark:/99152/p06vx8jxh5x http://n2t.net/ark:/99152/p06vx8jsmqk http://n2t.net/ark:/99152/p06vx8js6f4 http://n2t.net/ark:/99152/p06vx8jf23v,Romania
http://n2t.net/ark:/99152/p083p5rm92p,Halaf and Ubaid,-4999,-3499,,"Ancient cities : the archaeology of urban life in the Ancient Near East and Egypt, Greece and Rome | Gates, Charles, 1950-",http://n2t.net/ark:/99152/p083p5r,,,Near East | Lebanon | Syria | Israel | Jordan | West Bank | Turkey | Gaza Strip | Gaza
http://n2t.net/ark:/99152/p083p5rdr2z,Ubaid,-4999,-3499,,"Ancient cities : the archaeology of urban life in the Ancient Near East and Egypt, Greece and Rome | Gates, Charles, 1950-",http://n2t.net/ark:/99152/p083p5r,,,Mesopotamia | Syria | Iraq | Iran
http://n2t.net/ark:/99152/p0f65r2xs4d,Chalcolithic,-4499,-3499,,"Life in biblical Israel | Stager, Lawrence E. | King, Philip J.",http://n2t.net/ark:/99152/p0f65r2,,,Levant | Egypt | Jordan | Cyprus | Lebanon | Israel | Syria | Turkey
http://n2t.net/ark:/99152/p08m57h5ftx,Late Chalcolithic,-4499,-3499,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,north-western Mesopotamia | Iraq | Mesopotamia | Syria | Turkey
http://n2t.net/ark:/99152/p0kc8t6hzwz,Ubaid Period,-4499,-3499,,"Discovering the royal tombs at Ur. | Woolley, Leonard, 1880-1960. | Glubok, Shirley,",http://n2t.net/ark:/99152/p0kc8t6,,,Ur | Iraq
http://n2t.net/ark:/99152/p06vx8j5cj9,Cernavoda,-3999,-3499,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jsmqk,http://n2t.net/ark:/99152/p06vx8jzzzc http://n2t.net/ark:/99152/p06vx8jvxsx http://n2t.net/ark:/99152/p06vx8jb5ws,"Muntenia, Sudul Olteniei, sudul Moldovei, Dobrogea | Galați County | Constanța County | Tulcea County | Teleorman County | Prahova County | Giurgiu County | Argeș County | Ialomița County | Brăila County | Bucharest | Ilfov County | Dâmbovița County | Olt County | Vrancea County | Călărași County | Buzău County | Dolj County"
http://n2t.net/ark:/99152/p0fk6s42ghf,Chalcolithic,-3999,-3499,,Chronologies in old world archaeology | Robert W. Ehrich,http://n2t.net/ark:/99152/p0fk6s4,,,Palestine | Syria | Israel | State of Palestine | Jordan | Lebanon
http://n2t.net/ark:/99152/p08m57h9tw9,Early Uruk,-3999,-3499,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,southern Mesopotamia | Iraq | Mesopotamia | Kuwait
http://n2t.net/ark:/99152/p047fhm2753,Early Uruk,-3999,-3499,,"The royal city of Susa : ancient Near Eastern treasures in the Louvre | Musée du Louvre. | Harper, Prudence Oliver. | Aruz, Joan. | Metropolitan Museum of Art (New York, N.Y.) | Tallon, Françoise.",http://n2t.net/ark:/99152/p047fhm,,,Mesopotamia | Iran | Iraq | Turkey
http://n2t.net/ark:/99152/p0qv6m8x2zm,Late Chalcolithic (4000-3500),-3999,-3499,,Digitizing Early Farming Cultures (DEFC) | Austrian Academy of Sciences (ÖAW) | Institut für Orientalische und Europäische Archäologie (OREA) | Anatolian Aegean Prehistoric Phenomena (AAPP),http://n2t.net/ark:/99152/p0qv6m8,,,Turkey and Eastern Aegean | Greece | Turkey
http://n2t.net/ark:/99152/p08m57hswf3,Namazga II,-3999,-3499,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,Namazga-depe in south-west Turkmenistan | Turkmenistan
http://n2t.net/ark:/99152/p047fhmcj3d,Prehistoric,-3999,-3499,,"The royal city of Susa : ancient Near Eastern treasures in the Louvre | Musée du Louvre. | Harper, Prudence Oliver. | Aruz, Joan. | Metropolitan Museum of Art (New York, N.Y.) | Tallon, Françoise.",http://n2t.net/ark:/99152/p047fhm,,,Elam | Iran | Iraq | Turkey
http://n2t.net/ark:/99152/p047fhm6zwb,Susa I archaeological period,-3999,-3499,,"The royal city of Susa : ancient Near Eastern treasures in the Louvre | Musée du Louvre. | Harper, Prudence Oliver. | Aruz, Joan. | Metropolitan Museum of Art (New York, N.Y.) | Tallon, Françoise.",http://n2t.net/ark:/99152/p047fhm,,,Elam | Iraq | Iran | Turkey
http://n2t.net/ark:/99152/p06vx8jb5ws,Cernavoda II,-3799,-3499,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8j5cj9,,"Dobrogea, Sudul Moldovei | Bucharest | Teleorman County | Ilfov County | Giurgiu County | Călărași County | Tulcea County | Constanța County | Ialomița County"
http://n2t.net/ark:/99152/p0339m98zk4,Τελική Νεολιθική,-3649,-3499,,Hellenic History on the Internet | Foundation of the Hellenic World |,http://n2t.net/ark:/99152/p0339m9,,,Crete
http://n2t.net/ark:/99152/p0qhb66wwv9,Ältere Kupferzeit,-4250,-3401,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Austria
http://n2t.net/ark:/99152/p0qhb66q653,Ältere Kupferzeit,-4250,-3401,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,"Germany, Switzerland, Czech Republic, Liechtenstein | Czech Republic | Germany | Switzerland | Liechtenstein"
http://n2t.net/ark:/99152/p0qhb669mbz,Midden Neolithicum A,-4200,-3401,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,http://n2t.net/ark:/99152/p0qhb66r5sc,,Netherlands
http://n2t.net/ark:/99152/p0qhb66nntm,преходен период,-3800,-3401,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Bulgaria
http://n2t.net/ark:/99152/p0m63njd727,Early Chalcolithic,-4000,-3400,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,Cyprus
http://n2t.net/ark:/99152/p0pqptcs32r,Neolithicum midden A,-4199,-3399,,Het Archeologisch Basisregister (ABR) | Rijksdienst voor het Cultureel Erfgoed,http://n2t.net/ark:/99152/p0pqptc,,,Netherlands
http://n2t.net/ark:/99152/p0njrb4pv8x,Early Uruk period,-4099,-3399,,"Ancient Mesopotamia : new perspectives | McIntosh, Jane.",http://n2t.net/ark:/99152/p0njrb4,,,Southern Mesopotamia | Iran | Iraq
http://n2t.net/ark:/99152/p0qk76zp6rb,Early A-group,-3999,-3399,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Lower Nubia | Sudan | Egypt
http://n2t.net/ark:/99152/p0qk76zjnwg,Maadi/Buto I,-3999,-3399,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Lower Egypt | Egypt
http://n2t.net/ark:/99152/p0qk76znmd9,Naqada I-early II,-3999,-3399,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Upper Egypt | Egypt
http://n2t.net/ark:/99152/p08m57hphts,Lapui,-3899,-3399,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,Fars | Iran
http://n2t.net/ark:/99152/p0wctqtf78f,starší eneolit,-3900,-3351,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqthbgf,http://n2t.net/ark:/99152/p0wctqtm5d7 http://n2t.net/ark:/99152/p0wctqtgnpb http://n2t.net/ark:/99152/p0wctqt873t,Czech Republic
http://n2t.net/ark:/99152/p0m64td3dzr,"Chalcolithic, Early Banesh/Yahya IVC",-3500,-3350,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdqdhw,,Southern Iran | Iran
http://n2t.net/ark:/99152/p07ffbf4k4d,Uruk V,-3499,-3349,,Cuneiform Digital Library Initiative (CDLI) | Bertrand Lafont | Jacob Dahl | Robert Englund | Rune Rattenborg | Émilie Pagé-Perron,http://n2t.net/ark:/99152/p07ffbf,http://n2t.net/ark:/99152/p07ffbf92mr,,Mesopotamia | Middle East
http://n2t.net/ark:/99152/p0qhb66hhn7,Neolithic,-5000,-3301,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,"Tuscany, Umbria"
http://n2t.net/ark:/99152/p0qhb66whfv,Neolitico,-5000,-3301,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,"Italy less Sicily, Sardinia, Tuscany, Umbria"
http://n2t.net/ark:/99152/p06v8w4bm9m,Neolithic,-4999,-3301,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Italy
http://n2t.net/ark:/99152/p06v8w4z7h2,Neolithic,-4999,-3301,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Slovenia
http://n2t.net/ark:/99152/p0qhb66p8hb,Early Neolithic,-4000,-3301,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Britain
http://n2t.net/ark:/99152/p0wctqtm5d7,kultura nálevkovitých pohárů,-3900,-3301,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtf78f,,Czech Republic
http://n2t.net/ark:/99152/p0wctqt873t,ohrozimský typ,-3500,-3301,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtf78f,,Czech Republic
http://n2t.net/ark:/99152/p03wskdw46d,"Neolithic Period in the Eastern Mediterranean (ca. 10,000-3,300 BC)",-10000,-3300,,Pleiades: A community-built gazetteer and graph of ancient places | Richard J. A. Talbert | Adam Rabinowitz | Michael McCormick | Tom Elliott | Ross Twele | Brian Turner | Jeffrey Becker | Sarah Bond | Ryan Horne | Roger Bagnall | Sean Gillies,http://n2t.net/ark:/99152/p03wskd,,,Eastern Mediterranean | Greece | Turkey | Cyprus
http://n2t.net/ark:/99152/p0m64tdhc9j,Chalcolithic,-5200,-3300,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,,http://n2t.net/ark:/99152/p0m64tdzfgf http://n2t.net/ark:/99152/p0m64tdw9tw http://n2t.net/ark:/99152/p0m64td5j8b http://n2t.net/ark:/99152/p0m64td3tct,Northern Iran | Iran
http://n2t.net/ark:/99152/p06v8w42zft,Néolithique,-5000,-3300,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Morocco
http://n2t.net/ark:/99152/p06v8w42hjz,Neolítico,-4999,-3300,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Spain
http://n2t.net/ark:/99152/p0qhb66mr3x,Tidigneolitikum,-3900,-3300,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Sweden
http://n2t.net/ark:/99152/p0r8d9cz8ks,Ældre Tragtbægerkultur,-3900,-3300,,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  |,http://n2t.net/ark:/99152/p0r8d9c,,,Denmark
http://n2t.net/ark:/99152/p0m64tdw9tw,"Chalcolithic, Late",-3700,-3300,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdhc9j,,Northern Iran | Iran
http://n2t.net/ark:/99152/p0m64td23dg,"Chalcolithic, Late 4",-3600,-3300,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdz9hp,,Northern Mesopotamia | Syria | Iraq
http://n2t.net/ark:/99152/p0r8d9cq8vm,Tidligneolitisk Tragtbægerkultur C,-3500,-3300,,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  |,http://n2t.net/ark:/99152/p0r8d9c,,,Denmark
http://n2t.net/ark:/99152/p0dkm29j944,Chalcolithic,-4499,-3299,,The new encyclopedia of archaeological excavations in the Holy Land 4 [Petra - Ziqim]. | Ephraim Stern,http://n2t.net/ark:/99152/p0dkm29,,,Holy Land | Lebanon | Jordan | Palestine | State of Palestine | Israel | Syria
http://n2t.net/ark:/99152/p0z3skm32t6,Chalcolithic,-4299,-3299,,"Archaeology of the land of the Bible, 10,000-586 B.C.E | Mazar, Amihai, (1942- ).,",http://n2t.net/ark:/99152/p0z3skm,,,Palestine | Israel | Jordan
http://n2t.net/ark:/99152/p0kh9dsbnzg,Early Neolithic,-3999,-3299,,Historic England Archaeological and Cultural Periods | Historic England,http://n2t.net/ark:/99152/p0kh9ds,http://n2t.net/ark:/99152/p0kh9dsbz2g,,England
http://n2t.net/ark:/99152/p0vn2frcrrd,Tidigneolitikum,-3999,-3299,,Sök i samlingarna (beta) | Historiska museet,http://n2t.net/ark:/99152/p0vn2fr,,,Sweden
http://n2t.net/ark:/99152/p0dx86hphfj,Tidligneolitikum,-3899,-3299,,Steinalderen i Sørøst-Norge: Faglig program for steinalderundersøkelser ved Kulturhistorisk museum | Hege Damlien | Inger Marie Berg-Hansen | Axel Mjærum | Almut Schülke | Per Persson | Lene Melheim | Steinar Solheim,http://n2t.net/ark:/99152/p0dx86h,http://n2t.net/ark:/99152/p0dx86hnp7t,,Southeastern Norway | Eastern Norway | Southern Norway
http://n2t.net/ark:/99152/p0tsmchtjv8,Final Neolithic III,-3599,-3299,,"Neolithic: Strata IX–VII, VII–VIB, VIA–V, IV, IIIB, IIIA, IIB, IIA and IC Groups,  British School at Athens Studies, Vol. 14, Knossos Pottery Handbook: Neolithic and Bronze Age (Minoan) | P. Tomkins |",http://n2t.net/ark:/99152/p0tsmch,,,Crete | Greece
http://n2t.net/ark:/99152/p0ds9qjz4z5,Final Neolithic III Crete,-3599,-3299,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qj5rzp,,Crete
http://n2t.net/ark:/99152/p0qk76zmrvj,Buto II,-3399,-3299,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Lower Egypt | Egypt
http://n2t.net/ark:/99152/p0qk76zbqht,Late Naqada II,-3399,-3299,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Upper Egypt | Egypt
http://n2t.net/ark:/99152/p0qk76z8nr3,Middle A-group,-3399,-3299,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Lower Nubia | Egypt | Sudan
http://n2t.net/ark:/99152/p0ds9qjqc49,Late Neolithic,-5499,-3249,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qj3x2t,http://n2t.net/ark:/99152/p0ds9qjscgp http://n2t.net/ark:/99152/p0ds9qjpwh7 http://n2t.net/ark:/99152/p0ds9qj97j5,Greece
http://n2t.net/ark:/99152/p0ds9qjpwh7,Late Neolithic Northern Greece,-5499,-3249,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qjqc49,,Northern Greece | Greece
http://n2t.net/ark:/99152/p0gtzvd4r5r,Néolithique Récent,-5499,-3249,,La Chronique des fouilles en ligne / Archaeology in Greece Online | École française d'Athènes | British School at Athens,http://n2t.net/ark:/99152/p0gtzvd,http://n2t.net/ark:/99152/p0gtzvd9vjw,,Northern Greece | Greece
http://n2t.net/ark:/99152/p0qhb6642m4,Νεολιθική,-7000,-3201,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Greece except Crete
http://n2t.net/ark:/99152/p0qhb665vpv,Νεολιθική,-6800,-3201,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Crete
http://n2t.net/ark:/99152/p0qhb66rp7h,Neolitico,-5000,-3201,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Sardinia
http://n2t.net/ark:/99152/p0qhb66s34f,neolitico,-5000,-3201,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Sicily
http://n2t.net/ark:/99152/p0zj6g8gdr4,Neolithic,-7000,-3200,,ARENA - The ARENA Portal | Stewart Waller | ADS,http://n2t.net/ark:/99152/p0zj6g8,,,Romania
http://n2t.net/ark:/99152/p0m64tdfrb8,Chalcolithic,-6000,-3200,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,,http://n2t.net/ark:/99152/p0m64tdxxxp http://n2t.net/ark:/99152/p0m64tdq7sz http://n2t.net/ark:/99152/p0m64tdm3pd,Arabia | Saudi Arabia | Bahrain | Oman | United Arab Emirates | Qatar | Yemen
http://n2t.net/ark:/99152/p0m64tdxxxp,"Chalcolithic, Late",-4000,-3200,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdfrb8,,Arabia | Bahrain | Oman | Qatar | Yemen | Saudi Arabia | United Arab Emirates
http://n2t.net/ark:/99152/p0r8d9ckbsn,Mellemneolitisk Tragtbægerkultur 1A,-3300,-3200,,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  |,http://n2t.net/ark:/99152/p0r8d9c,,,Denmark
http://n2t.net/ark:/99152/p03wskdddn4,Stone Age Oman (125000–3200 BC),-124999,-3199,,Pleiades: A community-built gazetteer and graph of ancient places | Richard J. A. Talbert | Adam Rabinowitz | Michael McCormick | Tom Elliott | Ross Twele | Brian Turner | Jeffrey Becker | Sarah Bond | Ryan Horne | Roger Bagnall | Sean Gillies,http://n2t.net/ark:/99152/p03wskd,,,Oman
http://n2t.net/ark:/99152/p0339m9zc3z,Νεολιθική,-6799,-3199,,Hellenic History on the Internet | Foundation of the Hellenic World |,http://n2t.net/ark:/99152/p0339m9,,,Greece
http://n2t.net/ark:/99152/p06v8w4ncv7,Енеоліт,-5499,-3199,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Ukraine
http://n2t.net/ark:/99152/p08h8hs24xm,Final Neolithic,-4499,-3199,,The Greek Neolithic: A New Review | Catherine Perlès | Jean-Paul Demoule,http://n2t.net/ark:/99152/p08h8hs,,,Greece
http://n2t.net/ark:/99152/p0339m9wnxq,Τελική Νεολιθική ή Χαλκολιθική,-4499,-3199,,Hellenic History on the Internet | Foundation of the Hellenic World |,http://n2t.net/ark:/99152/p0339m9,,,Greece
http://n2t.net/ark:/99152/p02sht9fzvs,Early Uruk,-3499,-3199,,"The Uruk countryside : the natural setting of urban societies | Adams, Robert McC. (Robert McCormick), 1926- | Nissen, Hans Jörg.",http://n2t.net/ark:/99152/p02sht9,,,Uruk | Iraq
http://n2t.net/ark:/99152/p07ffbfz8rq,Uruk IV,-3349,-3199,,Cuneiform Digital Library Initiative (CDLI) | Bertrand Lafont | Jacob Dahl | Robert Englund | Rune Rattenborg | Émilie Pagé-Perron,http://n2t.net/ark:/99152/p07ffbf,http://n2t.net/ark:/99152/p07ffbf92mr,,Mesopotamia | Middle East
http://n2t.net/ark:/99152/p0m63njvpn4,Predynastic,-6000,-3150,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,Egypt
http://n2t.net/ark:/99152/p0qkjhbrv6d,Jarrell,-4150,-3150,,From Circleville to Toyah: comments on Central Texas chronology | Elton Prewitt,http://n2t.net/ark:/99152/p0qkjhb,http://n2t.net/ark:/99152/p0qkjhbpd2d,,Central Texas | Texas
http://n2t.net/ark:/99152/p08tf6ptjm7,Uruk,-3749,-3149,,"Handbook to life in ancient Mesopotamia | Bertman, Stephen.",http://n2t.net/ark:/99152/p08tf6p,,,Ancient Mesopotamia | Iraq
http://n2t.net/ark:/99152/p0qk76zd3d2,Buto III,-3299,-3149,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Lower Egypt | Egypt
http://n2t.net/ark:/99152/p0qk76z32s3,Late/Final A-group,-3299,-3149,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Lower Nubia | Egypt | Sudan
http://n2t.net/ark:/99152/p0qk76z793h,Naqada IIIa,-3299,-3149,,UCLA Encyclopedia of Egyptology | Willeke Wendrich,http://n2t.net/ark:/99152/p0qk76z,,,Upper Egypt | Egypt
